Sample,Modality,Method,Burden,MAE,Cosine,Top_Process_Truth,Top_Process_Pred,Top1_Process_Match,Modal_Mass_Error
SIM-0001,SBS,Separate categorical NNLS,1289,0.01017900287035352,0.9934024861776479,6,6,1.0,
SIM-0001,SBS,Separate UGA NNLS,1289,0.0007492015266074718,0.9999856765168847,6,6,1.0,
SIM-0001,DBS,Separate categorical NNLS,22,0.009829564610122654,0.9966391434282857,6,6,1.0,
SIM-0001,DBS,Separate UGA NNLS,22,0.009003726144822437,0.9987731340474999,6,6,1.0,
SIM-0001,ID,Separate categorical NNLS,144,0.006235290274713989,0.9986452145634533,6,6,1.0,
SIM-0001,ID,Separate UGA NNLS,144,0.005253681062597518,0.9993412051515184,6,6,1.0,
SIM-0001,SBS,Naive pooled UGA NNLS,1289,0.007391494491718935,0.9972275694587698,6,6,1.0,0.016096348240911218
SIM-0001,DBS,Naive pooled UGA NNLS,22,0.11363636363636365,0.39637402401448135,6,2,0.0,3.670256559091048e-05
SIM-0001,ID,Naive pooled UGA NNLS,144,0.04372607678621553,0.8701589808132957,6,2,0.0,0.016059645675320408
SIM-0002,SBS,Separate categorical NNLS,1204,0.0019069386625309092,0.9999643858751743,1,1,1.0,
SIM-0002,SBS,Separate UGA NNLS,1204,0.001404641159055111,0.9999729163271872,1,1,1.0,
SIM-0002,DBS,Separate categorical NNLS,48,0.008052823004755204,0.9986352885764397,1,1,1.0,
SIM-0002,DBS,Separate UGA NNLS,48,0.004091727653516807,0.9996223902242999,1,1,1.0,
SIM-0002,ID,Separate categorical NNLS,62,0.014371572413220382,0.992780621809682,1,1,1.0,
SIM-0002,ID,Separate UGA NNLS,62,0.0049644686658168275,0.999308796068896,1,1,1.0,
SIM-0002,SBS,Naive pooled UGA NNLS,1204,0.002482363644874387,0.9998918561074693,1,1,1.0,0.022083911454294003
SIM-0002,DBS,Naive pooled UGA NNLS,48,0.042412500009993546,0.9545549533504016,1,1,1.0,0.0024497055931696765
SIM-0002,ID,Naive pooled UGA NNLS,62,0.015488958275099449,0.9945143179613078,1,1,1.0,0.02453361704746386
SIM-0003,SBS,Separate categorical NNLS,1246,0.002203566059630901,0.9997724276785491,9,9,1.0,
SIM-0003,SBS,Separate UGA NNLS,1246,0.0014094635602331159,0.9999498900919477,9,9,1.0,
SIM-0003,DBS,Separate categorical NNLS,33,0.007957106448991948,0.9965440906634225,9,9,1.0,
SIM-0003,DBS,Separate UGA NNLS,33,0.005699258277689738,0.9990405713006713,9,9,1.0,
SIM-0003,ID,Separate categorical NNLS,68,0.0037946134508148855,0.9992063780699323,9,9,1.0,
SIM-0003,ID,Separate UGA NNLS,68,0.005044455921588158,0.9992526980906556,9,9,1.0,
SIM-0003,SBS,Naive pooled UGA NNLS,1246,0.0024601602738807864,0.9998609268086879,9,9,1.0,0.001390749524906365
SIM-0003,DBS,Naive pooled UGA NNLS,33,0.01766430746236486,0.9844786779959959,9,9,1.0,0.0032257660964464738
SIM-0003,ID,Naive pooled UGA NNLS,68,0.03313597062443344,0.9491856905592255,9,9,1.0,0.004616515621352846
SIM-0004,SBS,Separate categorical NNLS,803,0.002946552550469045,0.999627116777854,5,5,1.0,
SIM-0004,SBS,Separate UGA NNLS,803,0.0012227496830999583,0.9999568118092921,5,5,1.0,
SIM-0004,DBS,Separate categorical NNLS,32,0.03434981517243546,0.9031543090051757,5,5,1.0,
SIM-0004,DBS,Separate UGA NNLS,32,0.006811947460638505,0.9988363300630938,5,5,1.0,
SIM-0004,ID,Separate categorical NNLS,85,0.0020903954694154532,0.9997094257895552,5,5,1.0,
SIM-0004,ID,Separate UGA NNLS,85,0.002332900126268268,0.9998087728056808,5,5,1.0,
SIM-0004,SBS,Naive pooled UGA NNLS,803,0.0015388536112156276,0.9999415700206062,5,5,1.0,0.0007284104585661977
SIM-0004,DBS,Naive pooled UGA NNLS,32,0.03056569438675506,0.9522736616227268,5,5,1.0,0.0015950500747516291
SIM-0004,ID,Naive pooled UGA NNLS,85,0.011755817262925005,0.9935726531924828,5,5,1.0,0.002323460533317556
SIM-0005,SBS,Separate categorical NNLS,550,0.004058533234621965,0.9995923651600277,11,11,1.0,
SIM-0005,SBS,Separate UGA NNLS,550,0.002249230379217011,0.9998871164952198,11,11,1.0,
SIM-0005,DBS,Separate categorical NNLS,71,0.004131946148505342,0.9993557364438926,11,10,0.0,
SIM-0005,DBS,Separate UGA NNLS,71,0.0015869797772658136,0.9999280506936924,11,11,1.0,
SIM-0005,ID,Separate categorical NNLS,141,0.0022940341663992437,0.9997794544817852,10,10,1.0,
SIM-0005,ID,Separate UGA NNLS,141,0.002546462530896754,0.9998172482935541,10,10,1.0,
SIM-0005,SBS,Naive pooled UGA NNLS,550,0.00295120107502595,0.9997664751042036,11,11,1.0,0.010642062046782419
SIM-0005,DBS,Naive pooled UGA NNLS,71,0.00730319664950552,0.997372370667491,11,10,0.0,0.0020218387147448585
SIM-0005,ID,Naive pooled UGA NNLS,141,0.009359419922887175,0.995609425566567,10,10,1.0,0.008620223332037685
SIM-0006,SBS,Separate categorical NNLS,1111,0.0011170606194458108,0.9999842715986479,5,5,1.0,
SIM-0006,SBS,Separate UGA NNLS,1111,0.0023829247472388396,0.9999503302497235,5,5,1.0,
SIM-0006,DBS,Separate categorical NNLS,70,0.006220559894820017,0.9990741439181907,5,5,1.0,
SIM-0006,DBS,Separate UGA NNLS,70,0.004090366629954357,0.9995510648755689,5,5,1.0,
SIM-0006,ID,Separate categorical NNLS,61,0.002470877576116438,0.9998559208354321,5,5,1.0,
SIM-0006,ID,Separate UGA NNLS,61,0.005526774510583101,0.9994600250978103,5,5,1.0,
SIM-0006,SBS,Naive pooled UGA NNLS,1111,0.003288739199174251,0.9999183718501765,5,5,1.0,0.011377643869292076
SIM-0006,DBS,Naive pooled UGA NNLS,70,0.041901895297246305,0.9386376340128841,5,5,1.0,0.009251118309005643
SIM-0006,ID,Naive pooled UGA NNLS,61,0.024590163934426233,0.9926583012462137,5,5,1.0,0.002126525560286384
SIM-0007,SBS,Separate categorical NNLS,1179,0.012819228795073473,0.993390358334705,8,8,1.0,
SIM-0007,SBS,Separate UGA NNLS,1179,0.001230057128288852,0.9999477733001512,8,8,1.0,
SIM-0007,DBS,Separate categorical NNLS,51,0.008679069050900726,0.9973188250159699,8,8,1.0,
SIM-0007,DBS,Separate UGA NNLS,51,0.005539133361465143,0.9988408214648661,8,8,1.0,
SIM-0007,ID,Separate categorical NNLS,80,0.006971992472650322,0.9986994511941485,8,8,1.0,
SIM-0007,ID,Separate UGA NNLS,80,0.0033636835217487077,0.9997078901831096,8,8,1.0,
SIM-0007,SBS,Naive pooled UGA NNLS,1179,0.0028412646945230997,0.9997069079678935,8,8,1.0,0.004195594789941359
SIM-0007,DBS,Naive pooled UGA NNLS,51,0.0392156862745098,0.9647145379967031,8,8,1.0,0.0060383053499277195
SIM-0007,ID,Naive pooled UGA NNLS,80,0.0457412575070375,0.9149393037091518,8,8,1.0,0.010233900139868933
SIM-0008,SBS,Separate categorical NNLS,1066,0.006914417990605247,0.9992630634158459,7,7,1.0,
SIM-0008,SBS,Separate UGA NNLS,1066,0.0014974148208768089,0.9999766222997476,7,7,1.0,
SIM-0008,DBS,Separate categorical NNLS,62,0.0034018293625332897,0.9998312270526021,7,7,1.0,
SIM-0008,DBS,Separate UGA NNLS,62,0.004720468693538603,0.9997180180290611,7,7,1.0,
SIM-0008,ID,Separate categorical NNLS,99,0.0037916245967545416,0.9995855551732711,7,7,1.0,
SIM-0008,ID,Separate UGA NNLS,99,0.005228675869507852,0.9995138496285032,7,7,1.0,
SIM-0008,SBS,Naive pooled UGA NNLS,1066,0.0015659648071135659,0.9999803949602235,7,7,1.0,0.0005985552016239959
SIM-0008,DBS,Naive pooled UGA NNLS,62,0.013440860215053772,0.9955841012475868,7,7,1.0,0.002416334431485506
SIM-0008,ID,Naive pooled UGA NNLS,99,0.01221824919984305,0.9973914101910386,7,7,1.0,0.001817779229861538
SIM-0009,SBS,Separate categorical NNLS,1094,0.0018753307539716825,0.9998566856670389,6,6,1.0,
SIM-0009,SBS,Separate UGA NNLS,1094,0.0019203710243029099,0.9998272970181512,6,6,1.0,
SIM-0009,DBS,Separate categorical NNLS,50,0.01454144432766232,0.979347475871732,6,6,1.0,
SIM-0009,DBS,Separate UGA NNLS,50,0.0026396349363389145,0.999644019727393,6,6,1.0,
SIM-0009,ID,Separate categorical NNLS,128,0.0044526991309183995,0.9988850701806872,6,6,1.0,
SIM-0009,ID,Separate UGA NNLS,128,0.005001487286406017,0.9991898169459117,6,6,1.0,
SIM-0009,SBS,Naive pooled UGA NNLS,1094,0.006271459615086235,0.9978143343321101,6,6,1.0,0.016986801153286435
SIM-0009,DBS,Naive pooled UGA NNLS,50,0.09418222809825028,0.6285272627299772,6,6,1.0,0.0031441886723783743
SIM-0009,ID,Naive pooled UGA NNLS,128,0.04694528134079517,0.9257692302662832,6,6,1.0,0.013842612480908012
SIM-0010,SBS,Separate categorical NNLS,1083,0.006838616010924565,0.998428209317585,10,10,1.0,
SIM-0010,SBS,Separate UGA NNLS,1083,0.0013897711324026632,0.9999787396092411,10,10,1.0,
SIM-0010,DBS,Separate categorical NNLS,142,0.004118771415205481,0.9997970922024106,10,10,1.0,
SIM-0010,DBS,Separate UGA NNLS,142,0.0019423843609218186,0.9999345317346943,10,10,1.0,
SIM-0010,ID,Separate categorical NNLS,63,0.007996621402964118,0.9980814200265877,10,10,1.0,
SIM-0010,ID,Separate UGA NNLS,63,0.0045962032846928865,0.9996148470212293,10,10,1.0,
SIM-0010,SBS,Naive pooled UGA NNLS,1083,0.00284251210077262,0.999826875874471,10,10,1.0,0.0016870819725378627
SIM-0010,DBS,Naive pooled UGA NNLS,142,0.015400241837027644,0.9923696375044087,10,10,1.0,0.0005751298900434493
SIM-0010,ID,Naive pooled UGA NNLS,63,0.020509323337769877,0.9915921142956525,10,10,1.0,0.002262211862581298
SIM-0011,SBS,Separate categorical NNLS,1083,0.011964199243801184,0.9971097827778463,8,8,1.0,
SIM-0011,SBS,Separate UGA NNLS,1083,0.0008704761048844347,0.9999856342858792,8,8,1.0,
SIM-0011,DBS,Separate categorical NNLS,48,0.0039608285710189236,0.9995212070588548,8,8,1.0,
SIM-0011,DBS,Separate UGA NNLS,48,0.0020495809538057107,0.9998014443468987,8,8,1.0,
SIM-0011,ID,Separate categorical NNLS,124,0.003135500412964015,0.999904690640617,8,8,1.0,
SIM-0011,ID,Separate UGA NNLS,124,0.002909261780858763,0.9999548093215304,8,8,1.0,
SIM-0011,SBS,Naive pooled UGA NNLS,1083,0.0031225197040549973,0.9997693598795576,8,8,1.0,0.00117650431151739
SIM-0011,DBS,Naive pooled UGA NNLS,48,0.024305555555555556,0.9813443439222578,8,8,1.0,0.001251775814919101
SIM-0011,ID,Naive pooled UGA NNLS,124,0.016129032258064516,0.9918616085876298,8,8,1.0,0.002428280126436491
SIM-0012,SBS,Separate categorical NNLS,1811,0.0020871093683891943,0.9998330599309131,8,8,1.0,
SIM-0012,SBS,Separate UGA NNLS,1811,0.0010356295873751194,0.9999641576946304,8,8,1.0,
SIM-0012,DBS,Separate categorical NNLS,33,0.02709434151294608,0.9602921965335941,8,8,1.0,
SIM-0012,DBS,Separate UGA NNLS,33,0.00990633110918262,0.9975127551361068,8,8,1.0,
SIM-0012,ID,Separate categorical NNLS,84,0.008362556424524123,0.9958543461601009,8,8,1.0,
SIM-0012,ID,Separate UGA NNLS,84,0.0048310607914590605,0.9995566612679329,8,8,1.0,
SIM-0012,SBS,Naive pooled UGA NNLS,1811,0.003047792314249606,0.9998262470541303,8,8,1.0,0.00393396312866201
SIM-0012,DBS,Naive pooled UGA NNLS,33,0.06748099445958321,0.8002071442616571,8,8,1.0,0.0045271722857071
SIM-0012,ID,Naive pooled UGA NNLS,84,0.04277657443339957,0.9054924190204112,8,9,0.0,0.0005932091570452006
SIM-0013,SBS,Separate categorical NNLS,1016,0.006260402214820986,0.9986703625223395,10,10,1.0,
SIM-0013,SBS,Separate UGA NNLS,1016,0.001417009588092831,0.999967943265446,10,10,1.0,
SIM-0013,DBS,Separate categorical NNLS,37,0.01934165884028846,0.9776618759303919,10,10,1.0,
SIM-0013,DBS,Separate UGA NNLS,37,0.008102326271468308,0.9981240338036061,10,10,1.0,
SIM-0013,ID,Separate categorical NNLS,70,0.004283011274682053,0.9990292154682606,10,10,1.0,
SIM-0013,ID,Separate UGA NNLS,70,0.0034812470830005633,0.9997134873467642,10,10,1.0,
SIM-0013,SBS,Naive pooled UGA NNLS,1016,0.0026563244608744565,0.9998242304231593,10,10,1.0,0.0049905029303202175
SIM-0013,DBS,Naive pooled UGA NNLS,37,0.07657657657657659,0.7995963260204622,10,10,1.0,8.522897996787737e-05
SIM-0013,ID,Naive pooled UGA NNLS,70,0.029336127975613285,0.9732348250411368,10,10,1.0,0.0050757319102881435
SIM-0014,SBS,Separate categorical NNLS,670,0.0020057091162341604,0.9997287486072416,4,4,1.0,
SIM-0014,SBS,Separate UGA NNLS,670,0.0013083695282084921,0.9999335753695798,4,4,1.0,
SIM-0014,DBS,Separate categorical NNLS,176,0.004922094240066766,0.9984250132532426,4,4,1.0,
SIM-0014,DBS,Separate UGA NNLS,176,0.002153551234993588,0.9997847069323201,4,4,1.0,
SIM-0014,ID,Separate categorical NNLS,125,0.005068518210166056,0.9983253324965436,4,4,1.0,
SIM-0014,ID,Separate UGA NNLS,125,0.004048047006320828,0.9993485016355673,4,4,1.0,
SIM-0014,SBS,Naive pooled UGA NNLS,670,0.00573434465837203,0.9978748961555871,4,4,1.0,0.017552367784774647
SIM-0014,DBS,Naive pooled UGA NNLS,176,0.005419147968811521,0.9977205841219693,4,4,1.0,0.0047858593035656205
SIM-0014,ID,Naive pooled UGA NNLS,125,0.023759484779502137,0.95575995097253,4,4,1.0,0.02233822708834049
SIM-0015,SBS,Separate categorical NNLS,882,0.001356272860297654,0.9999656135813555,3,3,1.0,
SIM-0015,SBS,Separate UGA NNLS,882,0.0011355050743011958,0.9999711088420197,3,3,1.0,
SIM-0015,DBS,Separate categorical NNLS,63,0.020702235233394144,0.9818229464657459,3,3,1.0,
SIM-0015,DBS,Separate UGA NNLS,63,0.0026410304284725217,0.9997699548625775,3,3,1.0,
SIM-0015,ID,Separate categorical NNLS,124,0.007397002882430736,0.9992568002035673,3,3,1.0,
SIM-0015,ID,Separate UGA NNLS,124,0.0037959918377719853,0.9997420341667528,3,3,1.0,
SIM-0015,SBS,Naive pooled UGA NNLS,882,0.003008597660416752,0.9998476524383123,3,3,1.0,0.008126236847492918
SIM-0015,DBS,Naive pooled UGA NNLS,63,0.02328920284050266,0.984847270731551,3,3,1.0,0.0021516223016557895
SIM-0015,ID,Naive pooled UGA NNLS,124,0.010490713727386018,0.9968319461688738,3,3,1.0,0.010277859149148832
SIM-0016,SBS,Separate categorical NNLS,634,0.0033803622190633023,0.9997499609395982,3,3,1.0,
SIM-0016,SBS,Separate UGA NNLS,634,0.0015013964367643527,0.9999385506495659,3,3,1.0,
SIM-0016,DBS,Separate categorical NNLS,50,0.003938069904597468,0.999508895780007,3,3,1.0,
SIM-0016,DBS,Separate UGA NNLS,50,0.006612295492230239,0.9985283523512358,3,3,1.0,
SIM-0016,ID,Separate categorical NNLS,75,0.007388371545196879,0.9981944763389727,3,3,1.0,
SIM-0016,ID,Separate UGA NNLS,75,0.005381231956692513,0.9995359631595802,3,3,1.0,
SIM-0016,SBS,Naive pooled UGA NNLS,634,0.00584601174269412,0.9993686919981088,3,3,1.0,0.0018774173742033273
SIM-0016,DBS,Naive pooled UGA NNLS,50,0.06487035541608012,0.7818980231926215,3,4,0.0,0.0009066443519020612
SIM-0016,ID,Naive pooled UGA NNLS,75,0.015334246450536044,0.9929183533190646,3,3,1.0,0.0027840617261051526
SIM-0017,SBS,Separate categorical NNLS,1223,0.004796893238055143,0.9992953427598632,5,5,1.0,
SIM-0017,SBS,Separate UGA NNLS,1223,0.0011570056240729583,0.999966457069095,5,5,1.0,
SIM-0017,DBS,Separate categorical NNLS,83,0.006007879205594415,0.9989792630301855,5,5,1.0,
SIM-0017,DBS,Separate UGA NNLS,83,0.0046846089158396964,0.9994189769110854,5,5,1.0,
SIM-0017,ID,Separate categorical NNLS,110,0.005534468160546437,0.9991937406923855,11,11,1.0,
SIM-0017,ID,Separate UGA NNLS,110,0.004493741583263913,0.9995163787806749,11,11,1.0,
SIM-0017,SBS,Naive pooled UGA NNLS,1223,0.00249844374228915,0.9998021265046773,5,5,1.0,0.00482308848309565
SIM-0017,DBS,Naive pooled UGA NNLS,83,0.02980438212315374,0.9670492517669917,5,5,1.0,0.007282545160912222
SIM-0017,ID,Naive pooled UGA NNLS,110,0.012454590141126409,0.9943983615588312,11,11,1.0,0.012105633644008115
SIM-0018,SBS,Separate categorical NNLS,812,0.014379708732231286,0.9883328056128262,6,6,1.0,
SIM-0018,SBS,Separate UGA NNLS,812,0.0011976673497712767,0.9999637816584847,6,6,1.0,
SIM-0018,DBS,Separate categorical NNLS,56,0.0059229853078521496,0.9984379993114186,5,6,0.0,
SIM-0018,DBS,Separate UGA NNLS,56,0.0021227195280593006,0.9999002432339282,5,6,0.0,
SIM-0018,ID,Separate categorical NNLS,182,0.005980056730840694,0.9975640961472313,6,6,1.0,
SIM-0018,ID,Separate UGA NNLS,182,0.0023095519394778076,0.9998801080411577,6,6,1.0,
SIM-0018,SBS,Naive pooled UGA NNLS,812,0.0020164200020015167,0.9998685377485934,6,6,1.0,0.008026119662010611
SIM-0018,DBS,Naive pooled UGA NNLS,56,0.022055108571276853,0.9831376618137739,5,5,1.0,0.007431647934761407
SIM-0018,ID,Naive pooled UGA NNLS,182,0.003289361113354769,0.9995528697636737,6,6,1.0,0.0005944717272493016
SIM-0019,SBS,Separate categorical NNLS,1502,0.009474665076693535,0.9967652393956693,8,8,1.0,
SIM-0019,SBS,Separate UGA NNLS,1502,0.0010177506811331588,0.9999644054368113,8,8,1.0,
SIM-0019,DBS,Separate categorical NNLS,38,0.011710505033220638,0.9910911780014914,8,8,1.0,
SIM-0019,DBS,Separate UGA NNLS,38,0.008374824895651214,0.9984062690521869,8,8,1.0,
SIM-0019,ID,Separate categorical NNLS,103,0.005086600085955773,0.9986920790720228,8,8,1.0,
SIM-0019,ID,Separate UGA NNLS,103,0.0030137406187929934,0.9998381194110291,8,8,1.0,
SIM-0019,SBS,Naive pooled UGA NNLS,1502,0.0024113818249913935,0.9997902204704362,8,8,1.0,0.003784722275852359
SIM-0019,DBS,Naive pooled UGA NNLS,38,0.0586377376481895,0.8829449268397732,8,3,0.0,0.004304508393747113
SIM-0019,ID,Naive pooled UGA NNLS,103,0.023852089702487995,0.9718080742878357,8,8,1.0,0.0005197861178946814
SIM-0020,SBS,Separate categorical NNLS,1090,0.0015561993088730526,0.999953411630173,9,9,1.0,
SIM-0020,SBS,Separate UGA NNLS,1090,0.001531644010737575,0.9999645093949081,9,9,1.0,
SIM-0020,DBS,Separate categorical NNLS,56,0.007455320310363719,0.9992021230196307,9,9,1.0,
SIM-0020,DBS,Separate UGA NNLS,56,0.00742951448549596,0.9993644768615364,9,9,1.0,
SIM-0020,ID,Separate categorical NNLS,138,0.002879836023285804,0.9996828849787126,9,9,1.0,
SIM-0020,ID,Separate UGA NNLS,138,0.003709221597611207,0.9996874117394331,9,9,1.0,
SIM-0020,SBS,Naive pooled UGA NNLS,1090,0.0016244356341784862,0.999949169297423,9,9,1.0,0.00020170987949996722
SIM-0020,DBS,Naive pooled UGA NNLS,56,0.01277146283349063,0.9980308941460673,9,9,1.0,0.0052097900771836125
SIM-0020,ID,Naive pooled UGA NNLS,138,0.007282332604209358,0.9987248510316057,9,9,1.0,0.005411499956683552
SIM-0021,SBS,Separate categorical NNLS,2336,0.0071491812466643635,0.9980502389324372,6,6,1.0,
SIM-0021,SBS,Separate UGA NNLS,2336,0.001196985777488434,0.9999699843226062,6,6,1.0,
SIM-0021,DBS,Separate categorical NNLS,51,0.013423418787342094,0.9928893411175884,6,6,1.0,
SIM-0021,DBS,Separate UGA NNLS,51,0.0029588912592393864,0.99968545744204,6,6,1.0,
SIM-0021,ID,Separate categorical NNLS,81,0.0011002337938373619,0.9999773908702254,6,6,1.0,
SIM-0021,ID,Separate UGA NNLS,81,0.004062487477392384,0.999689615302339,6,6,1.0,
SIM-0021,SBS,Naive pooled UGA NNLS,2336,0.0025722165352042537,0.9998690330774759,6,6,1.0,0.0033739085052436613
SIM-0021,DBS,Naive pooled UGA NNLS,51,0.07219094732140195,0.8324688903416669,6,6,1.0,0.0006721894279627591
SIM-0021,ID,Naive pooled UGA NNLS,81,0.012846445603983245,0.9962446038238838,6,6,1.0,0.002701719077280791
SIM-0022,SBS,Separate categorical NNLS,1374,0.0031529809227246446,0.999521386466318,11,11,1.0,
SIM-0022,SBS,Separate UGA NNLS,1374,0.0015107649153759818,0.9999533625746535,11,11,1.0,
SIM-0022,DBS,Separate categorical NNLS,24,0.023177681283907143,0.9708121264128913,11,11,1.0,
SIM-0022,DBS,Separate UGA NNLS,24,0.0026292279228552575,0.9997656963219511,11,11,1.0,
SIM-0022,ID,Separate categorical NNLS,125,0.003353302611347942,0.9996918691601312,11,11,1.0,
SIM-0022,ID,Separate UGA NNLS,125,0.0025625090741569086,0.9997348319983606,11,11,1.0,
SIM-0022,SBS,Naive pooled UGA NNLS,1374,0.0046735303686906305,0.9991792197338939,11,11,1.0,0.002680285307786856
SIM-0022,DBS,Naive pooled UGA NNLS,24,0.015493403230188024,0.9873346424131495,11,11,1.0,0.003466206451017667
SIM-0022,ID,Naive pooled UGA NNLS,125,0.054968195021115156,0.8891027584417754,11,11,1.0,0.006146491758804412
SIM-0023,SBS,Separate categorical NNLS,1187,0.0038179478313734912,0.9996205977608498,5,5,1.0,
SIM-0023,SBS,Separate UGA NNLS,1187,0.0014807745159550224,0.9999569709917803,5,5,1.0,
SIM-0023,DBS,Separate categorical NNLS,68,0.003095555800446582,0.9995108118105092,5,12,0.0,
SIM-0023,DBS,Separate UGA NNLS,68,0.005573945802509381,0.9990484793255507,5,5,1.0,
SIM-0023,ID,Separate categorical NNLS,104,0.006508932279438277,0.998707126105485,5,5,1.0,
SIM-0023,ID,Separate UGA NNLS,104,0.003649573069757564,0.99968948550812,5,5,1.0,
SIM-0023,SBS,Naive pooled UGA NNLS,1187,0.005667011091243579,0.9996645327718292,5,5,1.0,0.0041432045505307435
SIM-0023,DBS,Naive pooled UGA NNLS,68,0.10415987522560137,0.47207667585360585,5,9,0.0,0.00094671263093319
SIM-0023,ID,Naive pooled UGA NNLS,104,0.03275501134584647,0.9640309468236772,5,5,1.0,0.0031964919195974772
SIM-0024,SBS,Separate categorical NNLS,859,0.017112393585092065,0.9856173817463426,12,2,0.0,
SIM-0024,SBS,Separate UGA NNLS,859,0.0010924651066958118,0.9999529692150998,12,12,1.0,
SIM-0024,DBS,Separate categorical NNLS,106,0.004043086008763381,0.9989813821854279,12,12,1.0,
SIM-0024,DBS,Separate UGA NNLS,106,0.004397624168433911,0.999162542186716,12,12,1.0,
SIM-0024,ID,Separate categorical NNLS,79,0.0039065061222587375,0.9990091792783647,12,12,1.0,
SIM-0024,ID,Separate UGA NNLS,79,0.002505256552981686,0.9996972962593411,12,12,1.0,
SIM-0024,SBS,Naive pooled UGA NNLS,859,0.004957367001146672,0.9988645941668447,12,12,1.0,0.011904534583558668
SIM-0024,DBS,Naive pooled UGA NNLS,106,0.015433512095898728,0.9887749248530125,12,12,1.0,0.0009367128521779455
SIM-0024,ID,Naive pooled UGA NNLS,79,0.03964642184864537,0.9201238917765737,12,2,0.0,0.010967821731380917
SIM-0025,SBS,Separate categorical NNLS,2956,0.0033114204451034535,0.9997061315435632,12,12,1.0,
SIM-0025,SBS,Separate UGA NNLS,2956,0.0013797933366422193,0.9999504925257179,12,12,1.0,
SIM-0025,DBS,Separate categorical NNLS,280,0.005302013700372775,0.9990705009340798,12,12,1.0,
SIM-0025,DBS,Separate UGA NNLS,280,0.001856896352201676,0.9999517816507096,12,12,1.0,
SIM-0025,ID,Separate categorical NNLS,128,0.003766442642679311,0.9988425222752562,12,12,1.0,
SIM-0025,ID,Separate UGA NNLS,128,0.0041768873499232195,0.9995561026390151,12,12,1.0,
SIM-0025,SBS,Naive pooled UGA NNLS,2956,0.0033962234505365706,0.9996505807799719,12,12,1.0,0.004257239726601303
SIM-0025,DBS,Naive pooled UGA NNLS,280,0.024841574870960673,0.9768327084574003,12,12,1.0,0.0024742189015418414
SIM-0025,ID,Naive pooled UGA NNLS,128,0.015653445843633238,0.9874795744404785,12,12,1.0,0.0017830208250592741
SIM-0026,SBS,Separate categorical NNLS,2511,0.0018056580663057759,0.9999123716709725,6,6,1.0,
SIM-0026,SBS,Separate UGA NNLS,2511,0.0009257799757534948,0.9999753360506559,6,6,1.0,
SIM-0026,DBS,Separate categorical NNLS,35,0.0029113200116412823,0.9995292324249488,6,6,1.0,
SIM-0026,DBS,Separate UGA NNLS,35,0.0022336798918552647,0.9998257178986352,6,6,1.0,
SIM-0026,ID,Separate categorical NNLS,92,0.005470366380551341,0.998769034211967,6,6,1.0,
SIM-0026,ID,Separate UGA NNLS,92,0.004478863700390267,0.9992571011137001,6,6,1.0,
SIM-0026,SBS,Naive pooled UGA NNLS,2511,0.002724393948427988,0.9998968543708597,6,6,1.0,0.0005236373099356539
SIM-0026,DBS,Naive pooled UGA NNLS,35,0.046910091208615945,0.899594077435137,6,6,1.0,0.0007249849422396801
SIM-0026,ID,Naive pooled UGA NNLS,92,0.061838194379483145,0.8448383842679059,6,8,0.0,0.00020134763230413716
SIM-0027,SBS,Separate categorical NNLS,672,0.005781806220899363,0.9988450845636017,1,1,1.0,
SIM-0027,SBS,Separate UGA NNLS,672,0.0020322880848572334,0.9999016209185789,1,1,1.0,
SIM-0027,DBS,Separate categorical NNLS,33,0.01088725898855628,0.9944831017846328,1,1,1.0,
SIM-0027,DBS,Separate UGA NNLS,33,0.005220784218962067,0.9995042820200876,1,1,1.0,
SIM-0027,ID,Separate categorical NNLS,141,0.006545813600426835,0.9986392751965341,1,1,1.0,
SIM-0027,ID,Separate UGA NNLS,141,0.0030281454024282325,0.9998108166514974,1,1,1.0,
SIM-0027,SBS,Naive pooled UGA NNLS,672,0.002317001689294878,0.9997809139287921,1,1,1.0,0.00922658156079681
SIM-0027,DBS,Naive pooled UGA NNLS,33,0.08671592929825718,0.4811334348040935,1,8,0.0,0.0036304484534989065
SIM-0027,ID,Naive pooled UGA NNLS,141,0.016548463356974,0.9902949783317954,1,1,1.0,0.012857030014295695
SIM-0028,SBS,Separate categorical NNLS,1143,0.003245562963873128,0.9996074738123212,1,7,0.0,
SIM-0028,SBS,Separate UGA NNLS,1143,0.0017748620612825312,0.9999162383602287,1,1,1.0,
SIM-0028,DBS,Separate categorical NNLS,197,0.004817077704826068,0.9987443932349882,1,1,1.0,
SIM-0028,DBS,Separate UGA NNLS,197,0.0034802129069529107,0.999719272596118,1,1,1.0,
SIM-0028,ID,Separate categorical NNLS,73,0.0038833371920221817,0.9987991964001016,7,7,1.0,
SIM-0028,ID,Separate UGA NNLS,73,0.0017633377481072639,0.9998219590227698,7,7,1.0,
SIM-0028,SBS,Naive pooled UGA NNLS,1143,0.008513957703505088,0.9952760663352979,1,7,0.0,0.019572447437078866
SIM-0028,DBS,Naive pooled UGA NNLS,197,0.02425498020609392,0.9729577788943804,1,1,1.0,0.0055371348445033
SIM-0028,ID,Naive pooled UGA NNLS,73,0.04970658662390314,0.8923319709314342,7,1,0.0,0.02510958228158198
SIM-0029,SBS,Separate categorical NNLS,2061,0.0018125880421089341,0.9999652444556585,10,10,1.0,
