Sample,Modality,Method,Burden,MAE,Cosine,Top_Process_Truth,Top_Process_Pred,Top1_Process_Match,Modal_Mass_Error
SIM-0096,SBS,Separate categorical NNLS,1451,0.005526011442818084,0.9993883215660533,8,8,1.0,
SIM-0096,SBS,Separate UGA NNLS,1451,0.002227893433987245,0.9999168037301011,8,8,1.0,
SIM-0096,DBS,Separate categorical NNLS,20,0.012340379642563092,0.989548042092323,8,8,1.0,
SIM-0096,DBS,Separate UGA NNLS,20,0.007223537388884625,0.9980631530236322,8,8,1.0,
SIM-0096,ID,Separate categorical NNLS,166,0.005514553995652802,0.999317042202907,8,8,1.0,
SIM-0096,ID,Separate UGA NNLS,166,0.0010687929312309752,0.9999771952515638,8,8,1.0,
SIM-0096,SBS,Naive pooled UGA NNLS,1451,0.002952926195354371,0.999768727773448,8,8,1.0,0.001946791185910124
SIM-0096,DBS,Naive pooled UGA NNLS,20,0.075,0.8006581899495709,8,8,1.0,0.0006703917777508787
SIM-0096,ID,Naive pooled UGA NNLS,166,0.021120946361559156,0.9899553471382544,8,8,1.0,0.0026171829636610355
SIM-0097,SBS,Separate categorical NNLS,876,0.006638040575588487,0.9970386523291574,2,2,1.0,
SIM-0097,SBS,Separate UGA NNLS,876,0.0022484629712481367,0.9999317870797629,2,2,1.0,
SIM-0097,DBS,Separate categorical NNLS,21,0.008250000194994807,0.9987726783043488,2,2,1.0,
SIM-0097,DBS,Separate UGA NNLS,21,0.004092667576338711,0.9995128272771748,2,2,1.0,
SIM-0097,ID,Separate categorical NNLS,34,0.01013793700311621,0.9958826557559478,2,2,1.0,
SIM-0097,ID,Separate UGA NNLS,34,0.009275824596858736,0.9983777587685884,2,2,1.0,
SIM-0097,SBS,Naive pooled UGA NNLS,876,0.0035185211214015816,0.9996169894458943,2,2,1.0,0.01747386123105743
SIM-0097,DBS,Naive pooled UGA NNLS,21,0.06402364177879806,0.8994918440324687,2,2,1.0,0.004279479775873941
SIM-0097,ID,Naive pooled UGA NNLS,34,0.0485446008042917,0.9005905774227548,2,2,1.0,0.013194381455183563
SIM-0098,SBS,Separate categorical NNLS,1614,0.005157679036798874,0.9983010039741672,7,7,1.0,
SIM-0098,SBS,Separate UGA NNLS,1614,0.0014039960309521551,0.9999591094401187,7,7,1.0,
SIM-0098,DBS,Separate categorical NNLS,71,0.007789649277860065,0.9972332387049256,7,7,1.0,
SIM-0098,DBS,Separate UGA NNLS,71,0.0035944820378751344,0.9996422109384706,7,7,1.0,
SIM-0098,ID,Separate categorical NNLS,69,0.005771743634441732,0.9992532925701005,7,7,1.0,
SIM-0098,ID,Separate UGA NNLS,69,0.003573772689182929,0.9996653000442172,7,7,1.0,
SIM-0098,SBS,Naive pooled UGA NNLS,1614,0.0023275561358399176,0.9998167770583839,7,7,1.0,0.004232823505086691
SIM-0098,DBS,Naive pooled UGA NNLS,71,0.02002281114422547,0.9870312076629896,7,7,1.0,0.0005959952949042349
SIM-0098,ID,Naive pooled UGA NNLS,69,0.04256487773245507,0.9236860012998811,7,7,1.0,0.0036368282101825397
SIM-0099,SBS,Separate categorical NNLS,698,0.0066599203557420016,0.998993387583085,9,9,1.0,
SIM-0099,SBS,Separate UGA NNLS,698,0.0014140440837124692,0.9999716470224682,9,9,1.0,
SIM-0099,DBS,Separate categorical NNLS,27,0.021022679802887714,0.9913102374408136,9,9,1.0,
SIM-0099,DBS,Separate UGA NNLS,27,0.0071499133042645545,0.9995393282005551,9,9,1.0,
SIM-0099,ID,Separate categorical NNLS,222,0.0015573054793495188,0.9999492145706034,9,9,1.0,
SIM-0099,ID,Separate UGA NNLS,222,0.0013415342632766385,0.9999448087475519,9,9,1.0,
SIM-0099,SBS,Naive pooled UGA NNLS,698,0.002132147143969044,0.9999350913597452,9,9,1.0,0.011587668762457537
SIM-0099,DBS,Naive pooled UGA NNLS,27,0.024691358024691357,0.9852117548196745,9,9,1.0,0.001592775234694744
SIM-0099,ID,Naive pooled UGA NNLS,222,0.00519390370999469,0.9994982370549378,9,9,1.0,0.01318044399715218
SIM-0100,SBS,Separate categorical NNLS,1629,0.0016437182068425248,0.9999481040433127,8,8,1.0,
SIM-0100,SBS,Separate UGA NNLS,1629,0.0012264746642320714,0.9999856320998552,8,8,1.0,
SIM-0100,DBS,Separate categorical NNLS,105,0.00256548106249841,0.9998292464624539,8,8,1.0,
SIM-0100,DBS,Separate UGA NNLS,105,0.0017143421484198975,0.9999438071178475,8,8,1.0,
SIM-0100,ID,Separate categorical NNLS,46,0.007264411892362557,0.9974089014868656,8,8,1.0,
SIM-0100,ID,Separate UGA NNLS,46,0.0036959866218955356,0.999663771688594,8,8,1.0,
SIM-0100,SBS,Naive pooled UGA NNLS,1629,0.0025023797206352575,0.9999328789637836,8,8,1.0,0.0050346458581759235
SIM-0100,DBS,Naive pooled UGA NNLS,105,0.020589068063442757,0.9904020903634745,8,8,1.0,0.0021845742577735194
SIM-0100,ID,Naive pooled UGA NNLS,46,0.04669919175697743,0.895830531220784,8,8,1.0,0.002850071600402144
SIM-0101,SBS,Separate categorical NNLS,838,0.002275494659482015,0.9998707282966365,1,1,1.0,
SIM-0101,SBS,Separate UGA NNLS,838,0.000606797091157597,0.9999928029131577,1,1,1.0,
SIM-0101,DBS,Separate categorical NNLS,99,0.012634175608666065,0.9969603221271693,1,1,1.0,
SIM-0101,DBS,Separate UGA NNLS,99,0.0021132718869049457,0.9999588235468173,1,1,1.0,
SIM-0101,ID,Separate categorical NNLS,89,0.0013186212683800847,0.9999411827603915,1,1,1.0,
SIM-0101,ID,Separate UGA NNLS,89,0.0024999628209780096,0.9998641498529078,1,1,1.0,
SIM-0101,SBS,Naive pooled UGA NNLS,838,0.004362837027350897,0.9997657870335293,1,1,1.0,0.001268489190640265
SIM-0101,DBS,Naive pooled UGA NNLS,99,0.04087227486548955,0.9571031348643507,1,1,1.0,0.0018139466017181305
SIM-0101,ID,Naive pooled UGA NNLS,89,0.007275008809946994,0.9991185908955383,1,1,1.0,0.0005454574110780458
SIM-0102,SBS,Separate categorical NNLS,2021,0.0015971495226426945,0.9999610665787261,7,7,1.0,
SIM-0102,SBS,Separate UGA NNLS,2021,0.0017877277028617137,0.9999597693580036,7,7,1.0,
SIM-0102,DBS,Separate categorical NNLS,44,0.003338873742579454,0.9996848375348872,7,7,1.0,
SIM-0102,DBS,Separate UGA NNLS,44,0.006099900215577276,0.9989880809179228,7,7,1.0,
SIM-0102,ID,Separate categorical NNLS,161,0.007130423945669759,0.9993016467410218,7,7,1.0,
SIM-0102,ID,Separate UGA NNLS,161,0.004484645487069814,0.9996845342566086,7,7,1.0,
SIM-0102,SBS,Naive pooled UGA NNLS,2021,0.0025370671416861217,0.9999475351107275,7,7,1.0,0.006875277804871072
SIM-0102,DBS,Naive pooled UGA NNLS,44,0.07613266642198065,0.8468505384126046,7,7,1.0,0.00012379077395192895
SIM-0102,ID,Naive pooled UGA NNLS,161,0.008301703283215984,0.9983081713629839,7,7,1.0,0.0069990685788229035
SIM-0103,SBS,Separate categorical NNLS,1342,0.01610002915865857,0.9938379473958219,6,6,1.0,
SIM-0103,SBS,Separate UGA NNLS,1342,0.0005678129196439723,0.9999946363249093,6,6,1.0,
SIM-0103,DBS,Separate categorical NNLS,90,0.0051330772377379316,0.9992637835252748,6,6,1.0,
SIM-0103,DBS,Separate UGA NNLS,90,0.0017394076664727382,0.999953250292984,6,6,1.0,
SIM-0103,ID,Separate categorical NNLS,45,0.012097194005593665,0.9960602807609449,6,6,1.0,
SIM-0103,ID,Separate UGA NNLS,45,0.008311767212676022,0.9992091692018116,6,6,1.0,
SIM-0103,SBS,Naive pooled UGA NNLS,1342,0.0036791275009471712,0.9998443806897711,6,6,1.0,0.005378758203089529
SIM-0103,DBS,Naive pooled UGA NNLS,90,0.03332142450832401,0.9467729598867654,6,6,1.0,0.0010190095792581427
SIM-0103,ID,Naive pooled UGA NNLS,45,0.10855283829233187,0.437380657860975,6,2,0.0,0.004359748623831289
SIM-0104,SBS,Separate categorical NNLS,3164,0.0014242363681364752,0.9999705155910279,8,8,1.0,
SIM-0104,SBS,Separate UGA NNLS,3164,0.0008437632122093216,0.9999959547361962,8,8,1.0,
SIM-0104,DBS,Separate categorical NNLS,53,0.0019059487859363936,0.9999585860612503,8,8,1.0,
SIM-0104,DBS,Separate UGA NNLS,53,0.0019693917893734672,0.9999485556056787,8,8,1.0,
SIM-0104,ID,Separate categorical NNLS,113,0.0013363561584671107,0.9999645256258904,8,8,1.0,
SIM-0104,ID,Separate UGA NNLS,113,0.0031117944084816077,0.9999511109153681,8,8,1.0,
SIM-0104,SBS,Naive pooled UGA NNLS,3164,0.001156832015617111,0.9999911940756786,8,8,1.0,0.0007817938829730586
SIM-0104,DBS,Naive pooled UGA NNLS,53,0.008352057100796449,0.9983315472104856,8,8,1.0,8.431613294691137e-05
SIM-0104,ID,Naive pooled UGA NNLS,113,0.0058459296044251945,0.999133559893862,8,8,1.0,0.0006974777500261958
SIM-0105,SBS,Separate categorical NNLS,1747,0.001495909508625181,0.9999557810636643,7,7,1.0,
SIM-0105,SBS,Separate UGA NNLS,1747,0.001471649645074032,0.999975317159892,7,7,1.0,
SIM-0105,DBS,Separate categorical NNLS,82,0.0030271644573131814,0.9996360909685768,7,7,1.0,
SIM-0105,DBS,Separate UGA NNLS,82,0.0011323654959165515,0.9999376785719407,7,7,1.0,
SIM-0105,ID,Separate categorical NNLS,96,0.004286772315468076,0.9992175785975266,7,7,1.0,
SIM-0105,ID,Separate UGA NNLS,96,0.0031064237413593473,0.9997111924448552,7,7,1.0,
SIM-0105,SBS,Naive pooled UGA NNLS,1747,0.0032553533373616468,0.99974114714199,7,7,1.0,0.00689334170539857
SIM-0105,DBS,Naive pooled UGA NNLS,82,0.037020355072125526,0.9286222315937892,7,7,1.0,0.009212585726911894
SIM-0105,ID,Naive pooled UGA NNLS,96,0.03110463987842185,0.9468058401030449,7,7,1.0,0.0023192440215133794
SIM-0106,SBS,Separate categorical NNLS,760,0.004800319570444853,0.9995585465274206,8,8,1.0,
SIM-0106,SBS,Separate UGA NNLS,760,0.0017334625287409066,0.9999503665093697,8,8,1.0,
SIM-0106,DBS,Separate categorical NNLS,103,0.002397029895638642,0.9999064033157182,8,8,1.0,
SIM-0106,DBS,Separate UGA NNLS,103,0.0014590889098955253,0.9999426736524037,8,8,1.0,
SIM-0106,ID,Separate categorical NNLS,47,0.007025743179136627,0.9990110800031652,8,8,1.0,
SIM-0106,ID,Separate UGA NNLS,47,0.006391692737661437,0.9996714075226045,8,8,1.0,
SIM-0106,SBS,Naive pooled UGA NNLS,760,0.0019398122496614033,0.999939524201621,8,8,1.0,0.0001345883446003393
SIM-0106,DBS,Naive pooled UGA NNLS,103,0.005241734262703156,0.9993288569652266,8,8,1.0,0.00036197608167332085
SIM-0106,ID,Naive pooled UGA NNLS,47,0.00967586784749847,0.9980846747349572,8,8,1.0,0.0002273877370730648
SIM-0107,SBS,Separate categorical NNLS,1430,0.0014888666993974583,0.9999603262033226,5,5,1.0,
SIM-0107,SBS,Separate UGA NNLS,1430,0.0007766777407496849,0.9999874226753172,5,5,1.0,
SIM-0107,DBS,Separate categorical NNLS,55,0.006786035540564279,0.9969179332689397,5,5,1.0,
SIM-0107,DBS,Separate UGA NNLS,55,0.003643199817013733,0.9996318656476746,5,5,1.0,
SIM-0107,ID,Separate categorical NNLS,55,0.006641588238531996,0.9973007866040445,11,11,1.0,
SIM-0107,ID,Separate UGA NNLS,55,0.002825318244520963,0.9997874090370203,11,11,1.0,
SIM-0107,SBS,Naive pooled UGA NNLS,1430,0.0011785454603115543,0.9999752221135865,5,5,1.0,0.001572495826158038
SIM-0107,DBS,Naive pooled UGA NNLS,55,0.008492763316086688,0.9970314990592798,5,5,1.0,0.0010377017396496976
SIM-0107,ID,Naive pooled UGA NNLS,55,0.019957977944091255,0.9851162653048373,11,5,0.0,0.0026101975658077772
SIM-0108,SBS,Separate categorical NNLS,856,0.005292923782856596,0.9992024785944833,11,11,1.0,
SIM-0108,SBS,Separate UGA NNLS,856,0.001210575482516381,0.999971693447817,11,11,1.0,
SIM-0108,DBS,Separate categorical NNLS,58,0.001815632241657038,0.9998359343491284,11,11,1.0,
SIM-0108,DBS,Separate UGA NNLS,58,0.0035603178232722858,0.9995754439243834,11,11,1.0,
SIM-0108,ID,Separate categorical NNLS,162,0.00941406265180394,0.9945199976588533,11,11,1.0,
SIM-0108,ID,Separate UGA NNLS,162,0.0027226242489432543,0.9997889921960893,11,11,1.0,
SIM-0108,SBS,Naive pooled UGA NNLS,856,0.001947040498442375,0.9999518265448063,11,11,1.0,0.004486149954543328
SIM-0108,DBS,Naive pooled UGA NNLS,58,0.012905365176976625,0.993361552761224,11,11,1.0,0.0018890995298696533
SIM-0108,ID,Naive pooled UGA NNLS,162,0.01397253042996878,0.993909398980877,11,11,1.0,0.002597050424673647
SIM-0109,SBS,Separate categorical NNLS,1120,0.007342944425461927,0.9959890541869787,4,10,0.0,
SIM-0109,SBS,Separate UGA NNLS,1120,0.001506875187378697,0.9999127301944369,4,4,1.0,
SIM-0109,DBS,Separate categorical NNLS,46,0.006914592087235281,0.995868618349352,4,4,1.0,
SIM-0109,DBS,Separate UGA NNLS,46,0.006034428948072715,0.9986684461287519,4,4,1.0,
SIM-0109,ID,Separate categorical NNLS,139,0.00786952409345669,0.9942369649672306,4,4,1.0,
SIM-0109,ID,Separate UGA NNLS,139,0.003947539656722854,0.9994421887538206,4,4,1.0,
SIM-0109,SBS,Naive pooled UGA NNLS,1120,0.008446344230740465,0.9963936870271698,4,4,1.0,0.02484313938882643
SIM-0109,DBS,Naive pooled UGA NNLS,46,0.07763464211543823,0.7263363347112733,4,10,0.0,0.011253355003885496
SIM-0109,ID,Naive pooled UGA NNLS,139,0.05515891336106785,0.8774632889983011,4,4,1.0,0.013589784384940892
SIM-0110,SBS,Separate categorical NNLS,1296,0.006478794682123624,0.9994648488330345,11,11,1.0,
SIM-0110,SBS,Separate UGA NNLS,1296,0.000787891586230781,0.9999915799272308,11,11,1.0,
SIM-0110,DBS,Separate categorical NNLS,66,0.00473934798493961,0.9993214436477426,11,11,1.0,
SIM-0110,DBS,Separate UGA NNLS,66,0.003300892898627171,0.9996533108724999,11,11,1.0,
SIM-0110,ID,Separate categorical NNLS,164,0.0019623205757999377,0.9998772602037931,11,11,1.0,
SIM-0110,ID,Separate UGA NNLS,164,0.002061054274207926,0.9999314596697048,11,11,1.0,
SIM-0110,SBS,Naive pooled UGA NNLS,1296,0.0023834619037270198,0.9998649178753314,11,11,1.0,0.004068367024350983
SIM-0110,DBS,Naive pooled UGA NNLS,66,0.0100062623231435,0.9981578933811914,11,11,1.0,0.0009505729603219853
SIM-0110,ID,Naive pooled UGA NNLS,164,0.012180038133832444,0.9961825733379582,11,11,1.0,0.005018939984673024
SIM-0111,SBS,Separate categorical NNLS,1825,0.003176745380457822,0.9997822513103989,8,8,1.0,
SIM-0111,SBS,Separate UGA NNLS,1825,0.001371745870898844,0.9999683463178629,8,8,1.0,
SIM-0111,DBS,Separate categorical NNLS,37,0.01601917588656684,0.9969534878153034,8,8,1.0,
SIM-0111,DBS,Separate UGA NNLS,37,0.004258716771807264,0.9996822317038166,8,8,1.0,
SIM-0111,ID,Separate categorical NNLS,208,0.007042888359283608,0.9990792162560193,8,8,1.0,
SIM-0111,ID,Separate UGA NNLS,208,0.002779844844194556,0.9998658912424835,8,8,1.0,
SIM-0111,SBS,Naive pooled UGA NNLS,1825,0.0016921496764130846,0.9999563891619994,8,8,1.0,0.00023350931338017578
SIM-0111,DBS,Naive pooled UGA NNLS,37,0.026837890034422284,0.9812801678453715,8,8,1.0,0.001141085956288139
SIM-0111,ID,Naive pooled UGA NNLS,208,0.010310213145669217,0.9982636057311995,8,8,1.0,0.0013745952696682384
SIM-0112,SBS,Separate categorical NNLS,1564,0.0010575978683803789,0.9999821724966419,9,9,1.0,
SIM-0112,SBS,Separate UGA NNLS,1564,0.0007972033584253175,0.9999871083442287,9,9,1.0,
SIM-0112,DBS,Separate categorical NNLS,98,0.00336179251827666,0.9995072360590698,9,9,1.0,
SIM-0112,DBS,Separate UGA NNLS,98,0.002988463192677957,0.9998894501774165,9,9,1.0,
SIM-0112,ID,Separate categorical NNLS,86,0.001972488507166201,0.999879000502022,9,9,1.0,
SIM-0112,ID,Separate UGA NNLS,86,0.0017432748345227519,0.9999268270637126,9,9,1.0,
SIM-0112,SBS,Naive pooled UGA NNLS,1564,0.0008257935174454106,0.999983131798625,9,9,1.0,0.001290022845770178
SIM-0112,DBS,Naive pooled UGA NNLS,98,0.00728205296157683,0.9975711297481589,9,9,1.0,0.000497999196676896
SIM-0112,ID,Naive pooled UGA NNLS,86,0.009822802014868499,0.996377555655486,9,9,1.0,0.0007920236490932472
SIM-0113,SBS,Separate categorical NNLS,780,0.004043814247976085,0.9996523311618564,10,10,1.0,
SIM-0113,SBS,Separate UGA NNLS,780,0.002546259783662901,0.9998827462857109,10,10,1.0,
SIM-0113,DBS,Separate categorical NNLS,45,0.006791335572812724,0.9983187596306337,10,10,1.0,
SIM-0113,DBS,Separate UGA NNLS,45,0.007885064260673124,0.9982975918055845,10,10,1.0,
SIM-0113,ID,Separate categorical NNLS,36,0.01833534093509171,0.9854824227914377,10,10,1.0,
SIM-0113,ID,Separate UGA NNLS,36,0.007804755502356447,0.9989187291345246,10,10,1.0,
SIM-0113,SBS,Naive pooled UGA NNLS,780,0.003770801778425706,0.9997222789666874,10,10,1.0,0.011467077011104054
SIM-0113,DBS,Naive pooled UGA NNLS,45,0.05925925925925927,0.8678149435991819,10,10,1.0,0.0014254227701503974
SIM-0113,ID,Naive pooled UGA NNLS,36,0.07928600644739747,0.6549268378770688,10,2,0.0,0.01004165424095356
SIM-0114,SBS,Separate categorical NNLS,700,0.0024841661140334883,0.9999407046244527,4,4,1.0,
SIM-0114,SBS,Separate UGA NNLS,700,0.0011274704126349518,0.9999795149043569,4,4,1.0,
SIM-0114,DBS,Separate categorical NNLS,90,0.0041322736160907475,0.9996245212132753,4,4,1.0,
SIM-0114,DBS,Separate UGA NNLS,90,0.006191999966444515,0.999596396258084,4,4,1.0,
SIM-0114,ID,Separate categorical NNLS,174,0.00716538067842222,0.9992833905725086,4,4,1.0,
SIM-0114,ID,Separate UGA NNLS,174,0.0018395101986914046,0.9999648300364774,4,4,1.0,
SIM-0114,SBS,Naive pooled UGA NNLS,700,0.004334531888086268,0.9997157845276726,4,4,1.0,0.02625471627824827
SIM-0114,DBS,Naive pooled UGA NNLS,90,0.01873108430709311,0.9899595024373617,4,4,1.0,0.00787361859951756
SIM-0114,ID,Naive pooled UGA NNLS,174,0.012352150597870275,0.9984477554265815,4,4,1.0,0.018381097678730834
SIM-0115,SBS,Separate categorical NNLS,1650,0.0023936315302334923,0.9997445743136627,2,2,1.0,
SIM-0115,SBS,Separate UGA NNLS,1650,0.0012459774852576462,0.9999582017608146,2,2,1.0,
SIM-0115,DBS,Separate categorical NNLS,54,0.002832479036906628,0.9995143422202399,2,2,1.0,
SIM-0115,DBS,Separate UGA NNLS,54,0.004008638411717024,0.9993985065761277,2,2,1.0,
SIM-0115,ID,Separate categorical NNLS,81,0.0027949664182505296,0.9995118832152878,2,2,1.0,
SIM-0115,ID,Separate UGA NNLS,81,0.003148071797500577,0.9995589916157378,2,2,1.0,
SIM-0115,SBS,Naive pooled UGA NNLS,1650,0.004041508011182988,0.9991619336346924,2,2,1.0,0.0016617626713447686
SIM-0115,DBS,Naive pooled UGA NNLS,54,0.03831648433716954,0.9182098864893632,2,2,1.0,0.00482409713145035
SIM-0115,ID,Naive pooled UGA NNLS,81,0.06995884773662552,0.7245699825304383,2,10,0.0,0.006485859802795126
SIM-0116,SBS,Separate categorical NNLS,750,0.004043656180733708,0.9993564774638505,10,10,1.0,
SIM-0116,SBS,Separate UGA NNLS,750,0.001498515035211115,0.9999286722780598,10,10,1.0,
SIM-0116,DBS,Separate categorical NNLS,56,0.007446095756941495,0.9964558590156695,10,10,1.0,
SIM-0116,DBS,Separate UGA NNLS,56,0.004216683857700662,0.9992612910902496,10,10,1.0,
SIM-0116,ID,Separate categorical NNLS,42,0.009174192266629388,0.9955383285668234,10,10,1.0,
SIM-0116,ID,Separate UGA NNLS,42,0.005416716344480837,0.9991619764514159,10,10,1.0,
SIM-0116,SBS,Naive pooled UGA NNLS,750,0.0040170212304832965,0.9993415648187858,10,10,1.0,0.010726550887795394
SIM-0116,DBS,Naive pooled UGA NNLS,56,0.021484114610397065,0.9734599092270239,10,10,1.0,0.004715909232362245
SIM-0116,ID,Naive pooled UGA NNLS,42,0.08537663712904303,0.6239510392974266,10,4,0.0,0.006010641655433219
SIM-0117,SBS,Separate categorical NNLS,1232,0.0034056987862727006,0.999797767813579,11,11,1.0,
SIM-0117,SBS,Separate UGA NNLS,1232,0.0011718563906590704,0.9999742019068855,11,11,1.0,
SIM-0117,DBS,Separate categorical NNLS,34,0.013376462683070004,0.9971963867952988,11,11,1.0,
SIM-0117,DBS,Separate UGA NNLS,34,0.00535357181913276,0.9995952503318403,11,11,1.0,
SIM-0117,ID,Separate categorical NNLS,62,0.011941995910903168,0.9955237636564899,11,11,1.0,
SIM-0117,ID,Separate UGA NNLS,62,0.0049104995734534545,0.9993899029553489,11,11,1.0,
SIM-0117,SBS,Naive pooled UGA NNLS,1232,0.0015953290233191066,0.9998991547899722,11,11,1.0,0.007692520977967132
SIM-0117,DBS,Naive pooled UGA NNLS,34,0.02123904199483731,0.9800508402710719,11,11,1.0,0.0024647525831753107
SIM-0117,ID,Naive pooled UGA NNLS,62,0.02134815948011322,0.976684118465399,11,11,1.0,0.010157273561142467
SIM-0118,SBS,Separate categorical NNLS,2326,0.005266172128990089,0.9992445405004634,4,4,1.0,
SIM-0118,SBS,Separate UGA NNLS,2326,0.0006897246288732149,0.9999903974375516,4,4,1.0,
SIM-0118,DBS,Separate categorical NNLS,173,0.0006549704440430869,0.9999784153796052,4,4,1.0,
SIM-0118,DBS,Separate UGA NNLS,173,0.00211983919540004,0.9998110721194179,4,4,1.0,
SIM-0118,ID,Separate categorical NNLS,169,0.0025108929901066957,0.9998374016816685,4,4,1.0,
SIM-0118,ID,Separate UGA NNLS,169,0.0034353120179939933,0.9997480731074733,4,4,1.0,
SIM-0118,SBS,Naive pooled UGA NNLS,2326,0.00093302061747395,0.9999878873832164,4,4,1.0,0.007419893989492499
SIM-0118,DBS,Naive pooled UGA NNLS,173,0.002788716743797075,0.9996174699463859,4,4,1.0,0.0002839294650477525
SIM-0118,ID,Naive pooled UGA NNLS,169,0.013075195668580106,0.9980574180966933,4,4,1.0,0.007135964524444795
SIM-0119,SBS,Separate categorical NNLS,1955,0.0009775468564000244,0.9999900647825032,5,5,1.0,
SIM-0119,SBS,Separate UGA NNLS,1955,0.0011082625891357923,0.9999761720956399,5,5,1.0,
SIM-0119,DBS,Separate categorical NNLS,135,0.009260916897898297,0.997574420945675,5,5,1.0,
SIM-0119,DBS,Separate UGA NNLS,135,0.002979895326422873,0.9998827488298458,5,5,1.0,
SIM-0119,ID,Separate categorical NNLS,143,0.004482129496045048,0.9997085708599384,5,5,1.0,
SIM-0119,ID,Separate UGA NNLS,143,0.006857282143475817,0.9995537741280227,5,5,1.0,
SIM-0119,SBS,Naive pooled UGA NNLS,1955,0.0035166124574655586,0.9998924933108551,5,5,1.0,0.005525557590100649
SIM-0119,DBS,Naive pooled UGA NNLS,135,0.01920113637031721,0.9921471030043264,5,5,1.0,0.007082954830255249
SIM-0119,ID,Naive pooled UGA NNLS,143,0.029587647629906583,0.9866250778060701,5,5,1.0,0.012608512420355988
SIM-0120,SBS,Separate categorical NNLS,638,0.004264298058137015,0.9996866323597908,5,5,1.0,
SIM-0120,SBS,Separate UGA NNLS,638,0.0012653787774205584,0.9999763036566843,5,5,1.0,
SIM-0120,DBS,Separate categorical NNLS,35,0.002159560934292891,0.999945485003137,5,5,1.0,
SIM-0120,DBS,Separate UGA NNLS,35,0.0033286792284122433,0.9997956378365154,5,5,1.0,
SIM-0120,ID,Separate categorical NNLS,49,0.004144090080017512,0.9994319021633843,5,5,1.0,
SIM-0120,ID,Separate UGA NNLS,49,0.004947836936310556,0.999695090210763,5,5,1.0,
SIM-0120,SBS,Naive pooled UGA NNLS,638,0.0018459134790443218,0.9999622267125045,5,5,1.0,0.003121326272375602
SIM-0120,DBS,Naive pooled UGA NNLS,35,0.01775505382428861,0.9955708536572643,5,5,1.0,5.247887423328462e-05
SIM-0120,ID,Naive pooled UGA NNLS,49,0.007722275854036647,0.9983842486290824,5,5,1.0,0.003068847398142449
SIM-0121,SBS,Separate categorical NNLS,888,0.009226966932899776,0.9967840461439821,1,1,1.0,
SIM-0121,SBS,Separate UGA NNLS,888,0.0004901696699190217,0.9999900147578806,1,1,1.0,
SIM-0121,DBS,Separate categorical NNLS,54,0.009282084454047415,0.9957256941590077,8,8,1.0,
SIM-0121,DBS,Separate UGA NNLS,54,0.003409675667023396,0.9997568927816499,8,8,1.0,
SIM-0121,ID,Separate categorical NNLS,87,0.008405018659969577,0.9967704229496743,8,8,1.0,
SIM-0121,ID,Separate UGA NNLS,87,0.00450873806316878,0.9990076818488812,8,8,1.0,
SIM-0121,SBS,Naive pooled UGA NNLS,888,0.007189567623942163,0.9975309859454786,1,1,1.0,0.014106577689524169
SIM-0121,DBS,Naive pooled UGA NNLS,54,0.024726197531709546,0.9644310470245763,8,8,1.0,0.002605302702070149
SIM-0121,ID,Naive pooled UGA NNLS,87,0.05363984674329502,0.9192695317152162,8,1,0.0,0.011501274987453985
SIM-0122,SBS,Separate categorical NNLS,977,0.017492838144055216,0.9864819783967396,8,8,1.0,
SIM-0122,SBS,Separate UGA NNLS,977,0.0016131163266052755,0.9999325026828484,8,8,1.0,
SIM-0122,DBS,Separate categorical NNLS,176,0.008950431300260657,0.9979210381631075,8,8,1.0,
SIM-0122,DBS,Separate UGA NNLS,176,0.0040875715168682035,0.99972709717211,8,8,1.0,
SIM-0122,ID,Separate categorical NNLS,222,0.00328238178232524,0.9996090601255133,8,8,1.0,
SIM-0122,ID,Separate UGA NNLS,222,0.0025997107584968104,0.9997972369673248,8,8,1.0,
SIM-0122,SBS,Naive pooled UGA NNLS,977,0.008919792287611633,0.996521015033631,8,8,1.0,0.0007646966765878505
SIM-0122,DBS,Naive pooled UGA NNLS,176,0.053579072131771675,0.8665832938008121,8,8,1.0,0.011844143793432321
SIM-0122,ID,Naive pooled UGA NNLS,222,0.02904976712480835,0.9711213365224591,8,8,1.0,0.012608840470020255
SIM-0123,SBS,Separate categorical NNLS,682,0.005699863536395593,0.9993298381340614,1,1,1.0,
SIM-0123,SBS,Separate UGA NNLS,682,0.0013613141953652374,0.9999794192191119,1,1,1.0,
SIM-0123,DBS,Separate categorical NNLS,57,0.011826108205270226,0.9963611370800127,1,1,1.0,
SIM-0123,DBS,Separate UGA NNLS,57,0.008345395543021156,0.9988041415823199,1,1,1.0,
SIM-0123,ID,Separate categorical NNLS,59,0.002745725061595001,0.9997902249047548,1,1,1.0,
SIM-0123,ID,Separate UGA NNLS,59,0.00030088110308860126,0.9999974606448934,1,1,1.0,
SIM-0123,SBS,Naive pooled UGA NNLS,682,0.0030937646445728956,0.9997805887722223,1,1,1.0,0.022415121579044572
SIM-0123,DBS,Naive pooled UGA NNLS,57,0.027072624958940517,0.9869467150206551,1,1,1.0,0.0012413858085904006
SIM-0123,ID,Naive pooled UGA NNLS,59,0.012133563052034746,0.9965588717769872,1,1,1.0,0.02117373577045402
SIM-0124,SBS,Separate categorical NNLS,1251,0.007839763492918669,0.999087019665977,8,8,1.0,
SIM-0124,SBS,Separate UGA NNLS,1251,0.0009261040317564423,0.9999900381798094,8,8,1.0,
