repeat,fold,n_train,n_test,fold_spearman,fold_mae,suite,endpoint,task,feature_set,fold_auroc,fold_balanced_accuracy
1,3,618,154,0.0683705078257031,0.787291236610882,tcga_brca_hrd,PARPi7,regression,standard_sbs_id_exposure,,
1,4,618,154,0.2046645276180916,0.7357104962788665,tcga_brca_hrd,PARPi7,regression,standard_sbs_id_exposure,,
1,5,618,154,0.1990509024811218,0.8146476631354318,tcga_brca_hrd,PARPi7,regression,standard_sbs_id_exposure,,
1,1,617,155,0.3525212780857567,0.4051452134832836,tcga_brca_hrd,eCARD,regression,burden_only,,
1,2,617,155,0.2704412447499684,0.4206925669120492,tcga_brca_hrd,eCARD,regression,burden_only,,
1,3,618,154,0.4165248279168826,0.428465991122186,tcga_brca_hrd,eCARD,regression,burden_only,,
1,4,618,154,0.3720458373196895,0.445623993254269,tcga_brca_hrd,eCARD,regression,burden_only,,
1,5,618,154,0.2500519572852213,0.4323172120378509,tcga_brca_hrd,eCARD,regression,burden_only,,
1,1,617,155,0.3506557958170861,0.4273384053559937,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_exposure,,
1,2,617,155,0.256416371061579,0.4147240887720642,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_exposure,,
1,3,618,154,0.3494621182753071,0.429964091490901,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_exposure,,
1,4,618,154,0.3430132170170121,0.4428000639239882,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_exposure,,
1,5,618,154,0.3166665160687762,0.4153632905492728,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_exposure,,
1,1,617,155,0.2685765847056169,0.4458616570464256,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_id_exposure,,
1,2,617,155,0.3961009926373241,0.4526696130888453,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_id_exposure,,
1,3,618,154,0.4162928413654125,0.3863309800320365,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_id_exposure,,
1,4,618,154,0.3405705254529562,0.4181361068232879,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_id_exposure,,
1,5,618,154,0.3176245802423932,0.449737758403523,tcga_brca_hrd,eCARD,regression,locked_uga_sbs_id_exposure,,
1,1,617,155,0.3170205875106232,0.3894561680289237,tcga_brca_hrd,eCARD,regression,standard_sbs_exposure,,
1,2,617,155,0.3587734845799361,0.450383911465916,tcga_brca_hrd,eCARD,regression,standard_sbs_exposure,,
1,3,618,154,0.3193279934022726,0.4407718329123041,tcga_brca_hrd,eCARD,regression,standard_sbs_exposure,,
1,4,618,154,0.3364687887886264,0.4624103852561204,tcga_brca_hrd,eCARD,regression,standard_sbs_exposure,,
1,5,618,154,0.2175363427194953,0.4143545327831833,tcga_brca_hrd,eCARD,regression,standard_sbs_exposure,,
1,1,617,155,0.3383229673552254,0.4534723133463725,tcga_brca_hrd,eCARD,regression,standard_sbs_id_exposure,,
1,2,617,155,0.311248679746709,0.4006166738052137,tcga_brca_hrd,eCARD,regression,standard_sbs_id_exposure,,
1,3,618,154,0.2791936716035388,0.4390802775865831,tcga_brca_hrd,eCARD,regression,standard_sbs_id_exposure,,
1,4,618,154,0.28348183664946,0.4275865427453555,tcga_brca_hrd,eCARD,regression,standard_sbs_id_exposure,,
1,5,618,154,0.3196847625373142,0.4267537966319492,tcga_brca_hrd,eCARD,regression,standard_sbs_id_exposure,,
1,1,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,burden_only,0.8272132796780685,0.7428739101274313
