modality,representation,algorithm,patient,mutation_burden,cosine,mae,n_active_truth_signatures,n_active_predicted_signatures
ID,locked_uga,NNLS,SP123872,2.0,0.300174366151166,0.05735849056603773,5,3
ID,locked_uga,NNLS,SP123874,1.0,0.0,0.08,5,3
ID,locked_uga,NNLS,SP123876,3.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP123882,2.0,0.0,0.08,5,1
ID,locked_uga,NNLS,SP123884,5.0,0.0,0.08,3,5
ID,locked_uga,NNLS,SP123886,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP123888,1.0,0.0,0.08,5,2
ID,locked_uga,NNLS,SP123890,2.0,0.0,0.08,3,3
ID,locked_uga,NNLS,SP123892,1.0,0.0,0.07999999999999999,4,3
ID,locked_uga,NNLS,SP123894,1.0,0.0,0.08,6,2
ID,locked_uga,NNLS,SP123897,1.0,0.5000313074236238,0.06042553191489361,5,2
ID,locked_uga,NNLS,SP123900,2.0,0.03420317679046269,0.07722222222222223,4,3
ID,locked_uga,NNLS,SP123902,4.0,0.04112909283873492,0.07446540880503144,6,4
ID,locked_uga,NNLS,SP123950,1.0,0.4443194821125527,0.05874125874125874,6,2
ID,locked_uga,NNLS,SP123958,2.0,0.0,0.08,5,3
ID,locked_uga,NNLS,SP123964,4.0,0.1007082467743337,0.07309352517985612,6,4
ID,locked_uga,NNLS,SP123967,1.0,0.06407097870320747,0.07591836734693878,3,1
ID,locked_uga,NNLS,SP123969,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP123972,2.0,0.0,0.07999999999999999,5,1
ID,locked_uga,NNLS,SP123978,2.0,0.0,0.07999999999999999,5,3
ID,locked_uga,NNLS,SP123984,2.0,0.0,0.07999999999999999,5,3
ID,locked_uga,NNLS,SP123988,5.0,0.2167444414531141,0.0643298969072165,4,4
ID,locked_uga,NNLS,SP123995,2.0,0.3516334406260322,0.05859154929577465,4,2
ID,locked_uga,NNLS,SP123998,4.0,0.07465375706530047,0.06923976608187134,5,3
ID,locked_uga,NNLS,SP124013,1.0,0.0,0.08,3,3
ID,locked_uga,NNLS,SP124033,2.0,0.0,0.07999999999999999,6,4
ID,locked_uga,NNLS,SP124191,2.0,0.0,0.07999999999999999,4,2
ID,locked_uga,NNLS,SP124193,3.0,0.2087319328284347,0.062439024390243895,4,4
ID,locked_uga,NNLS,SP124197,9.0,0.8143564809699041,0.041776971894832274,4,3
ID,locked_uga,NNLS,SP124199,1.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP124201,5.0,0.0,0.08,3,5
ID,locked_uga,NNLS,SP124207,3.0,0.2707704659980302,0.060569342229249104,2,3
ID,locked_uga,NNLS,SP124264,6.0,0.0,0.08,4,6
ID,locked_uga,NNLS,SP124271,5.0,0.0,0.08,4,4
ID,locked_uga,NNLS,SP124273,5.0,0.0,0.08,3,5
ID,locked_uga,NNLS,SP124278,3.0,0.0,0.07999999999999999,3,4
ID,locked_uga,NNLS,SP124286,2.0,0.30386174683657485,0.06385964912280702,4,3
ID,locked_uga,NNLS,SP124295,3.0,0.42850804689485755,0.0557948717948718,3,3
ID,locked_uga,NNLS,SP124298,20.0,0.0022065655328371916,0.07934213599803142,4,5
ID,locked_uga,NNLS,SP124305,3.0,0.0,0.08,4,5
ID,locked_uga,NNLS,SP124307,2.0,0.0,0.08,5,2
ID,locked_uga,NNLS,SP124311,4.0,0.19654591144536263,0.062267497193621554,4,4
ID,locked_uga,NNLS,SP124319,6.0,0.0,0.08,3,5
ID,locked_uga,NNLS,SP124326,3.0,0.0,0.08,5,4
ID,locked_uga,NNLS,SP124329,2.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP124333,1.0,0.0,0.07999999999999999,4,2
ID,locked_uga,NNLS,SP124334,2.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP124336,7.0,0.20095784362888977,0.06703509239350285,2,5
ID,locked_uga,NNLS,SP124339,3.0,0.5798468616603399,0.04184615384615384,4,5
ID,locked_uga,NNLS,SP124341,7.0,0.0,0.08,3,6
ID,locked_uga,NNLS,SP124344,3.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP124346,4.0,0.2188189813229237,0.06552524232490081,3,4
ID,locked_uga,NNLS,SP124348,4.0,0.0,0.07999999999999999,3,2
ID,locked_uga,NNLS,SP124353,3.0,0.2439092862093376,0.06297872340425532,5,4
ID,locked_uga,NNLS,SP124355,1.0,0.12320091538620197,0.07438596491228071,4,1
ID,locked_uga,NNLS,SP124357,3.0,0.1997823798522098,0.06354430379746835,4,4
ID,locked_uga,NNLS,SP124359,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP124362,10.0,0.0817410992329337,0.0707482993197279,4,5
ID,locked_uga,NNLS,SP124364,26.0,0.37199328426147166,0.06267940989107994,4,5
ID,locked_uga,NNLS,SP124365,8.0,0.09822485868992212,0.07220156757147661,5,8
ID,locked_uga,NNLS,SP124367,7.0,0.04695301322770532,0.07313984168865437,4,5
ID,locked_uga,NNLS,SP124369,10.0,0.3932164364027493,0.05577900552486188,5,5
ID,locked_uga,NNLS,SP124376,7.0,0.4376175110093483,0.05691706528558937,5,5
ID,locked_uga,NNLS,SP124377,11.0,0.009505660746863164,0.07912465430167367,4,5
ID,locked_uga,NNLS,SP124380,4.0,0.0,0.08,4,5
ID,locked_uga,NNLS,SP124382,22.0,0.0,0.08,3,7
ID,locked_uga,NNLS,SP124384,99.0,0.05008435311370985,0.07813379366069367,2,9
ID,locked_uga,NNLS,SP124386,10.0,0.2810588192003323,0.06044352819136158,4,7
ID,locked_uga,NNLS,SP124389,1.0,0.0,0.07999999999999999,4,3
ID,locked_uga,NNLS,SP124391,5.0,0.1977072417333572,0.06249060189288118,4,4
ID,locked_uga,NNLS,SP124394,4.0,0.0,0.08,4,4
ID,locked_uga,NNLS,SP124396,1.0,0.0,0.08,5,2
ID,locked_uga,NNLS,SP124399,5.0,0.05426480327294369,0.06904963572806723,4,3
ID,locked_uga,NNLS,SP124401,21.0,0.2218314949417509,0.06515161459309303,4,9
ID,locked_uga,NNLS,SP124403,1.0,0.0,0.08,3,1
ID,locked_uga,NNLS,SP124406,6.0,0.46547803813583205,0.05177823400795831,6,5
ID,locked_uga,NNLS,SP124409,6.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP124412,3.0,0.0,0.08000000000000002,3,3
ID,locked_uga,NNLS,SP124415,11.0,0.0483192883531256,0.07308993766696349,4,4
ID,locked_uga,NNLS,SP124418,5.0,0.0,0.08,4,5
ID,locked_uga,NNLS,SP124420,3.0,0.10963317420941313,0.068736,5,3
ID,locked_uga,NNLS,SP124423,1.0,0.0,0.08,3,1
ID,locked_uga,NNLS,SP124425,4.0,0.11826497950811253,0.07031529573028163,4,5
ID,locked_uga,NNLS,SP124428,15.0,0.20483460869624845,0.06368753589890867,4,7
ID,locked_uga,NNLS,SP124431,10.0,0.07368578721513909,0.07442382241945972,4,5
ID,locked_uga,NNLS,SP124434,7.0,0.10466474653398024,0.07123456790123457,5,4
ID,locked_uga,NNLS,SP124436,16.0,0.010623121664729972,0.07801164747774308,4,5
ID,locked_uga,NNLS,SP124439,7.0,0.017525468629893008,0.07401626016260163,4,3
ID,locked_uga,NNLS,SP124441,3.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP124444,2.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP124447,28.0,0.46016590118488127,0.05513430544896392,4,5
ID,locked_uga,NNLS,SP124449,6.0,0.27375268785077794,0.053738910012674265,5,5
ID,locked_uga,NNLS,SP124452,3.0,0.031805993301714644,0.07487804878048782,4,2
ID,locked_uga,NNLS,SP124454,1.0,0.0,0.08,5,1
ID,locked_uga,NNLS,SP124456,6.0,0.7955517110290558,0.039554565701559005,4,5
ID,locked_uga,NNLS,SP124458,13.0,0.0,0.08,4,6
ID,locked_uga,NNLS,SP124460,6.0,0.18244607311518363,0.0642483026188167,5,4
ID,locked_uga,NNLS,SP124462,7.0,0.0,0.07999999999999999,5,4
ID,locked_uga,NNLS,SP124969,11.0,0.0,0.08,2,7
ID,locked_uga,NNLS,SP124971,6.0,0.8191317711356074,0.03229715445263408,2,4
ID,locked_uga,NNLS,SP124977,6.0,0.15129822770412157,0.0720001417176623,2,7
ID,locked_uga,NNLS,SP124981,2.0,0.0,0.08,3,1
ID,locked_uga,NNLS,SP125685,1.0,0.8118054720682454,0.044304932735426,4,1
ID,locked_uga,NNLS,SP125686,4.0,0.6852860701242014,0.044983043633717724,3,4
ID,locked_uga,NNLS,SP125689,5.0,0.8708634165637362,0.0302491103202847,4,2
ID,locked_uga,NNLS,SP125691,5.0,0.596719873061968,0.0482574110713482,2,4
ID,locked_uga,NNLS,SP125693,9.0,0.1977689817596186,0.07107874776936635,2,5
ID,locked_uga,NNLS,SP125695,5.0,0.6552886891540535,0.04464473248391999,4,5
ID,locked_uga,NNLS,SP125696,6.0,0.043896155195143206,0.07595880369337124,2,3
ID,locked_uga,NNLS,SP125698,11.0,0.8330391602132474,0.04244250594766059,4,2
ID,locked_uga,NNLS,SP125699,5.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP125704,4.0,0.0,0.08,2,3
ID,locked_uga,NNLS,SP125705,4.0,0.20243952372834342,0.0675558258535617,2,5
ID,locked_uga,NNLS,SP125706,11.0,0.8286638286362319,0.03957526880394919,4,2
ID,locked_uga,NNLS,SP125710,5.0,0.20624298529276616,0.06747553816046968,4,3
ID,locked_uga,NNLS,SP125711,3.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP125712,6.0,0.0,0.08,3,5
ID,locked_uga,NNLS,SP125713,17.0,0.8612268129702336,0.030500350171915814,4,5
ID,locked_uga,NNLS,SP125714,3.0,0.0,0.08,2,3
ID,locked_uga,NNLS,SP125717,3.0,0.0,0.08,2,2
ID,locked_uga,NNLS,SP125719,2.0,0.49700243109427744,0.04645962732919254,4,2
ID,locked_uga,NNLS,SP125721,3.0,0.7304255261493533,0.03778656126482213,3,2
ID,locked_uga,NNLS,SP125722,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP125723,5.0,0.0,0.08,4,5
ID,locked_uga,NNLS,SP125724,4.0,0.26283576032644906,0.06419517028644112,2,4
ID,locked_uga,NNLS,SP125725,3.0,0.6377076367704599,0.03597765363128492,2,2
ID,locked_uga,NNLS,SP125726,4.0,0.0,0.08,2,5
ID,locked_uga,NNLS,SP125730,1.0,0.0,0.08,2,2
ID,locked_uga,NNLS,SP125733,5.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP125737,7.0,0.27196469140757906,0.06916030534351145,5,5
ID,locked_uga,NNLS,SP125738,3.0,0.3208568708519406,0.058411296815098754,4,3
ID,locked_uga,NNLS,SP125741,7.0,0.5126444552531565,0.05474650301306658,2,3
ID,locked_uga,NNLS,SP125742,7.0,0.44043767929151983,0.05685363423921975,3,4
ID,locked_uga,NNLS,SP125744,2.0,0.0,0.08,2,1
ID,locked_uga,NNLS,SP125745,2.0,0.03726371803030258,0.07394491815223636,2,2
ID,locked_uga,NNLS,SP125749,2.0,0.0,0.08,5,2
ID,locked_uga,NNLS,SP125752,4.0,0.0,0.08,2,3
ID,locked_uga,NNLS,SP125753,4.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP125755,1.0,0.0,0.08,3,2
ID,locked_uga,NNLS,SP125756,16.0,0.8549930531397005,0.029644720004082786,4,6
ID,locked_uga,NNLS,SP125757,3.0,0.0,0.08,3,3
ID,locked_uga,NNLS,SP125758,2.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP125760,3.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP125761,3.0,0.3126321611323234,0.06443835616438355,4,4
ID,locked_uga,NNLS,SP125762,2.0,0.451579161248177,0.04987959108029419,3,2
ID,locked_uga,NNLS,SP125763,5.0,0.0,0.07999999999999999,2,3
ID,locked_uga,NNLS,SP125764,18.0,0.8008119566529507,0.04338266384778011,4,4
ID,locked_uga,NNLS,SP125766,10.0,0.42392743327850657,0.055499248544153786,4,5
ID,locked_uga,NNLS,SP125768,10.0,0.03908652930817044,0.07698769548220304,2,6
ID,locked_uga,NNLS,SP125769,3.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP125770,94.0,0.46826528476371615,0.05718753238338973,2,7
ID,locked_uga,NNLS,SP125771,5.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP125772,1.0,0.0,0.08,3,2
ID,locked_uga,NNLS,SP125775,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP125776,5.0,0.3765409333250618,0.05906412478336222,4,5
ID,locked_uga,NNLS,SP125777,20.0,0.8387598578573063,0.03601948503827419,3,3
ID,locked_uga,NNLS,SP125778,25.0,0.4603658969470057,0.054808206958073154,3,5
ID,locked_uga,NNLS,SP125780,5.0,0.661272631182237,0.03796537882858896,2,3
ID,locked_uga,NNLS,SP125781,3.0,0.2922954766147355,0.05756780770052007,2,2
ID,locked_uga,NNLS,SP125783,2.0,0.0,0.08,4,4
ID,locked_uga,NNLS,SP125784,7.0,0.3445605202520297,0.06324189526184539,4,4
ID,locked_uga,NNLS,SP125785,5.0,0.1777440539407838,0.06907766873339392,2,4
ID,locked_uga,NNLS,SP125786,3.0,0.908941437068403,0.03029668411867364,3,1
ID,locked_uga,NNLS,SP125791,2.0,0.0,0.08,2,2
ID,locked_uga,NNLS,SP125793,6.0,0.4461434560928102,0.04854148673652975,4,5
ID,locked_uga,NNLS,SP125794,4.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP125795,4.0,0.019410145922993643,0.07683618650512139,3,4
ID,locked_uga,NNLS,SP125802,2.0,0.35296873842304793,0.04993839835728954,2,2
ID,locked_uga,NNLS,SP125804,14.0,0.6333873002359873,0.04609277652531658,3,6
ID,locked_uga,NNLS,SP125805,1.0,0.0,0.08,2,1
ID,locked_uga,NNLS,SP125807,5.0,0.0,0.07999999999999999,2,4
ID,locked_uga,NNLS,SP125809,3.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP125811,4.0,0.21879757431719393,0.06502673796791443,4,2
ID,locked_uga,NNLS,SP127628,2.0,0.5084853784011101,0.04126542061632426,2,2
ID,locked_uga,NNLS,SP127630,7.0,0.0,0.08,2,8
ID,locked_uga,NNLS,SP127632,12.0,0.14581558852467724,0.06993895685430068,2,8
ID,locked_uga,NNLS,SP127634,7.0,0.07098180645633378,0.07200000000000001,6,4
ID,locked_uga,NNLS,SP127636,3.0,0.2616873354222551,0.06328921082701938,2,3
ID,locked_uga,NNLS,SP127638,5.0,0.0,0.08,2,4
ID,locked_uga,NNLS,SP127640,10.0,0.6146289446204544,0.04624293564197117,2,7
ID,locked_uga,NNLS,SP127706,1.0,0.12765235124831695,0.07388535031847135,4,1
ID,locked_uga,NNLS,SP12856,2.0,0.0,0.08000000000000002,3,2
ID,locked_uga,NNLS,SP13036,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP1305,25.0,0.10985221108428818,0.06675409836065574,5,5
ID,locked_uga,NNLS,SP13072,2.0,0.3719225010323348,0.06063694267515924,5,2
ID,locked_uga,NNLS,SP13078,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP13084,6.0,0.0,0.08,4,4
ID,locked_uga,NNLS,SP13206,5.0,0.1863842499736548,0.06771561219530327,4,5
ID,locked_uga,NNLS,SP13242,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP13278,1.0,0.4579765015304607,0.05855670103092784,4,1
ID,locked_uga,NNLS,SP13279,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP13280,1.0,0.0,0.08,3,2
ID,locked_uga,NNLS,SP13281,1.0,0.0,0.08,2,1
ID,locked_uga,NNLS,SP13291,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP13293,1.0,0.22824611771798092,0.07,5,2
ID,locked_uga,NNLS,SP13297,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP13299,3.0,0.235083810268912,0.06246575342465754,5,3
ID,locked_uga,NNLS,SP13307,2.0,0.0,0.08000000000000002,4,3
ID,locked_uga,NNLS,SP13317,1.0,0.4927336865038127,0.06076923076923077,5,2
ID,locked_uga,NNLS,SP13323,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP13325,1.0,0.787878787878788,0.04590163934426229,4,1
ID,locked_uga,NNLS,SP13327,2.0,0.03323740862866414,0.07394491815223636,4,2
ID,locked_uga,NNLS,SP13339,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP13359,3.0,0.4136155541388309,0.06350515463917528,5,2
ID,locked_uga,NNLS,SP13361,1.0,0.0015504698276706116,0.0797278953676837,4,3
ID,locked_uga,NNLS,SP13363,1.0,0.5215239853112544,0.05767441860465116,4,2
ID,locked_uga,NNLS,SP13367,3.0,0.2958606810402306,0.05876904076364431,2,4
ID,locked_uga,NNLS,SP13379,2.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP13399,1.0,0.19966946028643953,0.07045871559633028,4,1
ID,locked_uga,NNLS,SP13433,2.0,0.21553506530324107,0.06347107438016529,5,2
ID,locked_uga,NNLS,SP13487,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP13490,2.0,0.196617619511333,0.06736842105263158,5,2
ID,locked_uga,NNLS,SP13514,1.0,0.6989329478010009,0.040459770114942534,2,1
ID,locked_uga,NNLS,SP135182,10.0,0.046353282323653086,0.076555498056591,2,7
ID,locked_uga,NNLS,SP135186,3.0,0.0,0.08,3,3
ID,locked_uga,NNLS,SP135188,3.0,0.3477701314249585,0.06495049504950495,5,4
ID,locked_uga,NNLS,SP135194,3.0,0.287233771989626,0.06069166835252913,2,4
ID,locked_uga,NNLS,SP135205,4.0,0.1483511596091131,0.06560353876703025,3,5
ID,locked_uga,NNLS,SP135213,7.0,0.4729717407600903,0.06045454545454545,4,3
ID,locked_uga,NNLS,SP135222,2.0,0.0,0.08,2,2
ID,locked_uga,NNLS,SP135226,1.0,0.0,0.08,2,3
ID,locked_uga,NNLS,SP135230,1.0,0.0,0.08,3,1
ID,locked_uga,NNLS,SP135234,9.0,0.38610930634952567,0.056482106659502256,2,5
ID,locked_uga,NNLS,SP135240,4.0,0.0,0.08,3,4
ID,locked_uga,NNLS,SP135262,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP135270,7.0,0.4861506487770126,0.04535323091770122,4,6
ID,locked_uga,NNLS,SP135274,2.0,0.0,0.08,5,3
ID,locked_uga,NNLS,SP135282,1.0,0.0,0.08,5,2
ID,locked_uga,NNLS,SP135288,2.0,0.1917730633638936,0.0651685393258427,5,4
ID,locked_uga,NNLS,SP135296,5.0,0.01711040500950067,0.0784161856431092,5,5
ID,locked_uga,NNLS,SP135299,6.0,0.0,0.08,4,4
ID,locked_uga,NNLS,SP135305,11.0,0.8173141515557404,0.04468965517241379,5,3
ID,locked_uga,NNLS,SP135316,1.0,0.4990651285059496,0.06000000000000001,5,1
ID,locked_uga,NNLS,SP135323,4.0,0.0,0.08,5,3
ID,locked_uga,NNLS,SP135324,2.0,0.0,0.08,3,2
ID,locked_uga,NNLS,SP135328,1.0,0.4630788411589357,0.0625,6,1
ID,locked_uga,NNLS,SP135339,1.0,0.3558887581235083,0.062124542124542124,4,3
ID,locked_uga,NNLS,SP135346,1.0,0.3658536585365854,0.06681318681318682,6,1
ID,locked_uga,NNLS,SP135354,4.0,0.12855956101083466,0.06550724637681159,5,4
ID,locked_uga,NNLS,SP135363,1.0,0.42748880116577104,0.05880794701986754,6,3
ID,locked_uga,NNLS,SP135372,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP135389,3.0,0.41170039270210324,0.05026955011519803,5,4
ID,locked_uga,NNLS,SP13539,1.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP135390,2.0,0.0,0.08,4,3
ID,locked_uga,NNLS,SP135393,1.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP135405,5.0,0.4857364889282494,0.05408866995073892,3,4
ID,locked_uga,NNLS,SP135410,2.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP135411,2.0,0.5417242509613774,0.05454545454545454,3,1
ID,locked_uga,NNLS,SP135416,1.0,0.36129666358360185,0.06375939849624061,5,3
ID,locked_uga,NNLS,SP135420,4.0,0.0,0.08,3,4
ID,locked_uga,NNLS,SP135422,4.0,0.0,0.08,6,3
ID,locked_uga,NNLS,SP135425,5.0,0.16651051362551678,0.0589052786448986,3,3
ID,locked_uga,NNLS,SP135431,6.0,0.25802646407546015,0.06448627018359304,2,4
ID,locked_uga,NNLS,SP135434,4.0,0.2713783700279794,0.06346153846153847,4,4
ID,locked_uga,NNLS,SP135436,8.0,0.0010474301355371982,0.0799317499765187,2,5
ID,locked_uga,NNLS,SP135440,2.0,0.06589866022120427,0.07446818305071697,5,4
ID,locked_uga,NNLS,SP135448,4.0,0.0,0.08,5,6
ID,locked_uga,NNLS,SP135451,2.0,0.295078858679858,0.06292134831460675,5,3
ID,locked_uga,NNLS,SP135455,4.0,0.7284657430146522,0.041173009532459004,2,3
ID,locked_uga,NNLS,SP135460,2.0,0.2007725182600528,0.06017445962577824,5,3
ID,locked_uga,NNLS,SP135468,2.0,0.3314644546609945,0.05733333333333334,5,2
ID,locked_uga,NNLS,SP135475,2.0,0.0,0.08,5,2
ID,locked_uga,NNLS,SP135478,4.0,0.0,0.08,5,4
ID,locked_uga,NNLS,SP135484,2.0,0.013539663440246734,0.07394491815223636,5,2
ID,locked_uga,NNLS,SP135488,3.0,0.556797359528153,0.0439766081871345,5,2
ID,locked_uga,NNLS,SP135496,1.0,0.44965219901134473,0.05880794701986755,5,3
ID,locked_uga,NNLS,SP13594,1.0,0.0,0.08,2,2
ID,locked_uga,NNLS,SP13619,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP1365,7.0,0.17391590923570557,0.06790091264667536,5,4
ID,locked_uga,NNLS,SP13671,4.0,0.12499966427995866,0.06262199332286768,5,4
ID,locked_uga,NNLS,SP13677,2.0,0.017351179005495224,0.07394491815223636,5,2
ID,locked_uga,NNLS,SP1377,5.0,0.35736122495941963,0.06296103896103897,4,3
ID,locked_uga,NNLS,SP1419,8.0,0.2288423216392333,0.06424185577052297,5,7
ID,locked_uga,NNLS,SP1431,8.0,0.49260954798566864,0.05416045589232037,3,4
ID,locked_uga,NNLS,SP1491,8.0,0.0,0.08,4,6
ID,locked_uga,NNLS,SP1677,7.0,0.2343668014552645,0.06268222224307246,5,5
ID,locked_uga,NNLS,SP16886,11.0,0.9413198698518893,0.019224405377456052,2,3
ID,locked_uga,NNLS,SP16934,4.0,0.0,0.08,3,4
ID,locked_uga,NNLS,SP16958,8.0,0.05411095764220513,0.07686180140288963,2,7
ID,locked_uga,NNLS,SP17016,5.0,0.367803281666955,0.05362829649628226,2,4
ID,locked_uga,NNLS,SP1712,4.0,0.0013598383388166648,0.0793058643453011,4,3
ID,locked_uga,NNLS,SP1724,4.0,0.0,0.07999999999999999,5,3
ID,locked_uga,NNLS,SP17294,11.0,0.09341335044628378,0.075184285753032,2,7
ID,locked_uga,NNLS,SP17329,2.0,0.0,0.07999999999999999,3,2
ID,locked_uga,NNLS,SP17430,3.0,0.3471465650483834,0.06014138521376349,3,6
ID,locked_uga,NNLS,SP1781,7.0,0.074610507018376,0.0691097114164843,4,5
ID,locked_uga,NNLS,SP17905,48.0,0.8464781780964963,0.024288489935493898,3,3
ID,locked_uga,NNLS,SP18121,330.0,0.3244915744608608,0.06336521360901366,2,6
ID,locked_uga,NNLS,SP18787,7.0,0.4689708687135335,0.06185880429654004,2,7
ID,locked_uga,NNLS,SP18946,23.0,0.6898757192887753,0.03358449651089816,2,4
ID,locked_uga,NNLS,SP19215,314.0,0.7386478752240501,0.04404096490137235,2,6
ID,locked_uga,NNLS,SP19295,11.0,0.8878407294656525,0.025760349856975437,2,3
ID,locked_uga,NNLS,SP19582,5.0,0.15452542952606294,0.07029682462350684,3,5
ID,locked_uga,NNLS,SP19606,4.0,0.3781726945962399,0.04651159281173541,4,4
ID,locked_uga,NNLS,SP19670,6.0,0.009413761695999917,0.07916243151766961,2,4
ID,locked_uga,NNLS,SP19750,2.0,0.2154595713777937,0.05670605774576529,2,3
ID,locked_uga,NNLS,SP19983,5.0,0.0,0.08,3,3
ID,locked_uga,NNLS,SP20993,6.0,0.21492620378779287,0.07106500507850545,2,6
ID,locked_uga,NNLS,SP21057,11.0,0.17345297224735703,0.06847890521625065,2,5
ID,locked_uga,NNLS,SP21193,3.0,0.15115668131928622,0.06919210889803168,2,4
ID,locked_uga,NNLS,SP21400,16.0,0.920615849105249,0.02236891738966427,2,4
ID,locked_uga,NNLS,SP2143,1.0,0.0,0.08,3,1
ID,locked_uga,NNLS,SP2144,4.0,0.6522146720025072,0.04535433070866142,3,1
ID,locked_uga,NNLS,SP2145,7.0,0.28622892182199156,0.061711366538952754,3,4
ID,locked_uga,NNLS,SP2146,1.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP2147,10.0,0.9067582576162468,0.03323896752706078,4,3
ID,locked_uga,NNLS,SP2148,2.0,0.6789522736991827,0.04471299093655588,3,1
ID,locked_uga,NNLS,SP2150,4.0,0.36352158217487807,0.057304964539007096,5,3
ID,locked_uga,NNLS,SP21528,5.0,0.08766461103952701,0.07186413937835973,2,4
ID,locked_uga,NNLS,SP2153,3.0,0.6964566856657208,0.0406973832993471,4,5
ID,locked_uga,NNLS,SP2154,6.0,0.6788005093047782,0.048363087874095594,4,6
ID,locked_uga,NNLS,SP2155,6.0,0.0,0.08,4,4
ID,locked_uga,NNLS,SP2156,1.0,0.0,0.08,5,1
ID,locked_uga,NNLS,SP2157,2.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP2158,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP2159,2.0,0.1470738139107517,0.0695,4,2
ID,locked_uga,NNLS,SP22031,5.0,0.6462582299675826,0.0462676971428667,2,5
ID,locked_uga,NNLS,SP22750,4.0,0.7753083570835633,0.03131832797427653,2,3
ID,locked_uga,NNLS,SP2293,3.0,0.0,0.08,2,2
ID,locked_uga,NNLS,SP23078,6.0,0.0,0.08,3,6
ID,locked_uga,NNLS,SP23431,5.0,0.2829592817354764,0.0633091250390531,2,4
ID,locked_uga,NNLS,SP23439,3.0,0.7979256421588139,0.029721362229102165,5,3
ID,locked_uga,NNLS,SP23451,1.0,0.0,0.08,5,1
ID,locked_uga,NNLS,SP23459,1.0,0.0,0.08,4,2
ID,locked_uga,NNLS,SP23475,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP23481,2.0,0.20686789703824388,0.06017445962577824,4,3
ID,locked_uga,NNLS,SP23483,1.0,0.0,0.08,3,2
ID,locked_uga,NNLS,SP2349,5.0,0.08661510074897087,0.0710509252496877,4,4
ID,locked_uga,NNLS,SP23496,3.0,0.0,0.08,4,5
ID,locked_uga,NNLS,SP23498,11.0,0.31906882472285697,0.061739950229030054,2,7
ID,locked_uga,NNLS,SP23500,5.0,0.20157191038293273,0.07115681233933163,5,2
ID,locked_uga,NNLS,SP23502,6.0,0.055207757043066776,0.06839200880724097,4,3
ID,locked_uga,NNLS,SP23504,5.0,0.383677508847875,0.05619508628278224,4,5
ID,locked_uga,NNLS,SP23506,6.0,0.2389236463291822,0.06125153384481665,5,4
ID,locked_uga,NNLS,SP2357,5.0,0.6170383623382327,0.044034973398202844,5,4
ID,locked_uga,NNLS,SP23622,1.0,0.003016524722285753,0.0797278953676837,4,3
ID,locked_uga,NNLS,SP23639,3.0,0.33168544001635303,0.05226215644820296,4,3
ID,locked_uga,NNLS,SP23739,1.0,0.0,0.08,4,1
ID,locked_uga,NNLS,SP23754,1.0,0.2963336296671111,0.06707692307692308,4,1
