modality,representation,algorithm,patient,mutation_burden,cosine,mae,n_active_truth_signatures,n_active_predicted_signatures
DBS,locked_uga,NNLS,SP1003,1.0,0.5440924132201413,0.0625544951232294,1,4
DBS,locked_uga,NNLS,SP10084,1.0,0.367483724723131,0.0674494662777134,3,2
DBS,locked_uga,NNLS,SP101515,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP101523,1.0,0.1999200231174155,0.0650629795493098,3,2
DBS,locked_uga,NNLS,SP101526,1.0,0.2834977365873032,0.073270013568521,4,5
DBS,locked_uga,NNLS,SP101532,3.0,0.9520235248147596,0.0163681094759118,2,3
DBS,locked_uga,NNLS,SP101536,1.0,0.0,0.0909090909090909,1,1
DBS,locked_uga,NNLS,SP101552,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP101580,2.0,0.2622181452967073,0.0663287345638131,2,2
DBS,locked_uga,NNLS,SP101584,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP101610,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP101628,1.0,0.3263266710712357,0.0650629795493098,3,2
DBS,locked_uga,NNLS,SP101634,1.0,0.1612844516808908,0.0672727272727272,3,2
DBS,locked_uga,NNLS,SP101642,1.0,0.3201826973742719,0.0684931506849315,5,4
DBS,locked_uga,NNLS,SP101662,1.0,0.3726129055334305,0.058898847631242,2,3
DBS,locked_uga,NNLS,SP101670,1.0,0.3105500358239066,0.0650629795493098,2,2
DBS,locked_uga,NNLS,SP101678,2.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP101686,1.0,0.0037893516886698,0.090175165624812,3,4
DBS,locked_uga,NNLS,SP101690,1.0,0.0,0.0909090909090909,2,3
DBS,locked_uga,NNLS,SP101700,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP101716,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP101740,1.0,0.0,0.0909090909090909,3,2
DBS,locked_uga,NNLS,SP101881,2.0,0.7456233471648062,0.0409330603735504,2,4
DBS,locked_uga,NNLS,SP101891,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP101921,1.0,0.3604451120251579,0.0655594405594405,2,2
DBS,locked_uga,NNLS,SP102015,2.0,0.2698874200136817,0.0659619450317124,3,4
DBS,locked_uga,NNLS,SP102035,1.0,0.0,0.0909090909090909,3,2
DBS,locked_uga,NNLS,SP102045,3.0,0.3140762965965377,0.0669291338582677,3,4
DBS,locked_uga,NNLS,SP102064,1.0,0.1928758694387533,0.081108387626231,1,5
DBS,locked_uga,NNLS,SP102074,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP102084,1.0,0.2210200752306857,0.0650629795493098,4,2
DBS,locked_uga,NNLS,SP102113,1.0,0.0,0.0909090909090909,4,3
DBS,locked_uga,NNLS,SP102133,1.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP102143,2.0,0.7963765635959076,0.0409090909090909,4,2
DBS,locked_uga,NNLS,SP102187,2.0,0.0,0.0909090909090909,1,1
DBS,locked_uga,NNLS,SP102489,1.0,0.0,0.0909090909090909,2,3
DBS,locked_uga,NNLS,SP102511,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP102529,1.0,0.2434217047418628,0.0728258103637349,3,2
DBS,locked_uga,NNLS,SP102611,1.0,0.3082536084142533,0.0650629795493098,2,2
DBS,locked_uga,NNLS,SP102630,2.0,0.0718752634734807,0.0836363636363636,3,5
DBS,locked_uga,NNLS,SP102633,1.0,0.2433273460281259,0.0681818181818181,2,5
DBS,locked_uga,NNLS,SP102690,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP102718,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP102733,1.0,0.1187421917633212,0.0735009671179884,4,2
DBS,locked_uga,NNLS,SP102741,2.0,0.8033181745233832,0.0413242216301342,3,3
DBS,locked_uga,NNLS,SP102755,3.0,0.753056903616924,0.0482066932092716,2,3
DBS,locked_uga,NNLS,SP102759,2.0,0.6129769691972144,0.0458628819580984,3,2
DBS,locked_uga,NNLS,SP102783,1.0,0.0,0.0909090909090909,1,1
DBS,locked_uga,NNLS,SP102795,2.0,0.0,0.0909090909090909,4,4
DBS,locked_uga,NNLS,SP102804,1.0,0.0816195292366218,0.0765550239234449,3,2
DBS,locked_uga,NNLS,SP102827,3.0,0.7536213701458642,0.0419572549191123,2,2
DBS,locked_uga,NNLS,SP102873,2.0,0.5987993043080839,0.0506396631775877,2,2
DBS,locked_uga,NNLS,SP102881,1.0,0.0674821245249776,0.0853787212626522,3,4
DBS,locked_uga,NNLS,SP102921,1.0,0.0,0.0909090909090909,3,2
DBS,locked_uga,NNLS,SP102929,1.0,0.1055692536477059,0.0751964085297418,4,2
DBS,locked_uga,NNLS,SP102957,2.0,0.527838395811902,0.0465315551701975,3,3
DBS,locked_uga,NNLS,SP102965,1.0,0.0,0.0909090909090909,2,4
DBS,locked_uga,NNLS,SP102973,3.0,0.5506915594416595,0.0561166050950292,2,4
DBS,locked_uga,NNLS,SP102989,2.0,0.2650926321199727,0.0762557436247841,1,4
DBS,locked_uga,NNLS,SP103005,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP103021,2.0,0.5199321026996906,0.0449954086317722,3,4
DBS,locked_uga,NNLS,SP103037,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP103045,2.0,0.769443333032772,0.0424331679726244,3,5
DBS,locked_uga,NNLS,SP103057,2.0,0.9845408946883842,0.0184023267055696,1,5
DBS,locked_uga,NNLS,SP103065,3.0,0.5881673053322755,0.0510667905821582,4,6
DBS,locked_uga,NNLS,SP103080,3.0,0.0,0.0909090909090909,3,6
DBS,locked_uga,NNLS,SP103100,1.0,0.4996820764948898,0.0610412985792231,3,2
DBS,locked_uga,NNLS,SP103140,2.0,0.8008046353867513,0.0378787878787878,3,2
DBS,locked_uga,NNLS,SP103156,3.0,0.8944271909999159,0.0374331550802138,3,1
DBS,locked_uga,NNLS,SP103221,2.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP103233,1.0,0.0,0.0909090909090909,1,1
DBS,locked_uga,NNLS,SP103261,2.0,0.4975153112699749,0.0558395521850309,3,4
DBS,locked_uga,NNLS,SP103300,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP103408,1.0,0.4692809539244485,0.0564111589383112,3,2
DBS,locked_uga,NNLS,SP103428,2.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP103444,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP103455,1.0,0.2942755005743219,0.0671595007984692,3,2
DBS,locked_uga,NNLS,SP103507,2.0,0.8312298243129662,0.0287598531879692,2,3
DBS,locked_uga,NNLS,SP103515,1.0,0.9585743374816392,0.0194953399067327,2,4
DBS,locked_uga,NNLS,SP103523,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP103535,4.0,0.0118262935682587,0.0889284610611731,3,4
DBS,locked_uga,NNLS,SP103575,2.0,0.0623775070066645,0.0845865013906344,2,4
DBS,locked_uga,NNLS,SP103595,2.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP103603,2.0,0.0268091219045073,0.0890156988549384,1,3
DBS,locked_uga,NNLS,SP103679,1.0,0.9564317047233476,0.0194953399067327,2,4
DBS,locked_uga,NNLS,SP103685,1.0,0.2866659170957424,0.0671595007984692,4,2
DBS,locked_uga,NNLS,SP103694,2.0,0.3421510787090025,0.0641344956413449,3,3
DBS,locked_uga,NNLS,SP103706,2.0,0.121366596799026,0.0757575757575757,3,3
DBS,locked_uga,NNLS,SP103715,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP103826,3.0,0.842008012080645,0.0343847836761148,3,3
DBS,locked_uga,NNLS,SP103866,16.0,0.9979323703018168,0.0093961753750539,1,5
DBS,locked_uga,NNLS,SP103894,79.0,0.9987123827581688,0.0076552875105659,1,5
DBS,locked_uga,NNLS,SP104056,110.0,0.9993703254565366,0.004258243046862,1,3
DBS,locked_uga,NNLS,SP104330,3.0,1.0,0.0,1,1
DBS,locked_uga,NNLS,SP104530,17.0,0.9771105076555302,0.0253449870856821,1,6
DBS,locked_uga,NNLS,SP10470,1.0,0.2792417009130049,0.0659340659340659,4,3
DBS,locked_uga,NNLS,SP105018,4.0,0.1868119155368266,0.0715027486744657,3,5
DBS,locked_uga,NNLS,SP105086,1.0,0.3548810801388054,0.0650629795493098,2,2
DBS,locked_uga,NNLS,SP105375,1.0,0.0,0.0909090909090909,3,4
DBS,locked_uga,NNLS,SP1059,5.0,0.5224625632903022,0.0654609706855505,1,4
DBS,locked_uga,NNLS,SP106560,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP106577,2.0,0.8933320316931529,0.0293619424054206,4,2
DBS,locked_uga,NNLS,SP106631,3.0,0.5331689399861629,0.0561166050950292,2,4
DBS,locked_uga,NNLS,SP106656,2.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP106825,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP106829,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP106998,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP107007,1.0,0.6391539841110281,0.0508824300691665,2,5
DBS,locked_uga,NNLS,SP107012,1.0,0.989377740443728,0.0122898432999379,1,3
DBS,locked_uga,NNLS,SP107019,2.0,0.1637563363798573,0.0819372107081282,1,4
DBS,locked_uga,NNLS,SP107037,2.0,0.3333810611929613,0.0595937517529858,2,3
DBS,locked_uga,NNLS,SP107047,4.0,0.0,0.0909090909090909,1,5
DBS,locked_uga,NNLS,SP107052,2.0,0.0,0.0909090909090909,2,3
DBS,locked_uga,NNLS,SP107056,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP107071,3.0,0.0,0.0909090909090909,2,5
DBS,locked_uga,NNLS,SP107076,4.0,0.8514857521006506,0.0288557849968944,2,2
DBS,locked_uga,NNLS,SP107091,2.0,0.5057882114061143,0.0461816238117622,2,2
DBS,locked_uga,NNLS,SP107094,2.0,0.6847233057255333,0.0422931735679496,3,2
DBS,locked_uga,NNLS,SP107101,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP107111,2.0,0.4650017774727343,0.0657118315919814,2,4
DBS,locked_uga,NNLS,SP107119,2.0,0.517420977222654,0.0545938100641176,2,3
DBS,locked_uga,NNLS,SP107121,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP107123,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP107136,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP107155,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP107371,1.0,0.0452916090405486,0.0853787212626522,5,4
DBS,locked_uga,NNLS,SP107403,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP107407,1.0,0.7226682491700331,0.0527879295484765,1,4
DBS,locked_uga,NNLS,SP107607,1.0,0.0,0.0909090909090909,2,3
DBS,locked_uga,NNLS,SP107640,1.0,0.0446740105840149,0.081108387626231,2,5
DBS,locked_uga,NNLS,SP108020,1.0,0.0,0.0909090909090909,3,2
DBS,locked_uga,NNLS,SP108068,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP108123,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP1086,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP109301,2.0,0.884780155488386,0.0387176508662998,1,5
DBS,locked_uga,NNLS,SP109384,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP109470,3.0,0.0,0.0909090909090909,3,4
DBS,locked_uga,NNLS,SP109649,1.0,0.3269228833211605,0.0671595007984692,2,2
DBS,locked_uga,NNLS,SP109941,1.0,0.9443978172093982,0.0194953399067327,2,4
DBS,locked_uga,NNLS,SP110770,1.0,0.1499400173380616,0.0735930735930736,5,2
DBS,locked_uga,NNLS,SP110822,2.0,0.0781763913103396,0.0840521277092178,4,4
DBS,locked_uga,NNLS,SP110824,1.0,0.4433128963568713,0.0596252560161732,3,5
DBS,locked_uga,NNLS,SP110842,1.0,0.0,0.0909090909090909,6,2
DBS,locked_uga,NNLS,SP110845,1.0,0.3938605598855856,0.0739260739260739,5,1
DBS,locked_uga,NNLS,SP110851,1.0,0.0,0.0909090909090909,5,1
DBS,locked_uga,NNLS,SP110853,1.0,0.25637864239655,0.0772335238623575,5,2
DBS,locked_uga,NNLS,SP110855,2.0,0.1284123686343393,0.0736461604099274,7,5
DBS,locked_uga,NNLS,SP110857,1.0,0.0774236887626664,0.0764462809917355,4,2
DBS,locked_uga,NNLS,SP110859,3.0,0.165865727961404,0.0718112944107958,6,4
DBS,locked_uga,NNLS,SP110865,2.0,0.0,0.0909090909090909,5,3
DBS,locked_uga,NNLS,SP111004,1.0,0.5862709838889071,0.0550964187327823,5,4
DBS,locked_uga,NNLS,SP111011,1.0,0.3038079821292744,0.0796536796536796,7,1
DBS,locked_uga,NNLS,SP111015,1.0,0.2175991435562025,0.0798686710045024,5,3
DBS,locked_uga,NNLS,SP111017,1.0,0.5988097125001178,0.0511488278199669,6,3
DBS,locked_uga,NNLS,SP111029,1.0,0.2281911587333504,0.0719933474429938,5,4
DBS,locked_uga,NNLS,SP111030,2.0,0.2035001443990748,0.0745658835546476,5,2
DBS,locked_uga,NNLS,SP111035,1.0,0.0,0.0909090909090909,5,1
DBS,locked_uga,NNLS,SP111038,1.0,0.5248204870512186,0.0579420579420579,5,4
DBS,locked_uga,NNLS,SP111040,2.0,0.2723592885789221,0.075098814229249,5,4
DBS,locked_uga,NNLS,SP111047,1.0,0.0,0.0909090909090909,4,3
DBS,locked_uga,NNLS,SP111051,1.0,0.1538853128062545,0.0831523438533927,5,3
DBS,locked_uga,NNLS,SP111056,2.0,0.5959613769895936,0.0500468797970397,6,2
DBS,locked_uga,NNLS,SP111058,1.0,0.0,0.0909090909090909,7,1
DBS,locked_uga,NNLS,SP111066,3.0,0.0,0.0909090909090909,4,5
DBS,locked_uga,NNLS,SP111077,1.0,0.5183324557009324,0.0471430355040523,5,4
DBS,locked_uga,NNLS,SP111084,2.0,0.5338197759025051,0.0680423870607919,5,1
DBS,locked_uga,NNLS,SP111089,1.0,0.2844416505910487,0.0764333139712385,5,2
DBS,locked_uga,NNLS,SP111091,3.0,0.1490498187722419,0.0757575757575757,6,5
DBS,locked_uga,NNLS,SP111092,4.0,0.0,0.0909090909090908,4,4
DBS,locked_uga,NNLS,SP111094,2.0,1.0,0.0,1,1
DBS,locked_uga,NNLS,SP111098,1.0,0.194155440507172,0.081967213114754,5,1
DBS,locked_uga,NNLS,SP111114,2.0,0.0122741395983221,0.0877830478842356,7,5
DBS,locked_uga,NNLS,SP111126,1.0,0.3035405945864373,0.0650629795493098,2,2
DBS,locked_uga,NNLS,SP111154,1.0,0.2618623156079529,0.0650629795493098,3,2
DBS,locked_uga,NNLS,SP111164,1.0,0.2096479109342204,0.0815329106550121,6,3
DBS,locked_uga,NNLS,SP111168,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP111170,1.0,0.5048993827245617,0.0618955512572533,6,4
DBS,locked_uga,NNLS,SP111173,1.0,0.015364253209473,0.0851759655774558,6,4
DBS,locked_uga,NNLS,SP111175,1.0,0.1919039737463673,0.0748165004723119,8,5
DBS,locked_uga,NNLS,SP112051,1.0,0.1084973008475012,0.0803099350004558,2,3
DBS,locked_uga,NNLS,SP112125,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP112130,1.0,0.6654153162222555,0.0466550114656632,2,2
DBS,locked_uga,NNLS,SP112133,5.0,0.8906912713239402,0.0242914979757085,3,3
DBS,locked_uga,NNLS,SP112138,1.0,0.0,0.0909090909090909,2,3
DBS,locked_uga,NNLS,SP112141,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP112152,1.0,0.642086815211171,0.0536720081910648,3,2
DBS,locked_uga,NNLS,SP112156,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP112160,1.0,0.912972315698281,0.0268619702822477,2,2
DBS,locked_uga,NNLS,SP112168,2.0,0.2464638425052954,0.0694715637755462,2,5
DBS,locked_uga,NNLS,SP112170,3.0,0.6390597854168901,0.0447136671372959,2,3
DBS,locked_uga,NNLS,SP112178,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP112188,2.0,0.3664571434786785,0.0619191396207886,2,4
DBS,locked_uga,NNLS,SP112190,4.0,0.915883885154562,0.0290634380613835,3,5
DBS,locked_uga,NNLS,SP112192,4.0,0.385813474001654,0.0635805911879531,2,3
DBS,locked_uga,NNLS,SP112194,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP112196,3.0,0.4203994853121828,0.0596600854247527,3,4
DBS,locked_uga,NNLS,SP112201,1.0,0.5330050555568506,0.0557575757575757,2,2
DBS,locked_uga,NNLS,SP112205,1.0,0.0,0.0909090909090909,1,4
DBS,locked_uga,NNLS,SP112210,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP112213,2.0,0.2911377891042911,0.0694603917800982,2,4
DBS,locked_uga,NNLS,SP112215,3.0,0.7826091363148168,0.0519302482351039,1,4
DBS,locked_uga,NNLS,SP112217,3.0,0.9508644215069773,0.0228175166580648,1,3
DBS,locked_uga,NNLS,SP112224,1.0,0.1753377441413512,0.0650629795493098,2,2
DBS,locked_uga,NNLS,SP112228,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP112252,2.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP112265,1.0,0.7651620586467455,0.0401304355630969,2,2
DBS,locked_uga,NNLS,SP112268,3.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP112269,2.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP112273,2.0,0.5693766669281649,0.0514331696522975,2,3
DBS,locked_uga,NNLS,SP112283,2.0,0.6076869251011869,0.0461816238117622,2,2
DBS,locked_uga,NNLS,SP112288,1.0,0.8820467563709607,0.030358887615122,2,2
DBS,locked_uga,NNLS,SP112290,1.0,0.8250639824155923,0.0355783356162601,2,2
DBS,locked_uga,NNLS,SP112310,2.0,0.1214211482662607,0.0825552578074682,1,3
DBS,locked_uga,NNLS,SP112777,1.0,0.0234900703772269,0.0832625318606627,3,5
DBS,locked_uga,NNLS,SP112783,1.0,0.3821136619331869,0.063183937085498,2,2
DBS,locked_uga,NNLS,SP112811,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP112843,1.0,0.0603989213374745,0.08310935854483,3,6
DBS,locked_uga,NNLS,SP112873,1.0,0.3634989623410795,0.0564111589383112,3,2
DBS,locked_uga,NNLS,SP112887,1.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP112905,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP112913,1.0,0.0459609273678899,0.0828282828282828,3,2
DBS,locked_uga,NNLS,SP112953,1.0,0.6610641823362107,0.0469216070401767,2,2
DBS,locked_uga,NNLS,SP112963,1.0,0.5751080248351788,0.0508824300691665,2,5
DBS,locked_uga,NNLS,SP112971,1.0,0.4073065429433696,0.0681818181818181,3,2
DBS,locked_uga,NNLS,SP112973,1.0,0.0343689496720563,0.0802139037433155,3,3
DBS,locked_uga,NNLS,SP112995,1.0,0.9994452141263946,0.0029317653938408,1,2
DBS,locked_uga,NNLS,SP114016,2.0,0.362243261866027,0.0644784375155873,2,4
DBS,locked_uga,NNLS,SP1144,3.0,0.0,0.0909090909090909,2,2
DBS,locked_uga,NNLS,SP114921,3.0,0.1461191564819901,0.0822821661398047,1,3
DBS,locked_uga,NNLS,SP114924,2.0,0.5660919470170369,0.0538969764782445,1,2
DBS,locked_uga,NNLS,SP114926,2.0,0.0,0.0909090909090909,1,3
DBS,locked_uga,NNLS,SP114930,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP114932,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP114934,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP114935,2.0,0.0,0.0909090909090909,1,3
DBS,locked_uga,NNLS,SP114962,1.0,0.4134124647314466,0.0716577540106951,4,2
DBS,locked_uga,NNLS,SP114968,2.0,0.0,0.0909090909090909,3,2
DBS,locked_uga,NNLS,SP114987,1.0,0.7694686304528037,0.0508824300691665,1,5
DBS,locked_uga,NNLS,SP114991,1.0,0.7694686304528037,0.0508824300691665,1,5
DBS,locked_uga,NNLS,SP114992,1.0,0.5334656753907518,0.0508824300691665,2,5
DBS,locked_uga,NNLS,SP114994,1.0,0.5295948119435682,0.0508824300691665,2,5
DBS,locked_uga,NNLS,SP114996,1.0,0.7694686304528037,0.0508824300691665,1,5
DBS,locked_uga,NNLS,SP115498,2.0,0.0,0.0909090909090909,1,5
DBS,locked_uga,NNLS,SP115501,1.0,0.7626076997026491,0.0473074690559199,3,2
DBS,locked_uga,NNLS,SP116228,1.0,0.0,0.0909090909090909,2,3
DBS,locked_uga,NNLS,SP116252,1.0,0.10978686956011,0.081108387626231,2,5
DBS,locked_uga,NNLS,SP116261,1.0,0.8439715844899854,0.0346061113666583,3,4
DBS,locked_uga,NNLS,SP116296,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP116339,3.0,0.0,0.0909090909090909,4,4
DBS,locked_uga,NNLS,SP116341,1.0,0.1297200185663257,0.0738636363636363,4,2
DBS,locked_uga,NNLS,SP116343,1.0,0.3348247650912125,0.0752351097178683,5,1
DBS,locked_uga,NNLS,SP116349,1.0,0.6765696666841536,0.0378787878787878,3,4
DBS,locked_uga,NNLS,SP116357,3.0,0.4888194566140371,0.0665188470066518,4,4
DBS,locked_uga,NNLS,SP116359,2.0,0.52546543065308,0.0640204865556978,5,3
DBS,locked_uga,NNLS,SP116363,1.0,0.2424644375425352,0.0668449878544454,4,2
DBS,locked_uga,NNLS,SP116365,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP116367,1.0,0.0,0.0909090909090909,4,3
DBS,locked_uga,NNLS,SP116369,1.0,0.4891059086551204,0.0564694751368513,4,5
DBS,locked_uga,NNLS,SP116373,1.0,0.3506692085716814,0.0722882079892568,4,3
DBS,locked_uga,NNLS,SP116379,1.0,0.0838658141644932,0.07734982755596,4,3
DBS,locked_uga,NNLS,SP116385,1.0,0.4247520789717947,0.0606060606060606,4,3
DBS,locked_uga,NNLS,SP116469,2.0,0.5440924132201413,0.0625544951232294,1,4
DBS,locked_uga,NNLS,SP116518,2.0,0.7653944215464364,0.0379790162393084,2,3
DBS,locked_uga,NNLS,SP116520,1.0,0.0,0.0909090909090909,3,2
DBS,locked_uga,NNLS,SP116578,1.0,0.0,0.0909090909090909,1,1
DBS,locked_uga,NNLS,SP116582,1.0,0.32857053602594,0.0618205698389505,3,4
DBS,locked_uga,NNLS,SP116589,1.0,0.5318112267989542,0.0625931445603576,3,2
DBS,locked_uga,NNLS,SP116596,1.0,0.989377740443728,0.0122898432999379,1,3
DBS,locked_uga,NNLS,SP116604,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP116606,2.0,0.7270516026676882,0.0478468899521531,3,3
DBS,locked_uga,NNLS,SP116610,2.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP116614,1.0,0.0,0.0909090909090909,4,2
DBS,locked_uga,NNLS,SP116618,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP116635,1.0,0.0,0.0909090909090909,1,3
DBS,locked_uga,NNLS,SP116642,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP116654,2.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP116659,1.0,0.0,0.0909090909090909,4,3
DBS,locked_uga,NNLS,SP116668,2.0,0.0,0.0909090909090909,4,3
DBS,locked_uga,NNLS,SP116670,4.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP116676,1.0,0.2507147699928507,0.0666349357448834,4,2
DBS,locked_uga,NNLS,SP116686,1.0,0.0,0.0909090909090909,3,5
DBS,locked_uga,NNLS,SP116690,2.0,0.0,0.0909090909090909,5,4
DBS,locked_uga,NNLS,SP116694,4.0,0.0301624335221304,0.0848156344366363,4,5
DBS,locked_uga,NNLS,SP116697,9.0,0.8856836224949085,0.0370293322238402,3,1
DBS,locked_uga,NNLS,SP116715,7.0,0.3981357872761293,0.0599604739738204,3,6
DBS,locked_uga,NNLS,SP116718,1.0,0.1116209217822823,0.0840046029919447,5,4
DBS,locked_uga,NNLS,SP116726,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP116746,1.0,0.0454434677684042,0.0833333333333333,3,2
DBS,locked_uga,NNLS,SP116772,1.0,0.0,0.0909090909090909,2,1
DBS,locked_uga,NNLS,SP116799,1.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP116949,2.0,0.630528288755463,0.0598669623059867,4,1
DBS,locked_uga,NNLS,SP116965,1.0,0.3316390636522731,0.0748874128821257,4,1
DBS,locked_uga,NNLS,SP117011,1.0,0.0,0.0909090909090909,1,4
DBS,locked_uga,NNLS,SP117113,1.0,0.8036246359128835,0.0425227800607046,3,2
DBS,locked_uga,NNLS,SP117127,1.0,0.5803902700674398,0.0519480519480519,2,3
DBS,locked_uga,NNLS,SP117158,1.0,0.5076730825668095,0.0641711229946524,3,1
DBS,locked_uga,NNLS,SP117245,1.0,0.0,0.0909090909090909,3,1
DBS,locked_uga,NNLS,SP117312,1.0,0.0,0.0909090909090908,3,3
DBS,locked_uga,NNLS,SP117331,1.0,0.1003006937646242,0.07734982755596,4,3
DBS,locked_uga,NNLS,SP117351,1.0,0.0,0.0909090909090909,4,1
DBS,locked_uga,NNLS,SP117363,1.0,0.6613104203915907,0.05321796722648,3,2
DBS,locked_uga,NNLS,SP117376,1.0,0.0,0.0909090909090909,4,2
DBS,locked_uga,NNLS,SP117412,1.0,0.4080683457540145,0.0600440860741246,4,5
DBS,locked_uga,NNLS,SP117441,1.0,0.0,0.0909090909090909,3,3
DBS,locked_uga,NNLS,SP117482,1.0,0.153760616402062,0.0811591436970682,4,2
DBS,locked_uga,NNLS,SP117509,2.0,0.0351412712276719,0.0837542157286069,4,4
DBS,locked_uga,NNLS,SP117538,2.0,0.166932906169475,0.0738452808253208,5,6
DBS,locked_uga,NNLS,SP117552,2.0,0.0,0.0909090909090909,1,2
DBS,locked_uga,NNLS,SP117556,1.0,0.0,0.0909090909090909,1,1
DBS,locked_uga,NNLS,SP117595,1.0,0.1574207900939897,0.0681818181818181,3,2
DBS,locked_uga,NNLS,SP117598,1.0,0.3379368331754411,0.0749999999999999,4,3
DBS,locked_uga,NNLS,SP117614,2.0,0.6812666477484646,0.0515694817702848,4,4
DBS,locked_uga,NNLS,SP117621,2.0,0.0,0.0909090909090909,1,3
DBS,locked_uga,NNLS,SP117629,2.0,0.0,0.0909090909090909,4,3
DBS,locked_uga,NNLS,SP117643,1.0,0.5565163251836689,0.062593618313361,4,2
DBS,locked_uga,NNLS,SP117648,1.0,0.3549797161080863,0.0650629795493098,2,2
