benchmark,endpoint,task,representation,learner,metric,score,balanced_accuracy,accuracy,macro_f1,n_samples,n_classes,n_features,n_folds,split_strategy,tuning,landmark_mode,n_landmarks,base_sigma,sigma_multiplier,kernel_sigma,delta_vs_standard,auroc,auprc,mae,r2,folds,repeats,oof_aggregate,linear_solver,xgb_tree_method,cache_key,cache_status,oof_prediction_file,fold_metrics_file,kme_version,kme_config_id,sigma_strategy,sigma_multipliers_selected,modality_strategy,landmark_sampling,kernel_weighting,inventory_cache_key
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.7181194992533283,0.6793441997902965,0.6994818652849741,0.6655187611584632,772,2,775,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,-0.012673561465383,0.7181194992533283,0.4788609339313029,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_884aa70ab0d12e31e96ca752,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c4dfea9f4242a21c8482923b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.6920018746226924,0.6735773520160138,0.6813471502590673,0.6531819775596073,772,2,519,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,0.5,3.1222423315048218,-0.0387911860960189,0.6920018746226924,0.4586035160746378,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_809e171a1ce4f84abbbb664c,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_0377f7c14bfc89b444054df5,single,0.5,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.6737799065865981,0.6550853112191403,0.6606217616580311,0.6335026925948206,772,2,775,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,2.0,12.488969326019289,-0.0570131541321131,0.6737799065865981,0.4331945637321041,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_5f4f6195abdfa744ef6dacb9,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_b7e4a7981a3e3c6165ac503d,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.699702919963143,0.6838004003431513,0.6955958549222798,0.6656610574929556,772,2,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0310901407555682,0.699702919963143,0.4559475694629954,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_d7e0ca2e0c064777a6818f10,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_99c47f92aeebe2e7682ff16a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.872620976710196,0.7996775013503639,0.8251295336787565,0.7957011379340763,772,2,1031,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.5,3.1222423315048218,-0.0113668859022019,0.872620976710196,0.7738898268222756,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_f1d706f50aacfaa8fba227fc,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_dee858299691b651a9f97483,single,0.5,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8645823404187718,0.7891764369459536,0.8121761658031088,0.7825390134023883,772,2,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0194055221936261,0.8645823404187718,0.7586802207901364,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_6e5c1859ade9cd7c087068fd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_68e6568a014ae50e37d9c59a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.870897277031106,0.7858323007021892,0.810880829015544,0.7803056291907065,772,2,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,1.0,6.244484663009644,-0.0130905855812919,0.870897277031106,0.7649660021387568,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_0d050cb7313e4709c150ddab,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_462c680d997697f89a9d8d4b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8757268134591555,0.8019016299685444,0.8147668393782384,0.7891689249708282,772,2,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,1.0,6.164413928985596,-0.0082610491532424,0.8757268134591555,0.7665338227282315,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_585c403432586a6ea9d34959,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d143b9365a58b8adca046610,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8519048072951418,0.7689209798875227,0.7940414507772021,0.7620678626464688,772,2,775,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,-0.032083055317256,0.8519048072951418,0.7538114642621052,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_884aa70ab0d12e31e96ca752,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c4dfea9f4242a21c8482923b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8515553013694277,0.7869443650112795,0.805699481865285,0.777225437084462,772,2,263,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,0.25,1.5611211657524109,-0.0324325612429702,0.8515553013694277,0.7572805977179975,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_63e6eda4df3392a0d9ca737a,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_6fe7a0575f68adb76ce9cee0,single,0.25,stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8652972389031867,0.7868490452133574,0.8005181347150259,0.773644969422803,772,2,132,5,5-fold StratifiedKFold,optuna,128,128,6.164413928985596,0.5,3.082206964492798,-0.0186906237092112,0.8652972389031867,0.7694345460532818,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_10d753d4bb19db8878cf5c9e,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_0a32add0dd845d8eeeac0b54,single,0.5,mixed,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8513805484065706,0.7723604359292091,0.8005181347150259,0.7677442545576733,772,2,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.25,1.5611211657524109,-0.0326073142058273,0.8513805484065706,0.7459468563835938,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_48102e8a28abb4b0cebc8bdd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d367d79886670dca7baa7174,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8698646458869507,0.7905665173323166,0.805699481865285,0.7786206421913116,772,2,132,5,5-fold StratifiedKFold,optuna,128,128,6.164413928985596,2.0,12.328827857971191,-0.0141232167254472,0.8698646458869507,0.7747458871939884,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_42ee0f2a0a2e8f4b8232068f,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_463e3b66b9bafb43fd0b91be,single,2.0,mixed,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,xgboost,auroc,0.8682362660057827,0.7927032694690688,0.8069948186528497,0.7803228658786951,772,2,132,5,5-fold StratifiedKFold,optuna,128,128,6.164413928985596,4.0,24.657655715942383,-0.0157515966066151,0.8682362660057827,0.776219858037277,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_df2cb60c9ec1b915402f1f5c,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_130c8cae8b014159f961eab7,single,4.0,mixed,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.7866830954428561,0.4506568421821875,0.4761991944342731,0.4721976461258922,5462,10,1031,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.5,3.1222423315048218,-0.0897609765535462,0.7866830954428561,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_f1d706f50aacfaa8fba227fc,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_dee858299691b651a9f97483,single,0.5,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.7657236097630888,0.4130354661830637,0.4469058952764555,0.4397348012379477,5462,10,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.1107204622333134,0.7657236097630888,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_6e5c1859ade9cd7c087068fd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_68e6568a014ae50e37d9c59a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.7816609381127652,0.440253530917326,0.4683266202856097,0.4686344831037143,5462,10,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,1.0,6.244484663009644,-0.0947831338836371,0.7816609381127652,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_0d050cb7313e4709c150ddab,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_462c680d997697f89a9d8d4b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.8181068571496424,0.4020727248665953,0.4264005858659832,0.4347392550689423,5462,10,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,1.0,6.164413928985596,-0.0583372148467599,0.8181068571496424,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_585c403432586a6ea9d34959,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d143b9365a58b8adca046610,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.8059487534163908,0.4796546889798854,0.5036616623947272,0.5099335055942654,5462,10,775,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,-0.0704953185800114,0.8059487534163908,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_884aa70ab0d12e31e96ca752,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c4dfea9f4242a21c8482923b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.7863646887453027,0.4455667737011186,0.4741852801171732,0.4752033704875529,5462,10,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,0.5,3.1222423315048218,-0.0900793832510995,0.7863646887453027,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_69f230cde6575e97429fec92,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_a28bfbb5243726a4c965f85c,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.8612185566934778,0.476070451542979,0.4798608568290003,0.4981050189237595,5462,10,132,5,5-fold StratifiedKFold,optuna,128,128,6.164413928985596,0.5,3.082206964492798,-0.0152255153029244,0.8612185566934778,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_8e52b16f6087a10b07968286,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_e3d99edf320791daea1057fd,single,0.5,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.816617891462679,0.3946997858410715,0.4229220065909923,0.4299999291966861,5462,10,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,2.0,12.328827857971191,-0.0598261805337232,0.816617891462679,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_eb23d4dd531ee2f0e7e880f4,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_3b80d89bb90a219c7122bcf4,single,2.0,mixed,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.8062873493812901,0.4805284517452574,0.5032954961552545,0.5077980461613139,5462,10,775,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,0.5,3.1222423315048218,-0.0701567226151121,0.8062873493812901,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_7d05770b8bf347a1425d1072,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_fbf9dc328c18085f6347845a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,linear,macro_auroc,0.7613329943896756,0.4105619616416537,0.4421457341633101,0.434851554471418,5462,10,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.25,1.5611211657524109,-0.1151110776067266,0.7613329943896756,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_515b8ee4c510d98b505825ac,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_96dff434920b293c35320617,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.919235179013316,0.6142847965506985,0.6206517759062614,0.6216125327832098,5462,10,1031,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.5,3.1222423315048218,-0.0044463998612832,0.919235179013316,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_f1d706f50aacfaa8fba227fc,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_dee858299691b651a9f97483,single,0.5,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9201393093849904,0.617033985936167,0.6235811058220432,0.6246769375820673,5462,10,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0035422694896088,0.9201393093849904,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_6e5c1859ade9cd7c087068fd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_68e6568a014ae50e37d9c59a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9190776600571609,0.615268989868858,0.6206517759062614,0.6220157761720259,5462,10,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,1.0,6.244484663009644,-0.0046039188174383,0.9190776600571609,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_0d050cb7313e4709c150ddab,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_462c680d997697f89a9d8d4b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9135656763945944,0.5962017146213899,0.6027096301720981,0.6015695267768253,5462,10,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,1.0,6.164413928985596,-0.0101159024800047,0.9135656763945944,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_585c403432586a6ea9d34959,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d143b9365a58b8adca046610,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9191354878546912,0.6142907906367416,0.6206517759062614,0.6240253070944075,5462,10,775,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,-0.0045460910199079,0.9191354878546912,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_884aa70ab0d12e31e96ca752,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c4dfea9f4242a21c8482923b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9126364909728686,0.593444315182331,0.5994141340168436,0.5991913879890556,5462,10,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,2.0,12.328827857971191,-0.0110450879017306,0.9126364909728686,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_2c5f5f4c9fc1d21ebad14a16,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_e84f96219bbd89d4530f8138,single,2.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.911353357369712,0.5901540899485208,0.5961186378615891,0.5965690814165281,5462,10,263,5,5-fold StratifiedKFold,optuna,128,256,6.244484663009644,4.0,24.97793865203857,-0.0123282215048873,0.911353357369712,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_f9ea2a96678cb111cc35c4b5,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_6fe55ba1e46a67fc9a2277dd,single,4.0,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9112223978551044,0.5869112091874787,0.5941047235444892,0.5939612479196328,5462,10,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0124591810194947,0.9112223978551044,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_2131734eeff4b6631d0d4a1f,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_7908b2019ab934bfe559e167,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9086523812815688,0.5777090483926378,0.5842182350787257,0.5839680471406534,5462,10,780,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,0.5,3.082206964492798,-0.0150291975930304,0.9086523812815688,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_5556d3f5c8345ab81398b186,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_60bb93667ae366f8ee0a8147,multiscale_0.5_1_2,"0.5,1.0,2.0",mixed,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9078632646868094,0.5794280703114307,0.5853167337971439,0.5855556738643498,5462,10,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,4.0,24.657655715942383,-0.0158183141877897,0.9078632646868094,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_2f756df2c6c3d9fb512626fa,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_bb974f622a2bb4927e6be886,single,4.0,mixed,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9234746316382868,0.6231440806251722,0.6299890150128158,0.6337937757789258,5462,10,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0002069472363123,0.9234746316382868,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_41bfdfae93237acd7980282e,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_871718b1209f4a1e52cd278c,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9346565077311748,0.6651328544812785,0.6711827169534968,0.6751474634875124,5462,10,1031,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.25,1.5611211657524109,0.0109749288565755,0.9346565077311748,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_01460cba2b1e79430a82e11e,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_b373107c693a13a4759981ee,single,0.25,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9191737250686518,0.6128989593156078,0.6191871109483705,0.6201266102995704,5462,10,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,0.25,1.5611211657524109,-0.0045078538059474,0.9191737250686518,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_0fe4d04652c43b6676dcc5f4,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_e336076dd75524a37f5da686,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme_v2,xgboost,macro_auroc,0.9077353585877914,0.5806184438588747,0.5886122299523984,0.5882665250270397,5462,10,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,4.0,24.97793865203857,-0.0159462202868078,0.9077353585877914,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_39259f0aeabbb5091150a117,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_bfd307d9291a90a198170fab,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,os_event,binary,one_hot_event_kme_v2,linear,auroc,0.5346922837057135,0.5210947492175502,0.5223394812111648,0.5013113494995567,10139,2,516,5,5-fold StratifiedKFold,optuna,512,512,6.164413928985596,0.25,1.541103482246399,-0.0452101727371611,0.5346922837057135,0.3239383703226767,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_087c083f618b1fdb94a2c4d2,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_46c5a8084788eb8f10508bd0,single,0.25,mixed,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
