benchmark,endpoint,task,representation,learner,metric,score,balanced_accuracy,accuracy,macro_f1,n_samples,n_classes,n_features,n_folds,split_strategy,tuning,landmark_mode,n_landmarks,base_sigma,sigma_multiplier,kernel_sigma,delta_vs_standard,auroc,auprc,mae,r2,folds,repeats,oof_aggregate,linear_solver,xgb_tree_method,cache_key,cache_status,oof_prediction_file,fold_metrics_file,kme_version,kme_config_id,sigma_strategy,sigma_multipliers_selected,modality_strategy,landmark_sampling,kernel_weighting,inventory_cache_key
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme,xgboost,macro_auroc,0.9061817929466022,0.5640003803372525,0.5712193335774441,0.569076130780524,5462,10,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,2.0,8.9442720413208,-0.0174997859279969,0.9061817929466022,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_c64be60c54f9ed906c68c317,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,cancer_type_top10,multiclass,one_hot_event_kme,xgboost,macro_auroc,0.9049952372798932,0.5599016374667158,0.5690223361406078,0.5649402935136092,5462,10,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,0.25,1.1180340051651,-0.0186863415947058,0.9049952372798932,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_99a7d87ae17e83536d3e551a,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,linear,auroc,0.5180773269170273,0.5150034526179712,0.5011342341453793,0.4873424121890379,10139,2,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,0.5,2.2360680103302,-0.0618251295258472,0.5180773269170273,0.3097530581053542,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_624af94e39608d9a4346484b,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,linear,auroc,0.5345622723484416,0.5235020777083631,0.5140546404970905,0.4980217799600158,10139,2,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,1.0,4.4721360206604,-0.045340184094433,0.5345622723484416,0.3257584414848027,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_d43add3fd23ef111ffd5eaf2,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,linear,auroc,0.5492944347535816,0.5354158311465531,0.5330900483282375,0.5132899811002727,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,0.25,1.1180340051651,-0.0306080216892929,0.5492944347535816,0.3330518345431643,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_bb54ef29c76242c2a84af9c9,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,linear,auroc,0.5342825086104757,0.5230964477700155,0.5096163329716935,0.4953453867953941,10139,2,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,2.0,8.9442720413208,-0.0456199478323989,0.5342825086104757,0.3248013530812002,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_c64be60c54f9ed906c68c317,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,linear,auroc,0.5601225006078037,0.54325787254609,0.5307229509813591,0.5152929400752602,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,4.0,17.8885440826416,-0.0197799558350709,0.5601225006078037,0.3374709136408881,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_61b209b1a5c0ca16455e9d0a,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,linear,auroc,0.5490702298587972,0.5327230135629534,0.5232271427162442,0.5068623033352386,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,1.0,4.4721360206604,-0.0308322265840774,0.5490702298587972,0.3341161037629819,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_6019f6712f94d9ee50cdd810,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,xgboost,auroc,0.6407596803841282,0.6129170050733056,0.5595226353683795,0.5550636118453878,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,4.0,17.8885440826416,-0.0090453964757829,0.6407596803841282,0.4043062112348505,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_61b209b1a5c0ca16455e9d0a,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,xgboost,auroc,0.6439133432279678,0.6119923144668998,0.5601144097050991,0.5553364029125603,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,0.5,2.2360680103302,-0.0058917336319433,0.6439133432279678,0.4101536887386309,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_f2f3cd362d8eae1b6a66f09a,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,xgboost,auroc,0.640903501297228,0.6116659463406922,0.5585363448071802,0.5540495285256728,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,2.0,8.9442720413208,-0.0089015755626832,0.640903501297228,0.4048424793256894,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_59d5fde3eed8e8bf06e7d41e,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,xgboost,auroc,0.6420207470369687,0.6113667851005932,0.5596212644244994,0.5548286951844301,10139,2,68,5,5-fold StratifiedKFold,optuna,64,64,4.4721360206604,1.0,4.4721360206604,-0.0077843298229425,0.6420207470369687,0.409091327669346,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_6019f6712f94d9ee50cdd810,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,xgboost,auroc,0.6379252175222606,0.6066245653081606,0.552914488608344,0.548680823351917,10139,2,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,0.5,2.2360680103302,-0.0118798593376505,0.6379252175222606,0.4088374080136254,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_624af94e39608d9a4346484b,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,os_event,binary,one_hot_event_kme,xgboost,auroc,0.640859461867946,0.6059741879019314,0.5548870697307426,0.5500801432496982,10139,2,132,5,5-fold StratifiedKFold,optuna,128,128,4.4721360206604,4.0,17.8885440826416,-0.0089456149919652,0.640859461867946,0.4120266886350764,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_c0646102bcfd70ade02fdc7b,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,linear,macro_auroc,0.5940023853788459,0.2723377188348116,0.3513513513513513,0.2630435928227295,259,8,68,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,64,64,4.4721360206604,0.5,2.2360680103302,0.0105851824433,0.5940023853788459,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_3650787b56468c3dc46e4fa1,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,linear,macro_auroc,0.6069398724612268,0.2260682520308011,0.2934362934362934,0.2229160480892683,259,8,132,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,128,128,4.4721360206604,2.0,8.9442720413208,0.023522669525681,0.6069398724612268,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_09f286189df69d4dfa45fb80,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,linear,macro_auroc,0.6226565201728522,0.227947345824911,0.3166023166023166,0.2286790604626678,259,8,132,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,128,128,4.4721360206604,4.0,17.8885440826416,0.0392393172373064,0.6226565201728522,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_b78592624d25ab104767b531,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,linear,macro_auroc,0.5811516287847721,0.2452186745532358,0.3088803088803089,0.2454293806966146,259,8,68,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,64,64,4.4721360206604,0.25,1.1180340051651,-0.0022655741507736,0.5811516287847721,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_29a9002068209dc9c0394819,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,linear,macro_auroc,0.5477527550599424,0.1787397667433859,0.2471042471042471,0.1752895311439615,259,8,132,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,128,128,4.4721360206604,0.25,1.1180340051651,-0.0356644478756034,0.5477527550599424,,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_e1d519cc10bac9b458ba6e04,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,xgboost,macro_auroc,0.6494121075315271,0.2372475823922372,0.332046332046332,0.2294232770040738,259,8,68,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,64,64,4.4721360206604,2.0,8.9442720413208,-0.0018129191035283,0.6494121075315271,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_55cad5439e4c8c8594d05d2b,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,xgboost,macro_auroc,0.656001481830023,0.2382278049604204,0.3281853281853282,0.2397577718492108,259,8,132,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,128,128,4.4721360206604,2.0,8.9442720413208,0.0047764551949676,0.656001481830023,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_09f286189df69d4dfa45fb80,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,xgboost,macro_auroc,0.6513672341164726,0.2292384844441149,0.332046332046332,0.2181695046439628,259,8,68,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,64,64,4.4721360206604,4.0,17.8885440826416,0.0001422074814171,0.6513672341164726,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_385d4a3759e2c6048a9f49ce,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
kucab_damage_class,damage_class,multiclass_grouped,one_hot_event_kme,xgboost,macro_auroc,0.6453274873846224,0.2577133233862472,0.3513513513513513,0.2601785263449244,259,8,132,5,5-fold StratifiedGroupKFold grouped by agent_core,optuna,128,128,4.4721360206604,1.0,4.4721360206604,-0.005897539250433,0.6453274873846224,,,,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_b6925c8b2f34978c17020435,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,,,,,,,,
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5224566068788231,,,,772,85,3079,5,5-fold KFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0061968904551654,,,13.483479680174993,0.2848387840825529,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_6e5c1859ade9cd7c087068fd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_68e6568a014ae50e37d9c59a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5617095112871215,,,,772,85,1543,5,5-fold KFold,optuna,256,512,6.244484663009644,1.0,6.244484663009644,0.0330560139531329,,,12.704700229081466,0.3762687570444736,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_0d050cb7313e4709c150ddab,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_462c680d997697f89a9d8d4b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5774299015197198,,,,772,85,260,5,5-fold KFold,optuna,256,256,6.164413928985596,1.0,6.164413928985596,0.0487764041857312,,,12.138945557292878,0.40349194996881,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_585c403432586a6ea9d34959,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d143b9365a58b8adca046610,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5440776935974477,,,,772,85,775,5,5-fold KFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,0.0154241962634591,,,13.224408357254582,0.304553377693222,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_884aa70ab0d12e31e96ca752,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c4dfea9f4242a21c8482923b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5255448629063065,,,,772,85,1548,5,5-fold KFold,optuna,512,512,6.164413928985596,0.25,1.541103482246399,-0.003108634427682,,,13.082020039385464,0.3114355694458,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_e8fac89275658e317515526a,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d1039234e79562289c7dc261,multiscale_0.5_1_2,"0.5,1.0,2.0",mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5728499760205128,,,,772,85,263,5,5-fold KFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,0.0441964786865242,,,12.122401538908171,0.409712274306529,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_b8a11756aec036d00d87693f,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_a5636d7d8f38601a05ba3b17,single,1.0,stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5346132220960474,,,,772,85,1543,5,5-fold KFold,optuna,256,512,6.244484663009644,4.0,24.97793865203857,0.0059597247620588,,,12.930104291500824,0.3248375817943382,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_ce1ed500a273f01d14c8093e,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_f898fa7335ee0fe1927c9baa,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.494325076769958,,,,772,85,516,5,5-fold KFold,optuna,512,512,6.164413928985596,0.5,3.082206964492798,-0.0343284205640305,,,14.22017158745484,0.1943634338837402,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_663950cf3711f0824504aa20,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c1c47a02666bbcfde6bd4c9a,single,0.5,mixed,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5642560072068521,,,,772,85,132,5,5-fold KFold,optuna,128,128,6.164413928985596,0.5,3.082206964492798,0.0356025098728635,,,12.60397081671601,0.3701360255659937,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_1ef9f0813d995a3e0ba8b127,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_95ec62c14aa985546b132a26,single,0.5,mixed,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,linear,spearman,0.5791622455662914,,,,772,85,132,5,5-fold KFold,optuna,128,128,6.164413928985596,2.0,12.328827857971191,0.0505087482323027,,,12.071683337651386,0.4084948205408352,5.0,1.0,True,elastic_net_coordinate_descent_v1,,one_hot_event_kme_features_v2_9f58fe2b6f9bd94a1672ac9c,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_638c1e3ba83192a3d3db7a67,single,2.0,mixed,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6836931761874864,,,,772,85,1031,5,5-fold KFold,optuna,512,1024,6.244484663009644,0.5,3.1222423315048218,-0.0016623490301271,,,10.22813097059418,0.5708918741104849,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_f1d706f50aacfaa8fba227fc,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_dee858299691b651a9f97483,single,0.5,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6901441313491493,,,,772,85,3079,5,5-fold KFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,0.0047886061315357,,,10.255185648567318,0.5672241214744067,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_6e5c1859ade9cd7c087068fd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_68e6568a014ae50e37d9c59a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.689400131022475,,,,772,85,1543,5,5-fold KFold,optuna,256,512,6.244484663009644,1.0,6.244484663009644,0.0040446058048614,,,10.146685565691538,0.5720277530778466,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_0d050cb7313e4709c150ddab,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_462c680d997697f89a9d8d4b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6945894390203975,,,,772,85,260,5,5-fold KFold,optuna,256,256,6.164413928985596,1.0,6.164413928985596,0.0092339138027839,,,10.142657636978466,0.5779054044015595,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_585c403432586a6ea9d34959,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d143b9365a58b8adca046610,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6650728712920447,,,,772,85,775,5,5-fold KFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,-0.0202826539255688,,,10.513487016598797,0.5344506721051681,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_884aa70ab0d12e31e96ca752,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_c4dfea9f4242a21c8482923b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6483475060227458,,,,772,85,263,5,5-fold KFold,optuna,128,256,6.244484663009644,4.0,24.97793865203857,-0.0370080191948677,,,10.758227195146787,0.5146140969435682,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_a8cb5573c0edd76419c787ea,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_6877f45090a8cba77ceda663,single,4.0,stratified,frequency_tail,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6817124059224686,,,,772,85,132,5,5-fold KFold,optuna,128,128,6.164413928985596,1.0,6.164413928985596,-0.0036431192951449,,,10.384880004151498,0.5585075693062063,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_9e845481b73c1c9631c51186,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_5129c2891ae8a935b45c16c2,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.653850541347471,,,,772,85,3079,5,5-fold KFold,optuna,512,1024,6.244484663009644,0.25,1.5611211657524109,-0.0315049838701425,,,10.633264810927791,0.5289396923689258,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_48102e8a28abb4b0cebc8bdd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d367d79886670dca7baa7174,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,random_unique,uniform,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6845648528505297,,,,772,85,263,5,5-fold KFold,optuna,128,256,6.244484663009644,0.5,3.1222423315048218,-0.0007906723670838,,,10.054800946477782,0.5741121417831088,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_8c373ab6c589c0010a0b91b7,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_92a779dd32ecf61e76d02358,single,0.5,stratified,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,HRD_Score,regression,one_hot_event_kme_v2,xgboost,spearman,0.6774412750606611,,,,772,85,263,5,5-fold KFold,optuna,128,256,6.244484663009644,1.0,6.244484663009644,-0.0079142501569524,,,10.25881649669588,0.5649902438707557,5.0,1.0,True,,gpu_hist,one_hot_event_kme_features_v2_3eb672c352d3ebea239bf727,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_6b2061cdc1632486d26d4849,single,1.0,stratified,random_unique,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.7328662663235155,0.6949528167000286,0.711139896373057,0.6793727359922523,772,2,1031,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,0.5,3.1222423315048218,0.0020732056048041,0.7328662663235155,0.5007637736228425,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_f1d706f50aacfaa8fba227fc,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_dee858299691b651a9f97483,single,0.5,stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.6561338289962826,0.6221920376195469,0.6282383419689119,0.6012045004976754,772,2,3079,5,5-fold StratifiedKFold,optuna,512,1024,6.244484663009644,1.0,6.244484663009644,-0.0746592317224287,0.6561338289962826,0.4039839988360902,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_6e5c1859ade9cd7c087068fd,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_68e6568a014ae50e37d9c59a,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.6698956248212754,0.6539732469100499,0.6658031088082902,0.6356758734223522,772,2,1543,5,5-fold StratifiedKFold,optuna,256,512,6.244484663009644,1.0,6.244484663009644,-0.0608974358974359,0.6698956248212754,0.4334972477594561,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_0d050cb7313e4709c150ddab,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_462c680d997697f89a9d8d4b,multiscale_0.5_1_2,"0.5,1.0,2.0",stratified,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
mc3_main,hrd_binary_33,binary,one_hot_event_kme_v2,linear,auroc,0.7640874718012265,0.7007117211578178,0.7124352331606217,0.6827914001421465,772,2,260,5,5-fold StratifiedKFold,optuna,256,256,6.164413928985596,1.0,6.164413928985596,0.0332944110825151,0.7640874718012265,0.5389200846804716,,,5.0,1.0,True,sgd_log_loss_elasticnet_v1,,one_hot_event_kme_features_v2_585c403432586a6ea9d34959,miss_created,one_hot_event_kme_scout_oof_predictions.csv,one_hot_event_kme_scout_fold_metrics.csv,v2,kme_d143b9365a58b8adca046610,single,1.0,mixed,frequency_tail,center_weighted,one_hot_event_inventory_mc3_main_81db513e1714ccb24a681cba
