Candidate,Sample,Burden,MAE,Cosine,Top1_Process_Match,Reconstruction_Error
fractional_pad,SIM-0340,300,0.013153112806156553,0.9954439152158928,1.0,0.011785113019775788
fractional_pad,SIM-0341,300,0.007812038460959539,0.9935446751008393,1.0,0.007071067811865481
fractional_pad,SIM-0342,300,0.053999797936240296,0.8032815178616272,1.0,0.006666666666666654
fractional_pad,SIM-0343,300,0.0022216135244033813,0.999782956063114,1.0,0.013880995836458548
fractional_pad,SIM-0344,300,0.07908656101284829,0.565618412775268,1.0,0.003333333333333355
fractional_pad,SIM-0345,300,0.004259526793857425,0.9996456829866641,1.0,0.005270462766947297
fractional_pad,SIM-0346,300,0.10032766231237567,0.18664838613443013,0.0,0.007071067811865481
fractional_pad,SIM-0347,300,0.006182297824050832,0.9990391594962129,1.0,0.009718253158075525
fractional_pad,SIM-0348,300,0.013366312717870412,0.9949803924367486,1.0,0.004543822295874715
fractional_pad,SIM-0349,300,0.11048159051564363,0.08623113047145807,0.0,0.003333333333333313
fractional_pad,SIM-0350,300,0.006621020370084276,0.9991301443106979,1.0,0.008498365855987976
fractional_pad,SIM-0351,300,0.00756428641901014,0.9975986463810396,1.0,0.007456413408730246
fractional_pad,SIM-0352,300,0.12463904066499566,0.0028657630149638734,0.0,0.012018504251546628
fractional_pad,SIM-0353,300,0.00407336547462042,0.9994024321826938,1.0,0.006666666666666682
fractional_pad,SIM-0354,300,0.11448610154785442,0.03129354323933071,0.0,0.013333333333333364
fractional_pad,SIM-0355,300,0.015729473693781644,0.9893542464147876,1.0,0.009999999999999981
fractional_pad,SIM-0356,300,0.006423876624009348,0.99919742272634,1.0,0.010540925533894595
fractional_pad,SIM-0357,300,0.012072876614951374,0.9957196355187129,1.0,0.005270462766947297
fractional_pad,SIM-0358,300,0.06389762065749212,0.6092575766467695,1.0,0.012018504251546632
fractional_pad,SIM-0359,300,0.0035723630597531766,0.9996195638065888,1.0,0.005270462766947289
fractional_pad,SIM-0360,300,0.01493543107431139,0.991645644944544,1.0,0.007453559924999267
