experiment_id,source_file,Source,Target,Coordinate_System,Top1_Accuracy,MRR,Median_True_Rank,Note,Source_Process,Nearest_Process,True_Process_Rank,True_Process_Distance,Nearest_Distance,Sample,Modality,Method,Burden,MAE,Cosine,Top_Process_Truth,Top_Process_Pred,Top1_Process_Match,Modal_Mass_Error,Target_Modality,Element,Specification,N,Median_Burden,Mean_MAE,Median_MAE,Mean_Cosine,Top1_Process_Accuracy,Mean_Modal_Mass_Error,Pairs,Mean_Top1_Accuracy,Mean_MRR,Candidate,Reconstruction_Error,Label,Mean_Reconstruction_Error,Runtime_Sec,Payload_Block_Dim,Payload_Pair_Dim,Full_UGA_Dim_Selected,Exact_Enumerative_Min_Pair_Dim,Slot_Local_Min_Pair_Dim,Direct_Length_Min_Pair_Dim,Payload_States,Unique_Payload_Vectors,Collision_Count,Collision_Groups,Max_Collision_Bucket,Block_States,Unique_Block_Vectors,Block_Collision_Count,Block_Collision_Groups,Min_Nonzero_Pair_Distance,Empty_To_A_Distance,Empty_To_C_Distance,Empty_To_G_Distance,Empty_To_T_Distance,Binary_Features,Bounded_0_1,Admissible_UGA_Binary_Minimal,Notes,Collision_Group,Bucket_Size,States,Contains_Empty_Ref,Contains_Empty_Alt,Contains_G_Payload,d_payload,Payload_Block_States,Legacy_Pair_Dim,Masked_Pair_Dim,Length_Coded_Pair_Dim,Legacy_Full_UGA_Dim,Masked_Full_UGA_Dim,Length_Coded_Full_UGA_Dim,Length_Saves_Dim_vs_Masked,Length_Over_Exact_Pair_Bits,Signature_Count,Feature_Dim,Signature_Matrix_Rank,Rank_Deficit,Min_Signature_Distance,Min_Nonzero_Signature_Distance
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,DBS,SBS,UGA payload 8D,0.0833333333333333,0.2708694083694083,4.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,DBS,SBS,Standard separate catalogs,0.0833333333333333,0.2586008898508898,6.5,undefined across unequal SBS/DBS/ID axes; chance/tie expectation shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,DBS,ID,UGA full 48D,1.0,1.0,1.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,DBS,ID,UGA clean context 40D,1.0,1.0,1.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,DBS,ID,UGA payload 8D,0.0,0.1883297258297258,6.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,DBS,ID,Standard separate catalogs,0.0833333333333333,0.2586008898508898,6.5,undefined across unequal SBS/DBS/ID axes; chance/tie expectation shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,SBS,UGA full 48D,1.0,1.0,1.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,SBS,UGA clean context 40D,1.0,1.0,1.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,SBS,UGA payload 8D,0.0833333333333333,0.2245099807599807,7.5,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,SBS,Standard separate catalogs,0.0833333333333333,0.2586008898508898,6.5,undefined across unequal SBS/DBS/ID axes; chance/tie expectation shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,DBS,UGA full 48D,1.0,1.0,1.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,DBS,UGA clean context 40D,1.0,1.0,1.0,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,DBS,UGA payload 8D,0.0833333333333333,0.2309223184223184,6.5,direct cross-modality distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_by_pair.csv,ID,DBS,Standard separate catalogs,0.0833333333333333,0.2586008898508898,6.5,undefined across unequal SBS/DBS/ID axes; chance/tie expectation shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,1.0,1.0,1.0,1.5562030609602815,1.5562030609602815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,2.0,2.0,1.0,2.089178793942216,2.089178793942216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,3.0,3.0,1.0,1.5514267919915172,1.5514267919915172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,4.0,4.0,1.0,1.701011483240399,1.701011483240399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,5.0,5.0,1.0,0.9003615986171681,0.9003615986171681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,6.0,6.0,1.0,2.039596800212732,2.039596800212732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,7.0,7.0,1.0,2.3355484463942395,2.3355484463942395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,8.0,8.0,1.0,1.3875578165304954,1.3875578165304954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,9.0,9.0,1.0,1.5362552947275765,1.5362552947275765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,10.0,10.0,1.0,1.9518995706450413,1.9518995706450413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,11.0,11.0,1.0,0.859988814072938,0.859988814072938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA full 48D,,,,,12.0,12.0,1.0,1.8269522287900664,1.8269522287900664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,1.0,1.0,1.0,0.0231059364129797,0.0231059364129797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,2.0,2.0,1.0,0.0242827694582389,0.0242827694582389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,3.0,3.0,1.0,0.0216661368869327,0.0216661368869327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,4.0,4.0,1.0,0.0210422636497153,0.0210422636497153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,5.0,5.0,1.0,0.0237646866290829,0.0237646866290829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,6.0,6.0,1.0,0.0207567573384334,0.0207567573384334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,7.0,7.0,1.0,0.022325910529959,0.022325910529959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,8.0,8.0,1.0,0.0237528597669299,0.0237528597669299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,9.0,9.0,1.0,0.0264024792224312,0.0264024792224312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,10.0,10.0,1.0,0.0207368398972847,0.0207368398972847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,11.0,11.0,1.0,0.0252059287266946,0.0252059287266946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA clean context 40D,,,,,12.0,12.0,1.0,0.0218234842041758,0.0218234842041758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,1.0,11.0,5.0,1.5560315172401324,0.8595430844638253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,2.0,11.0,10.0,2.0890376684409717,1.1077528142688968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,3.0,11.0,4.0,1.5512754975894796,0.8595071045721014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,4.0,11.0,5.0,1.7008813272113368,1.3765420083769495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,5.0,5.0,1.0,0.9000479142433941,0.9000479142433941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,6.0,11.0,10.0,2.039491177834023,0.8685336935660608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,7.0,11.0,12.0,2.335441735341208,1.3141122510137644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,8.0,11.0,2.0,1.3873544953860095,1.3066514644643294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,9.0,11.0,4.0,1.5360283980673737,1.3769035568835886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,10.0,11.0,9.0,1.9517894141928764,1.112296648700671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,11.0,11.0,1.0,0.8596193468551084,0.8596193468551084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,DBS,UGA payload 8D,,,,,12.0,11.0,6.0,1.826821880156405,1.4471526103649022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,ID,UGA full 48D,,,,,1.0,1.0,1.0,0.7281090191734017,0.7281090191734017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanistic_representation,tables\cross_modality_retrieval_process_detail.csv,SBS,ID,UGA full 48D,,,,,2.0,2.0,1.0,1.5927718030304672,1.5927718030304672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
