Sample,Target_Modality,Method,MAE,Cosine,Top1_Process_Match
SIM-0426,ID,UGA unsupervised bridge,0.007115902501824649,0.9985719372281294,1.0
SIM-0426,ID,Oracle label bridge,0.007115902501824649,0.9985719372281294,1.0
SIM-0426,ID,Standard no-bridge cohort mean,0.13227481093040505,0.36000105289683265,0.0
SIM-0426,ID,Standard random bridge,0.164817384678662,0.01377528286069389,0.0
SIM-0400,ID,UGA unsupervised bridge,0.010071504743510306,0.9989845298384707,1.0
SIM-0400,ID,Oracle label bridge,0.010071504743510306,0.9989845298384707,1.0
SIM-0400,ID,Standard no-bridge cohort mean,0.12247336575651362,0.31867120329678267,0.0
SIM-0400,ID,Standard random bridge,0.13680319034446903,0.22254356071833337,0.0
SIM-0212,ID,UGA unsupervised bridge,0.004150356570239299,0.9995200841275783,1.0
SIM-0212,ID,Oracle label bridge,0.004150356570239304,0.9995200841275781,1.0
SIM-0212,ID,Standard no-bridge cohort mean,0.11664258802352906,0.49257943231274287,0.0
SIM-0212,ID,Standard random bridge,0.13890377863479197,0.23080326787481975,0.0
SIM-0284,ID,UGA unsupervised bridge,0.02302688345279637,0.9856773860514537,1.0
SIM-0284,ID,Oracle label bridge,0.02302688345279637,0.9856773860514537,1.0
SIM-0284,ID,Standard no-bridge cohort mean,0.11579272550010593,0.4162419792408107,0.0
SIM-0284,ID,Standard random bridge,0.1635727178226102,0.003611188279470942,0.0
SIM-0026,ID,UGA unsupervised bridge,0.013374483252649247,0.9901412524604359,1.0
SIM-0026,ID,Oracle label bridge,0.013374483252649253,0.9901412524604357,1.0
SIM-0026,ID,Standard no-bridge cohort mean,0.11681744407813249,0.509216413855187,0.0
SIM-0026,ID,Standard random bridge,0.060548030942315555,0.8389067383795319,0.0
SIM-0138,ID,UGA unsupervised bridge,0.015750203946771194,0.983434470845278,1.0
SIM-0138,ID,Oracle label bridge,0.015750203946771204,0.9834344708452779,1.0
SIM-0138,ID,Standard no-bridge cohort mean,0.11082975467340662,0.49368809664275204,0.0
SIM-0138,ID,Standard random bridge,0.1114500081456919,0.47925906961823894,0.0
SIM-0102,ID,UGA unsupervised bridge,0.004821037474644439,0.9996172427645407,1.0
SIM-0102,ID,Oracle label bridge,0.004821037474644439,0.9996172427645407,1.0
SIM-0102,ID,Standard no-bridge cohort mean,0.132766820579382,0.35918724190076756,0.0
SIM-0102,ID,Standard random bridge,0.1628995410424953,0.017889318002520953,0.0
SIM-0518,ID,UGA unsupervised bridge,0.02029065129786443,0.9768717118340885,0.0
SIM-0518,ID,Oracle label bridge,0.02029065129786443,0.9768717118340885,0.0
SIM-0518,ID,Standard no-bridge cohort mean,0.12577114130697767,0.4410064438881062,0.0
SIM-0518,ID,Standard random bridge,0.15543131273367009,0.047712659362007456,0.0
SIM-0257,ID,UGA unsupervised bridge,0.011448734867438836,0.9946522663921209,1.0
SIM-0257,ID,Oracle label bridge,0.011448734867438836,0.9946522663921209,1.0
SIM-0257,ID,Standard no-bridge cohort mean,0.13822278547491257,0.35924284920642274,0.0
SIM-0257,ID,Standard random bridge,0.16561267764004575,0.00013330795151711823,0.0
SIM-0042,ID,UGA unsupervised bridge,0.009062766568903265,0.9986510601360382,1.0
SIM-0042,ID,Oracle label bridge,0.009062766568903242,0.9986510601360382,1.0
SIM-0042,ID,Standard no-bridge cohort mean,0.118775626737131,0.4190138770819357,0.0
SIM-0042,ID,Standard random bridge,0.12189427979500402,0.3721298510071686,0.0
SIM-0449,ID,UGA unsupervised bridge,0.006661224806565259,0.999473194803518,1.0
SIM-0449,ID,Oracle label bridge,0.00666122480656528,0.999473194803518,1.0
SIM-0449,ID,Standard no-bridge cohort mean,0.12886850736362873,0.36804214418724507,0.0
SIM-0449,ID,Standard random bridge,0.15852331855299936,0.019084313715172108,0.0
SIM-0421,ID,UGA unsupervised bridge,0.02113950891071262,0.9756388467725855,1.0
SIM-0421,ID,Oracle label bridge,0.02113950891071262,0.9756388467725855,1.0
SIM-0421,ID,Standard no-bridge cohort mean,0.13310499182492644,0.3519785857860796,0.0
SIM-0421,ID,Standard random bridge,0.16419977320724974,0.016571068855767604,0.0
SIM-0388,ID,UGA unsupervised bridge,0.01097389380939122,0.991617790544275,1.0
SIM-0388,ID,Oracle label bridge,0.010973893809391228,0.9916177905442752,1.0
SIM-0388,ID,Standard no-bridge cohort mean,0.11148484764977346,0.5416664095591729,0.0
SIM-0388,ID,Standard random bridge,0.1263313335793366,0.2390499451931689,0.0
SIM-0305,ID,UGA unsupervised bridge,0.014883281105817945,0.9917829666969096,1.0
SIM-0305,ID,Oracle label bridge,0.014883281105817945,0.9917829666969096,1.0
SIM-0305,ID,Standard no-bridge cohort mean,0.13446937350968732,0.38050684775175747,0.0
SIM-0305,ID,Standard random bridge,0.16584461522640911,0.001623990054932345,0.0
SIM-0401,ID,UGA unsupervised bridge,0.006892989213769937,0.9972134043534854,1.0
SIM-0401,ID,Oracle label bridge,0.006892989213769937,0.9972134043534854,1.0
SIM-0401,ID,Standard no-bridge cohort mean,0.12128520672577214,0.4576788591400196,0.0
SIM-0401,ID,Standard random bridge,0.14163917369981285,0.1766561910613647,0.0
SIM-0210,ID,UGA unsupervised bridge,0.006436530154857023,0.9994828997590132,1.0
SIM-0210,ID,Oracle label bridge,0.006436530154857023,0.9994828997590132,1.0
SIM-0210,ID,Standard no-bridge cohort mean,0.13308134063419963,0.30365384564039627,0.0
SIM-0210,ID,Standard random bridge,0.13632025128984646,0.20491669132614224,0.0
SIM-0100,ID,UGA unsupervised bridge,0.009282205895256551,0.9980322081023205,1.0
SIM-0100,ID,Oracle label bridge,0.009282205895256551,0.9980322081023205,1.0
SIM-0100,ID,Standard no-bridge cohort mean,0.1280175556741291,0.41345145785491866,0.0
SIM-0100,ID,Standard random bridge,0.15796621287645843,0.02433013233847677,0.0
SIM-0369,ID,UGA unsupervised bridge,0.008320717051377281,0.9984461317595211,1.0
SIM-0369,ID,Oracle label bridge,0.008320717051377274,0.9984461317595211,1.0
SIM-0369,ID,Standard no-bridge cohort mean,0.13259311613600425,0.36072987270098433,0.0
SIM-0369,ID,Standard random bridge,0.11789384359307759,0.36137997394507615,0.0
SIM-0511,ID,UGA unsupervised bridge,0.018345529301436365,0.9967498963998871,1.0
SIM-0511,ID,Oracle label bridge,0.018345529301436365,0.9967498963998871,1.0
SIM-0511,ID,Standard no-bridge cohort mean,0.14194450602623546,0.32570413018807814,0.0
SIM-0511,ID,Standard random bridge,0.019699000335916716,0.9968746239859149,1.0
SIM-0321,ID,UGA unsupervised bridge,0.008941452086525106,0.9967419725507497,1.0
SIM-0321,ID,Oracle label bridge,0.008941452086525113,0.9967419725507497,1.0
SIM-0321,ID,Standard no-bridge cohort mean,0.11576714866956994,0.5162138600292147,0.0
SIM-0321,ID,Standard random bridge,0.10986918127963084,0.40050396001138494,0.0
SIM-0367,ID,UGA unsupervised bridge,0.008515882117974613,0.9985169913480992,1.0
SIM-0367,ID,Oracle label bridge,0.008515882117974617,0.998516991348099,1.0
SIM-0367,ID,Standard no-bridge cohort mean,0.1345050440994926,0.408013618014264,1.0
SIM-0367,ID,Standard random bridge,0.119943322830194,0.33775909317082636,0.0
SIM-0192,ID,UGA unsupervised bridge,0.011606234225601005,0.9973545407697169,1.0
SIM-0192,ID,Oracle label bridge,0.011606234225601005,0.9973545407697169,1.0
SIM-0192,ID,Standard no-bridge cohort mean,0.13128768390386192,0.36907480954062677,0.0
SIM-0192,ID,Standard random bridge,0.16336824414713,0.008144404151111569,0.0
SIM-0362,ID,UGA unsupervised bridge,0.01609242976636714,0.991463355530364,1.0
SIM-0362,ID,Oracle label bridge,0.01609242976636714,0.991463355530364,1.0
SIM-0362,ID,Standard no-bridge cohort mean,0.12369941991977502,0.3302339700769246,0.0
SIM-0362,ID,Standard random bridge,0.16379310344827586,0.00806647519448633,0.0
SIM-0463,ID,UGA unsupervised bridge,0.009392737311198015,0.9975433355536752,1.0
SIM-0463,ID,Oracle label bridge,0.009392737311198015,0.9975433355536752,1.0
SIM-0463,ID,Standard no-bridge cohort mean,0.1296755215812616,0.38419203667580354,0.0
SIM-0463,ID,Standard random bridge,0.09679860941292849,0.4931680248505325,0.0
SIM-0094,ID,UGA unsupervised bridge,0.016504696684495192,0.9870652783268474,0.0
SIM-0094,ID,Oracle label bridge,0.01650469668449519,0.9870652783268474,0.0
SIM-0094,ID,Standard no-bridge cohort mean,0.12931005804189327,0.4413193456375223,0.0
SIM-0094,ID,Standard random bridge,0.16505417091780644,0.007132971168375847,0.0
SIM-0338,ID,UGA unsupervised bridge,0.013205581346008854,0.9947729839046822,1.0
SIM-0338,ID,Oracle label bridge,0.013205581346008854,0.9947729839046822,1.0
SIM-0338,ID,Standard no-bridge cohort mean,0.12035342418747337,0.46233951914608545,0.0
SIM-0338,ID,Standard random bridge,0.11379601776197089,0.15847155202250357,0.0
SIM-0281,ID,UGA unsupervised bridge,0.004828876208848232,0.9998242542325638,1.0
SIM-0281,ID,Oracle label bridge,0.004828876208848232,0.9998242542325638,1.0
SIM-0281,ID,Standard no-bridge cohort mean,0.1315187690039272,0.3801629950583853,1.0
SIM-0281,ID,Standard random bridge,0.15920666889303944,0.02342998022373201,0.0
SIM-0390,ID,UGA unsupervised bridge,0.003809655755702817,0.9996995903885468,1.0
SIM-0390,ID,Oracle label bridge,0.003809655755702803,0.9996995903885469,1.0
SIM-0390,ID,Standard no-bridge cohort mean,0.1348713658123809,0.37767619704700145,0.0
SIM-0390,ID,Standard random bridge,0.16267483108065417,0.002071732177308693,0.0
SIM-0015,ID,UGA unsupervised bridge,0.00442931656085051,0.9996969872965584,1.0
SIM-0015,ID,Oracle label bridge,0.00442931656085051,0.9996969872965584,1.0
SIM-0015,ID,Standard no-bridge cohort mean,0.13750776634875075,0.3299187156071346,0.0
SIM-0015,ID,Standard random bridge,0.12377750803490857,0.11245135468388076,0.0
SIM-0337,ID,UGA unsupervised bridge,0.01777018875968416,0.9955236891764103,1.0
SIM-0337,ID,Oracle label bridge,0.01777018875968418,0.9955236891764103,1.0
SIM-0337,ID,Standard no-bridge cohort mean,0.14423753813561135,0.35182717255225754,1.0
SIM-0337,ID,Standard random bridge,0.1661336989947661,0.0023177108723979006,0.0
SIM-0458,ID,UGA unsupervised bridge,0.008337450472538923,0.9991058336274141,1.0
SIM-0458,ID,Oracle label bridge,0.008337450472538923,0.9991058336274141,1.0
SIM-0458,ID,Standard no-bridge cohort mean,0.1368850107968986,0.27075496489364737,0.0
SIM-0458,ID,Standard random bridge,0.1601374126520983,0.035818796302045125,0.0
SIM-0434,ID,UGA unsupervised bridge,0.008960543866515873,0.9977456204536002,1.0
SIM-0434,ID,Oracle label bridge,0.008960543866515869,0.9977456204535998,1.0
SIM-0434,ID,Standard no-bridge cohort mean,0.13136948637260334,0.40596077338451,0.0
SIM-0434,ID,Standard random bridge,0.16648752518529847,7.725558148704537e-05,0.0
SIM-0060,ID,UGA unsupervised bridge,0.02260462145917334,0.9834299127810756,1.0
SIM-0060,ID,Oracle label bridge,0.02260462145917334,0.9834299127810756,1.0
SIM-0060,ID,Standard no-bridge cohort mean,0.12909109297955043,0.39676991898934627,0.0
SIM-0060,ID,Standard random bridge,0.15883957523013142,0.017477879970003336,0.0
SIM-0365,ID,UGA unsupervised bridge,0.013773070926690542,0.9944820416338689,1.0
SIM-0365,ID,Oracle label bridge,0.013773070926690542,0.9944820416338689,1.0
SIM-0365,ID,Standard no-bridge cohort mean,0.12778983601711,0.43767542751732674,1.0
SIM-0365,ID,Standard random bridge,0.16428993768843114,0.007722533722847732,0.0
SIM-0069,ID,UGA unsupervised bridge,0.00811814442916728,0.9988270756927843,1.0
SIM-0069,ID,Oracle label bridge,0.008118144429167274,0.9988270756927841,1.0
SIM-0069,ID,Standard no-bridge cohort mean,0.12413150153076837,0.34123799479570255,0.0
SIM-0069,ID,Standard random bridge,0.12940046965631602,0.09242966454511388,0.0
SIM-0505,ID,UGA unsupervised bridge,0.008718598484500528,0.9963713831153055,1.0
SIM-0505,ID,Oracle label bridge,0.008718598484500522,0.9963713831153053,1.0
SIM-0505,ID,Standard no-bridge cohort mean,0.13383235150388903,0.4078024505809556,0.0
SIM-0505,ID,Standard random bridge,0.16601307189542483,0.00499207687815592,0.0
SIM-0377,ID,UGA unsupervised bridge,0.012462328147275839,0.9948482221038818,1.0
SIM-0377,ID,Oracle label bridge,0.012462328147275827,0.994848222103882,1.0
SIM-0377,ID,Standard no-bridge cohort mean,0.11923998565957544,0.4851847797449719,1.0
SIM-0377,ID,Standard random bridge,0.11453931616620884,0.42625469455031617,0.0
SIM-0374,ID,UGA unsupervised bridge,0.012061284354543012,0.9973708282448852,1.0
SIM-0374,ID,Oracle label bridge,0.012061284354543012,0.9973708282448852,1.0
SIM-0374,ID,Standard no-bridge cohort mean,0.13848209241566226,0.3471019674632741,0.0
SIM-0374,ID,Standard random bridge,0.03093223869125218,0.9738967916265956,1.0
SIM-0199,ID,UGA unsupervised bridge,0.025177612384366593,0.9760300838706137,1.0
SIM-0199,ID,Oracle label bridge,0.025177612384366582,0.9760300838706135,1.0
SIM-0199,ID,Standard no-bridge cohort mean,0.11059541350287146,0.48539579226550567,0.0
SIM-0199,ID,Standard random bridge,0.10027443607513985,0.5267014881523419,0.0
SIM-0113,ID,UGA unsupervised bridge,0.0089098793918526,0.9979463643922404,1.0
SIM-0113,ID,Oracle label bridge,0.0089098793918526,0.9979463643922404,1.0
SIM-0113,ID,Standard no-bridge cohort mean,0.11913359762918484,0.46225972034167817,0.0
SIM-0113,ID,Standard random bridge,0.10888941341035467,0.4535252923752497,0.0
SIM-0261,ID,UGA unsupervised bridge,0.011220210851135143,0.9983519400337563,1.0
SIM-0261,ID,Oracle label bridge,0.011220210851135143,0.9983519400337563,1.0
SIM-0261,ID,Standard no-bridge cohort mean,0.13357017650516093,0.37061304115318616,0.0
SIM-0261,ID,Standard random bridge,0.16528449132780895,0.0007268699093158879,0.0
SIM-0433,ID,UGA unsupervised bridge,0.018514243082767078,0.9870061398464687,1.0
SIM-0433,ID,Oracle label bridge,0.018514243082767085,0.9870061398464687,1.0
SIM-0433,ID,Standard no-bridge cohort mean,0.1344824310843559,0.3960598897612901,0.0
SIM-0433,ID,Standard random bridge,0.1338225665266373,0.10456498281612345,0.0
SIM-0482,ID,UGA unsupervised bridge,0.005465322041484515,0.9990634127332536,1.0
SIM-0482,ID,Oracle label bridge,0.005465322041484515,0.9990634127332536,1.0
SIM-0482,ID,Standard no-bridge cohort mean,0.11541546563884891,0.540829164717618,0.0
SIM-0482,ID,Standard random bridge,0.16142909463384872,0.0335301196246699,0.0
SIM-0407,ID,UGA unsupervised bridge,0.017940087150238097,0.9944765217402766,1.0
SIM-0407,ID,Oracle label bridge,0.017940087150238104,0.9944765217402766,1.0
SIM-0407,ID,Standard no-bridge cohort mean,0.1360438224525573,0.3657456751144813,0.0
SIM-0407,ID,Standard random bridge,0.15779620915091302,0.04451721884261055,0.0
SIM-0477,ID,UGA unsupervised bridge,0.01695598747973454,0.9927586067055834,1.0
SIM-0477,ID,Oracle label bridge,0.016955987479734532,0.9927586067055834,1.0
SIM-0477,ID,Standard no-bridge cohort mean,0.11613982839499855,0.465771300591953,0.0
SIM-0477,ID,Standard random bridge,0.06685388965220225,0.8594774123896859,1.0
SIM-0011,ID,UGA unsupervised bridge,0.015917159374824134,0.9966500255942194,1.0
SIM-0011,ID,Oracle label bridge,0.015917159374824113,0.9966500255942196,1.0
SIM-0011,ID,Standard no-bridge cohort mean,0.1328333455394348,0.3498236616629925,0.0
SIM-0011,ID,Standard random bridge,0.16353348783992547,0.0007209921355146793,0.0
SIM-0109,ID,UGA unsupervised bridge,0.009038020084515033,0.9962419522435606,0.0
SIM-0109,ID,Oracle label bridge,0.00903802008451502,0.9962419522435604,0.0
SIM-0109,ID,Standard no-bridge cohort mean,0.1036779048978392,0.5918562350280436,0.0
SIM-0109,ID,Standard random bridge,0.11562435121217313,0.36950158014019546,0.0
SIM-0044,ID,UGA unsupervised bridge,0.0034433077054071334,0.9995798481332184,1.0
SIM-0044,ID,Oracle label bridge,0.003443307705407138,0.9995798481332184,1.0
SIM-0044,ID,Standard no-bridge cohort mean,0.12087228890986255,0.49137471019919793,0.0
SIM-0044,ID,Standard random bridge,0.11676783312617743,0.30843320920334577,0.0
SIM-0082,ID,UGA unsupervised bridge,0.019629319309083373,0.9816232949217063,1.0
SIM-0082,ID,Oracle label bridge,0.019629319309083373,0.9816232949217063,1.0
SIM-0082,ID,Standard no-bridge cohort mean,0.10991264030609571,0.5486696008674209,0.0
SIM-0082,ID,Standard random bridge,0.09902026868560022,0.5388050285235246,1.0
SIM-0078,ID,UGA unsupervised bridge,0.01275330973730722,0.9951658175531343,1.0
SIM-0078,ID,Oracle label bridge,0.012753309737307211,0.9951658175531343,1.0
SIM-0078,ID,Standard no-bridge cohort mean,0.10843093410604943,0.5089610084886738,0.0
SIM-0078,ID,Standard random bridge,0.15667188684050665,0.04443399512532009,0.0
SIM-0197,ID,UGA unsupervised bridge,0.01066254737684231,0.9969468242829541,1.0
SIM-0197,ID,Oracle label bridge,0.01066254737684231,0.9969468242829541,1.0
SIM-0197,ID,Standard no-bridge cohort mean,0.1288279060906845,0.39757070828053553,0.0
SIM-0197,ID,Standard random bridge,0.15686969676597065,0.05492252319538554,0.0
SIM-0460,ID,UGA unsupervised bridge,0.01890772423324039,0.9820374199779182,0.0
SIM-0460,ID,Oracle label bridge,0.01890772423324039,0.9820374199779182,0.0
SIM-0460,ID,Standard no-bridge cohort mean,0.1219158522729929,0.5256999184102228,0.0
SIM-0460,ID,Standard random bridge,0.11208807712061682,0.35808453053551065,0.0
SIM-0131,ID,UGA unsupervised bridge,0.0060286341896790075,0.9984603645449894,1.0
SIM-0131,ID,Oracle label bridge,0.0060286341896790075,0.9984603645449894,1.0
SIM-0131,ID,Standard no-bridge cohort mean,0.14087091974654717,0.37593207043329135,0.0
SIM-0131,ID,Standard random bridge,0.16425635816544723,0.012104843390538035,0.0
SIM-0218,ID,UGA unsupervised bridge,0.008923348042002243,0.9985013808613109,1.0
SIM-0218,ID,Oracle label bridge,0.008923348042002247,0.9985013808613109,1.0
SIM-0218,ID,Standard no-bridge cohort mean,0.13176648730351434,0.3496810140093166,0.0
SIM-0218,ID,Standard random bridge,0.16335795421058671,0.018592158044221117,0.0
SIM-0452,ID,UGA unsupervised bridge,0.005764115012741573,0.9981689211472016,1.0
SIM-0452,ID,Oracle label bridge,0.005764115012741569,0.9981689211472017,1.0
SIM-0452,ID,Standard no-bridge cohort mean,0.11745323604766804,0.4148711971172872,0.0
SIM-0452,ID,Standard random bridge,0.14146695114086416,0.12209041172099462,0.0
SIM-0492,ID,UGA unsupervised bridge,0.013702617082923788,0.9965231051372893,1.0
SIM-0492,ID,Oracle label bridge,0.013702617082923788,0.9965231051372893,1.0
SIM-0492,ID,Standard no-bridge cohort mean,0.13191095822200333,0.3322405481569444,0.0
SIM-0492,ID,Standard random bridge,0.15734259664275882,0.017278219779974985,0.0
SIM-0288,ID,UGA unsupervised bridge,0.015023348580719374,0.9925030572677578,1.0
SIM-0288,ID,Oracle label bridge,0.015023348580719369,0.992503057267758,1.0
SIM-0288,ID,Standard no-bridge cohort mean,0.13462842057421623,0.38730103012040323,0.0
SIM-0288,ID,Standard random bridge,0.05380144125940587,0.8783951923564809,1.0
SIM-0478,ID,UGA unsupervised bridge,0.016464141421868386,0.9882620528710745,0.0
SIM-0478,ID,Oracle label bridge,0.01646414142186838,0.9882620528710744,0.0
SIM-0478,ID,Standard no-bridge cohort mean,0.10873644287193958,0.5347844617438586,1.0
SIM-0478,ID,Standard random bridge,0.0837614815400387,0.5416583702637426,1.0
SIM-0507,ID,UGA unsupervised bridge,0.013720952438173865,0.9967855449707606,1.0
SIM-0507,ID,Oracle label bridge,0.013720952438173865,0.9967855449707606,1.0
SIM-0507,ID,Standard no-bridge cohort mean,0.12504205572456037,0.37920335579953224,0.0
SIM-0507,ID,Standard random bridge,0.16413926999787595,0.0017473268159697761,0.0
SIM-0412,ID,UGA unsupervised bridge,0.013705892641898204,0.9973976815929564,1.0
SIM-0412,ID,Oracle label bridge,0.013705892641898212,0.9973976815929562,1.0
SIM-0412,ID,Standard no-bridge cohort mean,0.12756055933038965,0.30281201100705124,0.0
SIM-0412,ID,Standard random bridge,0.13849203938782742,0.036339791765813104,0.0
SIM-0160,ID,UGA unsupervised bridge,0.012483614059394665,0.9947559578178048,1.0
SIM-0160,ID,Oracle label bridge,0.012483614059394665,0.9947559578178048,1.0
SIM-0160,ID,Standard no-bridge cohort mean,0.12421838443590298,0.4299582328177248,0.0
SIM-0160,ID,Standard random bridge,0.16424018245722913,0.010146923626951045,0.0
SIM-0259,ID,UGA unsupervised bridge,0.010322917769984905,0.9989804807767554,1.0
SIM-0259,ID,Oracle label bridge,0.010322917769984905,0.9989804807767554,1.0
SIM-0259,ID,Standard no-bridge cohort mean,0.1381216632148448,0.28338351252294114,0.0
SIM-0259,ID,Standard random bridge,0.14113100609705456,0.1508660409496823,0.0
SIM-0017,ID,UGA unsupervised bridge,0.017803905304756503,0.98666002276327,0.0
SIM-0017,ID,Oracle label bridge,0.017803905304756503,0.98666002276327,0.0
SIM-0017,ID,Standard no-bridge cohort mean,0.12732006203252308,0.4439572992091331,0.0
SIM-0017,ID,Standard random bridge,0.07959211004982769,0.5885664808673146,1.0
SIM-0225,ID,UGA unsupervised bridge,0.002749318165332197,0.9997743811633296,1.0
SIM-0225,ID,Oracle label bridge,0.0027493181653321726,0.9997743811633296,1.0
SIM-0225,ID,Standard no-bridge cohort mean,0.14122374627837034,0.2621175969067696,0.0
SIM-0225,ID,Standard random bridge,0.16655540307204306,0.00075006463933091,0.0
SIM-0083,ID,UGA unsupervised bridge,0.010107244533270415,0.9980453693635449,1.0
SIM-0083,ID,Oracle label bridge,0.010107244533270407,0.9980453693635449,1.0
SIM-0083,ID,Standard no-bridge cohort mean,0.1193806707274921,0.3446079267534289,0.0
SIM-0083,ID,Standard random bridge,0.14291833542160076,0.18291935685755967,0.0
SIM-0111,ID,UGA unsupervised bridge,0.0066278766559338675,0.9986294051195567,1.0
SIM-0111,ID,Oracle label bridge,0.0066278766559338675,0.9986294051195567,1.0
SIM-0111,ID,Standard no-bridge cohort mean,0.11770361974294037,0.4093810102528524,0.0
SIM-0111,ID,Standard random bridge,0.14718662167112392,0.044071360622227274,0.0
SIM-0350,ID,UGA unsupervised bridge,0.008691704925104389,0.9976843735516356,1.0
SIM-0350,ID,Oracle label bridge,0.008691704925104389,0.9976843735516356,1.0
SIM-0350,ID,Standard no-bridge cohort mean,0.120477666221168,0.454675262689387,0.0
SIM-0350,ID,Standard random bridge,0.03577672484006591,0.9298578455893046,1.0
SIM-0269,ID,UGA unsupervised bridge,0.02213466497167797,0.9723367985922103,0.0
SIM-0269,ID,Oracle label bridge,0.02213466497167797,0.9723367985922103,0.0
SIM-0269,ID,Standard no-bridge cohort mean,0.1165657515753127,0.4764211138133997,0.0
SIM-0269,ID,Standard random bridge,0.14827681575627438,0.10093561915396433,0.0
SIM-0166,ID,UGA unsupervised bridge,0.016525507409351794,0.9932019418084002,1.0
SIM-0166,ID,Oracle label bridge,0.016525507409351794,0.9932019418084002,1.0
SIM-0166,ID,Standard no-bridge cohort mean,0.11478569874022986,0.46805939538578206,0.0
SIM-0166,ID,Standard random bridge,0.12362786868806787,0.3590075927233304,0.0
SIM-0475,ID,UGA unsupervised bridge,0.0243489140276142,0.9676154582582216,1.0
SIM-0475,ID,Oracle label bridge,0.02434891402761419,0.9676154582582218,1.0
SIM-0475,ID,Standard no-bridge cohort mean,0.11455418187533306,0.5026124057749581,0.0
SIM-0475,ID,Standard random bridge,0.1472041340024872,0.10107206727660377,0.0
SIM-0487,ID,UGA unsupervised bridge,0.00722650895008864,0.9997220533851569,1.0
SIM-0487,ID,Oracle label bridge,0.00722650895008864,0.9997220533851569,1.0
SIM-0487,ID,Standard no-bridge cohort mean,0.14609499428495454,0.3197052408691318,0.0
SIM-0487,ID,Standard random bridge,0.16367786523089536,0.0013754432027317373,0.0
SIM-0509,ID,UGA unsupervised bridge,0.0034173173208445827,0.9995114242633936,1.0
SIM-0509,ID,Oracle label bridge,0.0034173173208445866,0.9995114242633936,1.0
SIM-0509,ID,Standard no-bridge cohort mean,0.12008264811699289,0.5012068225987096,0.0
SIM-0509,ID,Standard random bridge,0.11389989729001575,0.35577323427006924,0.0
SIM-0329,ID,UGA unsupervised bridge,0.010318689907644441,0.997037209619197,1.0
SIM-0329,ID,Oracle label bridge,0.010318689907644441,0.997037209619197,1.0
SIM-0329,ID,Standard no-bridge cohort mean,0.12325783302937705,0.41847967083983795,0.0
SIM-0329,ID,Standard random bridge,0.08976086998441261,0.5209088355814943,0.0
SIM-0519,ID,UGA unsupervised bridge,0.018048001118601654,0.9827453493949153,1.0
SIM-0519,ID,Oracle label bridge,0.01804800111860166,0.9827453493949154,1.0
SIM-0519,ID,Standard no-bridge cohort mean,0.10052389587295689,0.5933795867620552,0.0
SIM-0519,ID,Standard random bridge,0.13991789774781843,0.12751801371677016,0.0
SIM-0175,ID,UGA unsupervised bridge,0.02876434231758721,0.9574829573776477,1.0
SIM-0175,ID,Oracle label bridge,0.02876434231758722,0.9574829573776477,1.0
SIM-0175,ID,Standard no-bridge cohort mean,0.13025981885932117,0.39559193879585997,0.0
SIM-0175,ID,Standard random bridge,0.12742897172923578,0.16785910355488823,0.0
SIM-0205,ID,UGA unsupervised bridge,0.013270888586383757,0.9940742333310726,1.0
SIM-0205,ID,Oracle label bridge,0.013270888586383763,0.9940742333310728,1.0
SIM-0205,ID,Standard no-bridge cohort mean,0.12965847308308956,0.39756528230195276,0.0
SIM-0205,ID,Standard random bridge,0.1643064309677888,0.0025529607917292745,0.0
SIM-0503,ID,UGA unsupervised bridge,0.011614577839007226,0.9957363898305119,1.0
SIM-0503,ID,Oracle label bridge,0.011614577839007226,0.9957363898305119,1.0
SIM-0503,ID,Standard no-bridge cohort mean,0.13371338409967595,0.4227656478774317,0.0
SIM-0503,ID,Standard random bridge,0.08843962577129312,0.5279949351152463,0.0
SIM-0343,ID,UGA unsupervised bridge,0.00973744778991895,0.9963590076357605,1.0
SIM-0343,ID,Oracle label bridge,0.00973744778991895,0.9963590076357605,1.0
SIM-0343,ID,Standard no-bridge cohort mean,0.10944173630131376,0.5446097489045462,0.0
SIM-0343,ID,Standard random bridge,0.13292788990299662,0.1604264005433888,0.0
SIM-0057,ID,UGA unsupervised bridge,0.015606618737377495,0.9865929798389228,1.0
SIM-0057,ID,Oracle label bridge,0.015606618737377493,0.9865929798389228,1.0
SIM-0057,ID,Standard no-bridge cohort mean,0.12546592955904365,0.4514565042900738,0.0
SIM-0057,ID,Standard random bridge,0.16315822587721623,0.021060884856130682,0.0
SIM-0403,ID,UGA unsupervised bridge,0.007670922570203583,0.9985224400170858,1.0
SIM-0403,ID,Oracle label bridge,0.007670922570203583,0.9985224400170858,1.0
SIM-0403,ID,Standard no-bridge cohort mean,0.112974475744252,0.4900928695783323,0.0
SIM-0403,ID,Standard random bridge,0.11587175387346771,0.4085963469554591,0.0
SIM-0322,ID,UGA unsupervised bridge,0.022215602004242527,0.9742429576039465,0.0
SIM-0322,ID,Oracle label bridge,0.022215602004242527,0.9742429576039465,0.0
SIM-0322,ID,Standard no-bridge cohort mean,0.11677362842894341,0.5069960317750318,0.0
SIM-0322,ID,Standard random bridge,0.14500031148400175,0.06685055293180636,0.0
SIM-0217,ID,UGA unsupervised bridge,0.007952390722824202,0.9977871060040022,1.0
SIM-0217,ID,Oracle label bridge,0.007952390722824202,0.9977871060040022,1.0
