alias	approved_symbol	hgnc_id	source
HGNC_56389	IFT122P3	HGNC:56389	hgnc_id
HGNC_5639	IGHV3OR16_15	HGNC:5639	hgnc_id
HGNC_56390	BNIP3P47	HGNC:56390	hgnc_id
HGNC_56391	PRR3P1	HGNC:56391	hgnc_id
HGNC_56392	YWHAQP10	HGNC:56392	hgnc_id
HGNC_56393	RPL13AP27	HGNC:56393	hgnc_id
HGNC_56395	RBISP5	HGNC:56395	hgnc_id
HGNC_56396	RBISP3	HGNC:56396	hgnc_id
HGNC_56397	RBISP4	HGNC:56397	hgnc_id
HGNC_56398	RBISP6	HGNC:56398	hgnc_id
HGNC_56399	NPEPPSP2	HGNC:56399	hgnc_id
HGNC_564	AP2M1	HGNC:564	hgnc_id
HGNC_5640	IGHV3OR16_16	HGNC:5640	hgnc_id
HGNC_56400	FCRL4P1	HGNC:56400	hgnc_id
HGNC_56401	TPM4P2	HGNC:56401	hgnc_id
HGNC_56402	TPM4P3	HGNC:56402	hgnc_id
HGNC_56403	KLHL25P1	HGNC:56403	hgnc_id
HGNC_56404	ANKRD18FP	HGNC:56404	hgnc_id
HGNC_56405	MARK2P18	HGNC:56405	hgnc_id
HGNC_56406	RPL21P137	HGNC:56406	hgnc_id
HGNC_56407	SMIM11P2	HGNC:56407	hgnc_id
HGNC_56408	POLE4P1	HGNC:56408	hgnc_id
HGNC_56409	CBX3P10	HGNC:56409	hgnc_id
HGNC_5641	IGHV3OR16_6	HGNC:5641	hgnc_id
HGNC_56410	CDC42P7	HGNC:56410	hgnc_id
HGNC_56411	CENPPP1	HGNC:56411	hgnc_id
HGNC_56412	RPL7AP83	HGNC:56412	hgnc_id
HGNC_56413	RPL18AP9	HGNC:56413	hgnc_id
HGNC_56414	BLVRBP1	HGNC:56414	hgnc_id
HGNC_56415	SPMIP3P1	HGNC:56415	hgnc_id
HGNC_56416	RPS27P30	HGNC:56416	hgnc_id
HGNC_56417	GCSHP6	HGNC:56417	hgnc_id
HGNC_56418	AK3P7	HGNC:56418	hgnc_id
HGNC_56419	AKTIPP1	HGNC:56419	hgnc_id
HGNC_5642	IGHV3OR16_7	HGNC:5642	hgnc_id
HGNC_56420	AKTIPP2	HGNC:56420	hgnc_id
HGNC_56421	AKTIPP3	HGNC:56421	hgnc_id
HGNC_56422	WDR53P1	HGNC:56422	hgnc_id
HGNC_56423	SNRPB2P1	HGNC:56423	hgnc_id
HGNC_56424	MTERF1P1	HGNC:56424	hgnc_id
HGNC_56425	TMED2P1	HGNC:56425	hgnc_id
HGNC_56426	LCORLP1	HGNC:56426	hgnc_id
HGNC_56427	H1_8P1	HGNC:56427	hgnc_id
HGNC_56428	H1_8P2	HGNC:56428	hgnc_id
HGNC_56429	CCDC137P2	HGNC:56429	hgnc_id
HGNC_5643	IGHV3OR16_8	HGNC:5643	hgnc_id
HGNC_56430	MTCO3P47	HGNC:56430	hgnc_id
HGNC_56431	U2SURPP1	HGNC:56431	hgnc_id
HGNC_56432	PRDX5P1	HGNC:56432	hgnc_id
HGNC_56433	VPS51P1	HGNC:56433	hgnc_id
HGNC_56434	VPS51P2	HGNC:56434	hgnc_id
HGNC_56435	VPS51P3	HGNC:56435	hgnc_id
HGNC_56436	VPS51P4	HGNC:56436	hgnc_id
HGNC_56437	VPS51P5	HGNC:56437	hgnc_id
HGNC_56438	VPS51P6	HGNC:56438	hgnc_id
HGNC_56439	VPS51P7	HGNC:56439	hgnc_id
HGNC_5644	IGHV3OR16_9	HGNC:5644	hgnc_id
HGNC_56440	VPS51P8	HGNC:56440	hgnc_id
HGNC_56441	VPS51P9	HGNC:56441	hgnc_id
HGNC_56442	VPS51P10	HGNC:56442	hgnc_id
HGNC_56443	VPS51P11	HGNC:56443	hgnc_id
HGNC_56444	VPS51P12	HGNC:56444	hgnc_id
HGNC_56445	VPS51P13	HGNC:56445	hgnc_id
HGNC_56446	VPS51P14	HGNC:56446	hgnc_id
HGNC_56447	VPS51P15	HGNC:56447	hgnc_id
HGNC_56448	VPS51P16	HGNC:56448	hgnc_id
HGNC_56449	VPS51P17	HGNC:56449	hgnc_id
HGNC_5645	IGHV4_28	HGNC:5645	hgnc_id
HGNC_56450	VPS51P18	HGNC:56450	hgnc_id
HGNC_56451	VPS51P19	HGNC:56451	hgnc_id
HGNC_56452	HYDINP1	HGNC:56452	hgnc_id
HGNC_56453	TMEM183AP2	HGNC:56453	hgnc_id
HGNC_56454	TMEM183AP3	HGNC:56454	hgnc_id
HGNC_56455	TMEM183AP4	HGNC:56455	hgnc_id
HGNC_56456	TMEM183AP5	HGNC:56456	hgnc_id
HGNC_56457	TMEM183AP6	HGNC:56457	hgnc_id
HGNC_56458	RBBP4P7	HGNC:56458	hgnc_id
HGNC_56459	TPTE2P7	HGNC:56459	hgnc_id
HGNC_5646	IGHV4_30_1	HGNC:5646	hgnc_id
HGNC_56460	ARHGEF28P1	HGNC:56460	hgnc_id
HGNC_56461	ABRAXAS1P1	HGNC:56461	hgnc_id
HGNC_56462	ABRAXAS1P2	HGNC:56462	hgnc_id
HGNC_56463	SSX2IPP1	HGNC:56463	hgnc_id
HGNC_56464	EZRP1	HGNC:56464	hgnc_id
HGNC_56465	PTPN11P1	HGNC:56465	hgnc_id
HGNC_56466	PTPN11P2	HGNC:56466	hgnc_id
HGNC_56467	PTPN11P3	HGNC:56467	hgnc_id
HGNC_56468	PTPN11P4	HGNC:56468	hgnc_id
HGNC_56469	PTPN11P5	HGNC:56469	hgnc_id
HGNC_5647	IGHV4_30_2	HGNC:5647	hgnc_id
HGNC_56471	BRD7P7	HGNC:56471	hgnc_id
HGNC_56472	ZFAND2AP1	HGNC:56472	hgnc_id
HGNC_56473	ZFAND2AP2	HGNC:56473	hgnc_id
HGNC_56474	NECTIN2P1	HGNC:56474	hgnc_id
HGNC_56475	INAVAP1	HGNC:56475	hgnc_id
HGNC_56476	MAT2AP1	HGNC:56476	hgnc_id
HGNC_56477	CD200R1P1	HGNC:56477	hgnc_id
HGNC_56478	DNAJB1P2	HGNC:56478	hgnc_id
HGNC_56479	RABGGTBP1	HGNC:56479	hgnc_id
HGNC_5648	IGHV4_30_4	HGNC:5648	hgnc_id
HGNC_56480	DBTP1	HGNC:56480	hgnc_id
HGNC_56481	CTDNEP1P1	HGNC:56481	hgnc_id
HGNC_56482	CTDNEP1P2	HGNC:56482	hgnc_id
HGNC_56483	ATP5PBP8	HGNC:56483	hgnc_id
HGNC_56484	DRG1P2	HGNC:56484	hgnc_id
HGNC_56485	PARLP1	HGNC:56485	hgnc_id
HGNC_56486	PARLP2	HGNC:56486	hgnc_id
HGNC_56487	RFKP3	HGNC:56487	hgnc_id
HGNC_56488	RFKP4	HGNC:56488	hgnc_id
HGNC_56489	RFKP5	HGNC:56489	hgnc_id
HGNC_5649	IGHV4_31	HGNC:5649	hgnc_id
HGNC_56490	PTOV1P1	HGNC:56490	hgnc_id
HGNC_56491	PPDPFP1	HGNC:56491	hgnc_id
HGNC_56492	PPDPFP2	HGNC:56492	hgnc_id
HGNC_56493	CDK2AP1P1	HGNC:56493	hgnc_id
HGNC_56494	ARPC1AP1	HGNC:56494	hgnc_id
HGNC_56495	ARPC1AP2	HGNC:56495	hgnc_id
HGNC_56496	ARPC1AP3	HGNC:56496	hgnc_id
HGNC_56497	ARPC1AP4	HGNC:56497	hgnc_id
HGNC_56498	YTHDF3P1	HGNC:56498	hgnc_id
HGNC_56499	MYLKP2	HGNC:56499	hgnc_id
HGNC_565	AP2S1	HGNC:565	hgnc_id
HGNC_5650	IGHV4_34	HGNC:5650	hgnc_id
HGNC_56500	FBRSL1P1	HGNC:56500	hgnc_id
HGNC_56501	METTL5P1	HGNC:56501	hgnc_id
HGNC_56502	METTL5P2	HGNC:56502	hgnc_id
HGNC_56503	METTL5P3	HGNC:56503	hgnc_id
HGNC_56504	METTL5P4	HGNC:56504	hgnc_id
HGNC_56505	SF3A2P1	HGNC:56505	hgnc_id
HGNC_56506	ORMDL1P1	HGNC:56506	hgnc_id
HGNC_56507	COX7BP3	HGNC:56507	hgnc_id
HGNC_56508	COX7BP4	HGNC:56508	hgnc_id
HGNC_5651	IGHV4_39	HGNC:5651	hgnc_id
HGNC_56510	COX7CP2	HGNC:56510	hgnc_id
HGNC_56511	COX7CP3	HGNC:56511	hgnc_id
HGNC_56512	COX7CP4	HGNC:56512	hgnc_id
HGNC_56513	PPP4R2P1	HGNC:56513	hgnc_id
HGNC_56514	PPP4R2P2	HGNC:56514	hgnc_id
HGNC_56515	PPP4R2P3	HGNC:56515	hgnc_id
HGNC_56516	PPP4R2P4	HGNC:56516	hgnc_id
HGNC_56517	PPP4R2P5	HGNC:56517	hgnc_id
HGNC_56518	PPP4R2P6	HGNC:56518	hgnc_id
HGNC_56519	CIDECP2	HGNC:56519	hgnc_id
HGNC_5652	IGHV4_4	HGNC:5652	hgnc_id
HGNC_56520	JMJD4P1	HGNC:56520	hgnc_id
HGNC_56521	MARK2P19	HGNC:56521	hgnc_id
HGNC_56522	CARMIL2P1	HGNC:56522	hgnc_id
HGNC_56523	ATP5MC2P5	HGNC:56523	hgnc_id
HGNC_56524	CSRP2P2	HGNC:56524	hgnc_id
HGNC_56525	G2E3P1	HGNC:56525	hgnc_id
HGNC_56526	AFF4P1	HGNC:56526	hgnc_id
HGNC_56527	MAF1P1	HGNC:56527	hgnc_id
HGNC_56528	FAM76AP1	HGNC:56528	hgnc_id
HGNC_56529	ACSL3P1	HGNC:56529	hgnc_id
HGNC_5653	IGHV4_55	HGNC:5653	hgnc_id
HGNC_56530	DPPA4P2	HGNC:56530	hgnc_id
HGNC_56531	DPPA4P3	HGNC:56531	hgnc_id
HGNC_56532	DPPA3P4	HGNC:56532	hgnc_id
HGNC_56533	DPPA3P5	HGNC:56533	hgnc_id
HGNC_56534	DPPA3P6	HGNC:56534	hgnc_id
HGNC_56535	DPPA3P7	HGNC:56535	hgnc_id
HGNC_56536	DPPA3P8	HGNC:56536	hgnc_id
HGNC_56537	DPPA3P9	HGNC:56537	hgnc_id
HGNC_56538	SDHBP1	HGNC:56538	hgnc_id
HGNC_56539	DONSONP1	HGNC:56539	hgnc_id
HGNC_5654	IGHV4_59	HGNC:5654	hgnc_id
HGNC_56540	DNAJC8P2	HGNC:56540	hgnc_id
HGNC_56541	DNAJC8P3	HGNC:56541	hgnc_id
HGNC_56542	DNAJC8P4	HGNC:56542	hgnc_id
HGNC_56543	DPPA3P12	HGNC:56543	hgnc_id
HGNC_56544	DPPA3P10	HGNC:56544	hgnc_id
HGNC_56545	DPPA3P11	HGNC:56545	hgnc_id
HGNC_56546	MTCH2P1	HGNC:56546	hgnc_id
HGNC_56547	MTCH2P2	HGNC:56547	hgnc_id
HGNC_56548	MTCH2P3	HGNC:56548	hgnc_id
HGNC_56549	MTCH2P4	HGNC:56549	hgnc_id
HGNC_5655	IGHV4_61	HGNC:5655	hgnc_id
HGNC_56550	DTWD1P1	HGNC:56550	hgnc_id
HGNC_56551	DTWD1P2	HGNC:56551	hgnc_id
HGNC_56552	PHF5AP7	HGNC:56552	hgnc_id
HGNC_56553	EIF2AK1P1	HGNC:56553	hgnc_id
HGNC_56554	UBTD2P1	HGNC:56554	hgnc_id
HGNC_56556	PLSCR4P1	HGNC:56556	hgnc_id
HGNC_56557	WDR70P1	HGNC:56557	hgnc_id
HGNC_56558	EIF3JP2	HGNC:56558	hgnc_id
HGNC_56559	EIF3JP3	HGNC:56559	hgnc_id
HGNC_5656	IGHV4_80	HGNC:5656	hgnc_id
HGNC_56560	SAP30P1	HGNC:56560	hgnc_id
HGNC_56561	KIAA1328P1	HGNC:56561	hgnc_id
HGNC_56562	SNRNP40P1	HGNC:56562	hgnc_id
HGNC_56563	CRADDP1	HGNC:56563	hgnc_id
HGNC_56564	PCBP2P4	HGNC:56564	hgnc_id
HGNC_56565	LILRA2P1	HGNC:56565	hgnc_id
HGNC_56566	RFKP6	HGNC:56566	hgnc_id
HGNC_56567	C9ORF78P1	HGNC:56567	hgnc_id
HGNC_56568	C9ORF78P2	HGNC:56568	hgnc_id
HGNC_56569	SRP14P5	HGNC:56569	hgnc_id
HGNC_5657	IGHV4_38_2	HGNC:5657	hgnc_id
HGNC_56570	NGRNP1	HGNC:56570	hgnc_id
HGNC_56571	NGRNP2	HGNC:56571	hgnc_id
HGNC_56572	NGRNP3	HGNC:56572	hgnc_id
HGNC_56573	CYCSP56	HGNC:56573	hgnc_id
HGNC_56574	SSBL6P	HGNC:56574	hgnc_id
HGNC_56575	FAM20BP1	HGNC:56575	hgnc_id
HGNC_56576	MTCO1P58	HGNC:56576	hgnc_id
HGNC_56577	TBPL1P1	HGNC:56577	hgnc_id
HGNC_56578	NAP1L5P1	HGNC:56578	hgnc_id
HGNC_56579	MMACHCP1	HGNC:56579	hgnc_id
HGNC_5658	IGHV4OR15_8	HGNC:5658	hgnc_id
HGNC_56580	TMEM229BP1	HGNC:56580	hgnc_id
HGNC_56581	DDX5P1	HGNC:56581	hgnc_id
HGNC_56582	RPL15P19	HGNC:56582	hgnc_id
HGNC_56583	SULT1D1P2	HGNC:56583	hgnc_id
HGNC_56585	COX7BP6	HGNC:56585	hgnc_id
HGNC_56586	EI24P6	HGNC:56586	hgnc_id
HGNC_56587	TMEM38BP1	HGNC:56587	hgnc_id
HGNC_56588	PSMG3P1	HGNC:56588	hgnc_id
HGNC_56589	RNF13P1	HGNC:56589	hgnc_id
HGNC_5659	IGHV5_51	HGNC:5659	hgnc_id
HGNC_56590	ACTBP16	HGNC:56590	hgnc_id
HGNC_56591	MATR3P2	HGNC:56591	hgnc_id
HGNC_56592	MATR3P3	HGNC:56592	hgnc_id
HGNC_56593	PSMG3P2	HGNC:56593	hgnc_id
HGNC_56594	ZCCHC10P1	HGNC:56594	hgnc_id
HGNC_56595	ZCCHC10P2	HGNC:56595	hgnc_id
HGNC_56596	PLA2G10P1	HGNC:56596	hgnc_id
HGNC_56597	PLA2G10IP	HGNC:56597	hgnc_id
HGNC_56598	PLA2G10BP	HGNC:56598	hgnc_id
HGNC_56599	PLA2G10CP	HGNC:56599	hgnc_id
HGNC_566	AP3B1	HGNC:566	hgnc_id
HGNC_5660	IGHV5_78	HGNC:5660	hgnc_id
HGNC_56600	PLA2G10DP	HGNC:56600	hgnc_id
HGNC_56601	PLA2G10EP	HGNC:56601	hgnc_id
HGNC_56602	PLA2G10FP	HGNC:56602	hgnc_id
HGNC_56603	PLA2G10GP	HGNC:56603	hgnc_id
HGNC_56604	PLA2G10HP	HGNC:56604	hgnc_id
HGNC_56606	PLA2G10JP	HGNC:56606	hgnc_id
HGNC_56607	PLA2G10KP	HGNC:56607	hgnc_id
HGNC_56608	TVP23CP3	HGNC:56608	hgnc_id
HGNC_56609	PRICKLE1P1	HGNC:56609	hgnc_id
HGNC_5661	IGHV5_10_1	HGNC:5661	hgnc_id
HGNC_56610	TEDDM3P	HGNC:56610	hgnc_id
HGNC_56612	PET100P1	HGNC:56612	hgnc_id
HGNC_56613	HRGP1	HGNC:56613	hgnc_id
HGNC_56614	HRGP2	HGNC:56614	hgnc_id
HGNC_56615	MCF2L2P1	HGNC:56615	hgnc_id
HGNC_56617	ENOPH1P1	HGNC:56617	hgnc_id
HGNC_56618	ENAHP1	HGNC:56618	hgnc_id
HGNC_56619	PERPP1	HGNC:56619	hgnc_id
HGNC_5662	IGHV6_1	HGNC:5662	hgnc_id
HGNC_56620	PERPP2	HGNC:56620	hgnc_id
HGNC_56621	COX6A1P4	HGNC:56621	hgnc_id
HGNC_56622	COX6A1P5	HGNC:56622	hgnc_id
HGNC_56623	COX6A1P6	HGNC:56623	hgnc_id
HGNC_56624	COX6A1P7	HGNC:56624	hgnc_id
HGNC_56625	RPL29P34	HGNC:56625	hgnc_id
HGNC_56626	FAM151AP1	HGNC:56626	hgnc_id
HGNC_56627	RPL31P64	HGNC:56627	hgnc_id
HGNC_56628	ARL8BP1	HGNC:56628	hgnc_id
HGNC_56629	ARL8BP2	HGNC:56629	hgnc_id
HGNC_5663	IGHV7_27	HGNC:5663	hgnc_id
HGNC_56630	ZDHHC1P1	HGNC:56630	hgnc_id
HGNC_56631	NAA50P2	HGNC:56631	hgnc_id
HGNC_56632	FHL1P1	HGNC:56632	hgnc_id
HGNC_56633	MEMO1P6	HGNC:56633	hgnc_id
HGNC_56636	TODL	HGNC:56636	hgnc_id
HGNC_56638	LIRIL2R	HGNC:56638	hgnc_id
HGNC_56639	LINC03067	HGNC:56639	hgnc_id
HGNC_5664	IGHV7_34_1	HGNC:5664	hgnc_id
HGNC_56640	LINC03068	HGNC:56640	hgnc_id
HGNC_56642	LINC03070	HGNC:56642	hgnc_id
HGNC_56643	STEAP1B_AS2	HGNC:56643	hgnc_id
HGNC_56645	LINC03071	HGNC:56645	hgnc_id
HGNC_56646	EPC1_AS2	HGNC:56646	hgnc_id
HGNC_56648	LOXL2_AS1	HGNC:56648	hgnc_id
HGNC_56649	GCLC_AS1	HGNC:56649	hgnc_id
HGNC_5665	IGHV7_4_1	HGNC:5665	hgnc_id
HGNC_56650	LINC03072	HGNC:56650	hgnc_id
HGNC_56651	LINC03073	HGNC:56651	hgnc_id
HGNC_56652	NRAL	HGNC:56652	hgnc_id
HGNC_56653	CEDORA	HGNC:56653	hgnc_id
HGNC_56654	LINC03074	HGNC:56654	hgnc_id
HGNC_56655	LINC03075	HGNC:56655	hgnc_id
HGNC_56656	LINC03076	HGNC:56656	hgnc_id
HGNC_56657	LINC03077	HGNC:56657	hgnc_id
HGNC_56659	NPAP1P9	HGNC:56659	hgnc_id
HGNC_5666	IGHV7_40	HGNC:5666	hgnc_id
HGNC_56660	LNCTSI	HGNC:56660	hgnc_id
HGNC_56661	SLC30A4_AS1	HGNC:56661	hgnc_id
HGNC_56662	KXD1_AS1	HGNC:56662	hgnc_id
HGNC_56663	NCAL1	HGNC:56663	hgnc_id
HGNC_56664	LARRPM	HGNC:56664	hgnc_id
HGNC_56665	LINC03078	HGNC:56665	hgnc_id
HGNC_56666	BNAT1	HGNC:56666	hgnc_id
HGNC_56667	HLA_DQA1_AS1	HGNC:56667	hgnc_id
HGNC_56669	LINC03079	HGNC:56669	hgnc_id
HGNC_5667	IGHV7_56	HGNC:5667	hgnc_id
HGNC_56670	LINC03080	HGNC:56670	hgnc_id
HGNC_56671	SCUBE3_AS1	HGNC:56671	hgnc_id
HGNC_56672	FRMD4A_AS1	HGNC:56672	hgnc_id
HGNC_56673	ZSCAN2_AS1	HGNC:56673	hgnc_id
HGNC_56675	TTC23_AS1	HGNC:56675	hgnc_id
HGNC_56676	LINC03082	HGNC:56676	hgnc_id
HGNC_56677	LINC03083	HGNC:56677	hgnc_id
HGNC_56678	TM4SF18_AS1	HGNC:56678	hgnc_id
HGNC_56680	C16ORF46_DT	HGNC:56680	hgnc_id
HGNC_56681	ZNF248_AS1	HGNC:56681	hgnc_id
HGNC_56682	H2BC6_AS1	HGNC:56682	hgnc_id
HGNC_56684	DOCK6_AS1	HGNC:56684	hgnc_id
HGNC_56685	MYREM	HGNC:56685	hgnc_id
HGNC_56686	LINC03084	HGNC:56686	hgnc_id
HGNC_56687	TSPAN11_AS1	HGNC:56687	hgnc_id
HGNC_56688	FPASL	HGNC:56688	hgnc_id
HGNC_5669	IGHV7_81	HGNC:5669	hgnc_id
HGNC_56690	CACSTL1	HGNC:56690	hgnc_id
HGNC_56691	LINC03085	HGNC:56691	hgnc_id
HGNC_56692	SMAD3_AS1	HGNC:56692	hgnc_id
HGNC_56693	HEXIM2_AS2	HGNC:56693	hgnc_id
HGNC_56694	HAFML	HGNC:56694	hgnc_id
HGNC_56695	TANAR	HGNC:56695	hgnc_id
HGNC_56696	NAMPT_AS1	HGNC:56696	hgnc_id
HGNC_56698	MON2_AS1	HGNC:56698	hgnc_id
HGNC_56699	SAE1P1	HGNC:56699	hgnc_id
HGNC_567	AP3B2	HGNC:567	hgnc_id
HGNC_5670	IGHVII_1_1	HGNC:5670	hgnc_id
HGNC_56700	GALNT13_AS1	HGNC:56700	hgnc_id
HGNC_56701	LINC03086	HGNC:56701	hgnc_id
HGNC_56702	ASMER2	HGNC:56702	hgnc_id
HGNC_56704	HYOU1_AS1	HGNC:56704	hgnc_id
HGNC_56705	MAFG_AS1	HGNC:56705	hgnc_id
HGNC_56706	IPAN	HGNC:56706	hgnc_id
HGNC_56708	LNC_RHL1	HGNC:56708	hgnc_id
HGNC_56709	PKNOX2_AS1	HGNC:56709	hgnc_id
HGNC_5671	IGHVII_15_1	HGNC:5671	hgnc_id
HGNC_56710	LINC03088	HGNC:56710	hgnc_id
HGNC_56711	SLC45A4_AS1	HGNC:56711	hgnc_id
HGNC_56712	ETS2_AS1	HGNC:56712	hgnc_id
HGNC_56713	HLMR1	HGNC:56713	hgnc_id
HGNC_56714	FHP2	HGNC:56714	hgnc_id
HGNC_56716	TMEM184B_AS1	HGNC:56716	hgnc_id
HGNC_56717	LINC03089	HGNC:56717	hgnc_id
HGNC_56718	ASTILCS	HGNC:56718	hgnc_id
HGNC_56719	LINC03090	HGNC:56719	hgnc_id
HGNC_5672	IGHVII_20_1	HGNC:5672	hgnc_id
HGNC_56720	LINC03091	HGNC:56720	hgnc_id
HGNC_56721	LINC03092	HGNC:56721	hgnc_id
HGNC_56723	LINC03093	HGNC:56723	hgnc_id
HGNC_56725	LINC03094	HGNC:56725	hgnc_id
HGNC_56726	SAT1_DT	HGNC:56726	hgnc_id
HGNC_56727	MFSD12_AS1	HGNC:56727	hgnc_id
HGNC_56728	COPS3P1	HGNC:56728	hgnc_id
HGNC_56729	KILH	HGNC:56729	hgnc_id
HGNC_5673	IGHVII_22_1	HGNC:5673	hgnc_id
HGNC_56730	SYNAGE	HGNC:56730	hgnc_id
HGNC_56731	NHEG1	HGNC:56731	hgnc_id
HGNC_56732	UBE2V2_AS1	HGNC:56732	hgnc_id
HGNC_56733	MITA1	HGNC:56733	hgnc_id
HGNC_56735	NOX4P1	HGNC:56735	hgnc_id
HGNC_56737	ITGAL_AS1	HGNC:56737	hgnc_id
HGNC_56738	LINC03095	HGNC:56738	hgnc_id
HGNC_56739	MAGEB17_AS1	HGNC:56739	hgnc_id
HGNC_5674	IGHVII_26_2	HGNC:5674	hgnc_id
HGNC_56740	RPS21_DT	HGNC:56740	hgnc_id
HGNC_56741	IQSEC3_AS2	HGNC:56741	hgnc_id
HGNC_56742	BICRA_AS2	HGNC:56742	hgnc_id
HGNC_56743	LINC03096	HGNC:56743	hgnc_id
HGNC_56744	LINC03097	HGNC:56744	hgnc_id
HGNC_56745	LINC03098	HGNC:56745	hgnc_id
HGNC_56747	ENEMAL	HGNC:56747	hgnc_id
HGNC_5675	IGHVII_28_1	HGNC:5675	hgnc_id
HGNC_56750	LINC03099	HGNC:56750	hgnc_id
HGNC_56751	SAP30BP_AS1	HGNC:56751	hgnc_id
HGNC_56752	TMEM276_ZFTRAF1	HGNC:56752	hgnc_id
HGNC_56753	KCNK4_CATSPERZ	HGNC:56753	hgnc_id
HGNC_56755	LINC00680_GUSBP4	HGNC:56755	hgnc_id
HGNC_56756	TRIM59_IFT80	HGNC:56756	hgnc_id
HGNC_56757	ZNF8_ERVK3_1	HGNC:56757	hgnc_id
HGNC_56758	TOMM22_DT	HGNC:56758	hgnc_id
HGNC_56759	SMAD3_DT	HGNC:56759	hgnc_id
HGNC_5676	IGHVII_30_1	HGNC:5676	hgnc_id
HGNC_56760	C1ORF202	HGNC:56760	hgnc_id
HGNC_56762	TRIB1AL	HGNC:56762	hgnc_id
HGNC_56763	LINC03100	HGNC:56763	hgnc_id
HGNC_56768	SMIM10L3	HGNC:56768	hgnc_id
HGNC_56769	NUPR2P1	HGNC:56769	hgnc_id
HGNC_5677	IGHVII_31_1	HGNC:5677	hgnc_id
HGNC_56771	SAXO3	HGNC:56771	hgnc_id
HGNC_56772	DUSP13A	HGNC:56772	hgnc_id
HGNC_56775	LOLI1	HGNC:56775	hgnc_id
HGNC_56777	TMX1P1	HGNC:56777	hgnc_id
HGNC_56778	TMX1P2	HGNC:56778	hgnc_id
HGNC_56779	FKBP6P1	HGNC:56779	hgnc_id
HGNC_5678	IGHVII_33_1	HGNC:5678	hgnc_id
HGNC_56780	FKBP6P2	HGNC:56780	hgnc_id
HGNC_56781	TRNT1P1	HGNC:56781	hgnc_id
HGNC_56782	TRNT1P2	HGNC:56782	hgnc_id
HGNC_56783	ANKRD39P1	HGNC:56783	hgnc_id
HGNC_56784	NUP50P4	HGNC:56784	hgnc_id
HGNC_56785	KIAA1191P1	HGNC:56785	hgnc_id
HGNC_56786	KIAA1191P2	HGNC:56786	hgnc_id
HGNC_56787	KIAA1191P3	HGNC:56787	hgnc_id
HGNC_56788	UFC1P1	HGNC:56788	hgnc_id
HGNC_56789	TIPINP2	HGNC:56789	hgnc_id
HGNC_5679	IGHVII_40_1	HGNC:5679	hgnc_id
HGNC_56790	UBA5P1	HGNC:56790	hgnc_id
HGNC_56791	SPOPLP1	HGNC:56791	hgnc_id
HGNC_56792	SPOPLP2	HGNC:56792	hgnc_id
HGNC_56793	SPOPLP3	HGNC:56793	hgnc_id
HGNC_56794	MND1P1	HGNC:56794	hgnc_id
HGNC_56795	CCSER2P1	HGNC:56795	hgnc_id
HGNC_56796	RPL7L1P14	HGNC:56796	hgnc_id
HGNC_56797	RPL7L1P15	HGNC:56797	hgnc_id
HGNC_56798	RPL7L1P16	HGNC:56798	hgnc_id
HGNC_56799	RPL7L1P17	HGNC:56799	hgnc_id
HGNC_568	AP3D1	HGNC:568	hgnc_id
HGNC_5680	IGHVII_43_1	HGNC:5680	hgnc_id
HGNC_56800	RPL7L1P18	HGNC:56800	hgnc_id
HGNC_56801	RPL7L1P19	HGNC:56801	hgnc_id
HGNC_56802	RPL7L1P20	HGNC:56802	hgnc_id
HGNC_56803	RPL7L1P21	HGNC:56803	hgnc_id
HGNC_56804	RPL7L1P22	HGNC:56804	hgnc_id
HGNC_56805	STBD1P1	HGNC:56805	hgnc_id
HGNC_56806	FBLP1	HGNC:56806	hgnc_id
HGNC_56807	TMEM69P1	HGNC:56807	hgnc_id
HGNC_56808	TMEM69P2	HGNC:56808	hgnc_id
HGNC_56809	SPICP1	HGNC:56809	hgnc_id
HGNC_5681	IGHVII_44_2	HGNC:5681	hgnc_id
HGNC_56810	SPICP2	HGNC:56810	hgnc_id
HGNC_56811	SPICP3	HGNC:56811	hgnc_id
HGNC_56812	SPICP4	HGNC:56812	hgnc_id
HGNC_56813	SPICP5	HGNC:56813	hgnc_id
HGNC_56814	PLEKHB2P1	HGNC:56814	hgnc_id
HGNC_56815	WDR77P1	HGNC:56815	hgnc_id
HGNC_56816	CATSPER2P2	HGNC:56816	hgnc_id
HGNC_56817	PTTG1P2	HGNC:56817	hgnc_id
HGNC_56818	SIMC1P1	HGNC:56818	hgnc_id
HGNC_5682	IGHVII_46_1	HGNC:5682	hgnc_id
HGNC_56821	RUNX1_AS1	HGNC:56821	hgnc_id
HGNC_56822	DHCR7_DT	HGNC:56822	hgnc_id
HGNC_56823	LINC03101	HGNC:56823	hgnc_id
HGNC_56824	KBTBD6_DT	HGNC:56824	hgnc_id
HGNC_56825	SSX20P	HGNC:56825	hgnc_id
HGNC_56826	SSX21P	HGNC:56826	hgnc_id
HGNC_56827	SSX18P	HGNC:56827	hgnc_id
HGNC_56829	PET117P1	HGNC:56829	hgnc_id
HGNC_5683	IGHVII_49_1	HGNC:5683	hgnc_id
HGNC_56830	IFT57P1	HGNC:56830	hgnc_id
HGNC_56831	MSL3P2	HGNC:56831	hgnc_id
HGNC_56832	MSL3P3	HGNC:56832	hgnc_id
HGNC_56833	RGL4P1	HGNC:56833	hgnc_id
HGNC_56834	LINC03104	HGNC:56834	hgnc_id
