alias	approved_symbol	hgnc_id	source
HGNC_27296	TMEM61	HGNC:27296	hgnc_id
HGNC_27297	CDCP2	HGNC:27297	hgnc_id
HGNC_273	PARP3	HGNC:273	hgnc_id
HGNC_2730	DDR1	HGNC:2730	hgnc_id
HGNC_27301	CRTC2	HGNC:27301	hgnc_id
HGNC_27302	IBA57	HGNC:27302	hgnc_id
HGNC_27304	LINC00656	HGNC:27304	hgnc_id
HGNC_27309	DHFR2	HGNC:27309	hgnc_id
HGNC_2731	DDR2	HGNC:2731	hgnc_id
HGNC_27310	FLCN	HGNC:27310	hgnc_id
HGNC_27312	SAMD14	HGNC:27312	hgnc_id
HGNC_27314	LYRM9	HGNC:27314	hgnc_id
HGNC_27315	SPEM2	HGNC:27315	hgnc_id
HGNC_27316	TRIM65	HGNC:27316	hgnc_id
HGNC_27317	DLGAP1_AS3	HGNC:27317	hgnc_id
HGNC_27318	ZNF584	HGNC:27318	hgnc_id
HGNC_27319	LINC00870	HGNC:27319	hgnc_id
HGNC_2732	DDT	HGNC:2732	hgnc_id
HGNC_27320	C4ORF46	HGNC:27320	hgnc_id
HGNC_27321	SMIM14	HGNC:27321	hgnc_id
HGNC_27322	SPATA24	HGNC:27322	hgnc_id
HGNC_27323	FAM153B	HGNC:27323	hgnc_id
HGNC_27324	MESDP1	HGNC:27324	hgnc_id
HGNC_27328	PAXIP1_DT	HGNC:27328	hgnc_id
HGNC_27329	R3HCC1	HGNC:27329	hgnc_id
HGNC_27333	LINC01560	HGNC:27333	hgnc_id
HGNC_27334	INTS6L	HGNC:27334	hgnc_id
HGNC_27336	LINC01546	HGNC:27336	hgnc_id
HGNC_27337	ANO5	HGNC:27337	hgnc_id
HGNC_27338	PDILT	HGNC:27338	hgnc_id
HGNC_27339	MTLN	HGNC:27339	hgnc_id
HGNC_2734	DDX1	HGNC:2734	hgnc_id
HGNC_27340	TMEM254_AS1	HGNC:27340	hgnc_id
HGNC_27343	PROSER2_AS1	HGNC:27343	hgnc_id
HGNC_27344	TMEM218	HGNC:27344	hgnc_id
HGNC_27345	TPTE2P3	HGNC:27345	hgnc_id
HGNC_27346	OTUD1	HGNC:27346	hgnc_id
HGNC_27347	WAC_AS1	HGNC:27347	hgnc_id
HGNC_27349	TMEM72_AS1	HGNC:27349	hgnc_id
HGNC_2735	DDX10	HGNC:2735	hgnc_id
HGNC_27350	LINC02685	HGNC:27350	hgnc_id
HGNC_27351	EEF1AKMT1	HGNC:27351	hgnc_id
HGNC_27356	SMIM13	HGNC:27356	hgnc_id
HGNC_2736	DDX11	HGNC:2736	hgnc_id
HGNC_27362	RSPH10B	HGNC:27362	hgnc_id
HGNC_27363	ITPRID1	HGNC:27363	hgnc_id
HGNC_27364	HEPACAM2	HGNC:27364	hgnc_id
HGNC_27365	TECRL	HGNC:27365	hgnc_id
HGNC_27366	HCG27	HGNC:27366	hgnc_id
HGNC_27367	CUTALP	HGNC:27367	hgnc_id
HGNC_27368	LINGO1_AS1	HGNC:27368	hgnc_id
HGNC_2737	DDX12P	HGNC:2737	hgnc_id
HGNC_27370	ZNF503_AS1	HGNC:27370	hgnc_id
HGNC_27371	SLC25A30	HGNC:27371	hgnc_id
HGNC_27372	LINC02052	HGNC:27372	hgnc_id
HGNC_27373	CCNQP1	HGNC:27373	hgnc_id
HGNC_27375	MSRB3	HGNC:27375	hgnc_id
HGNC_27377	CACNA1G_AS1	HGNC:27377	hgnc_id
HGNC_27379	RELL1	HGNC:27379	hgnc_id
HGNC_2738	DHX15	HGNC:2738	hgnc_id
HGNC_27380	ASPHD1	HGNC:27380	hgnc_id
HGNC_27381	RNASE11_AS1	HGNC:27381	hgnc_id
HGNC_27384	ZNRD2_DT	HGNC:27384	hgnc_id
HGNC_27385	NIFK_AS1	HGNC:27385	hgnc_id
HGNC_27386	LINC00710	HGNC:27386	hgnc_id
HGNC_27387	ZDHHC24	HGNC:27387	hgnc_id
HGNC_27388	MIR9_3HG	HGNC:27388	hgnc_id
HGNC_2739	DHX16	HGNC:2739	hgnc_id
HGNC_27393	TMCO4	HGNC:27393	hgnc_id
HGNC_27394	LINC01018	HGNC:27394	hgnc_id
HGNC_27396	PLA2G4F	HGNC:27396	hgnc_id
HGNC_27397	CT47A11	HGNC:27397	hgnc_id
HGNC_27399	NUP210P1	HGNC:27399	hgnc_id
HGNC_274	PARP4P3	HGNC:274	hgnc_id
HGNC_2740	DDX17	HGNC:2740	hgnc_id
HGNC_27400	RASGEF1C	HGNC:27400	hgnc_id
HGNC_27402	TBX5_AS1	HGNC:27402	hgnc_id
HGNC_27403	TOLLIP_DT	HGNC:27403	hgnc_id
HGNC_27405	NPNT	HGNC:27405	hgnc_id
HGNC_27406	INAFM1	HGNC:27406	hgnc_id
HGNC_27407	SMCO1	HGNC:27407	hgnc_id
HGNC_27408	SDHAP2	HGNC:27408	hgnc_id
HGNC_27409	LINC01619	HGNC:27409	hgnc_id
HGNC_2741	DDX18	HGNC:2741	hgnc_id
HGNC_27411	SYCE2	HGNC:27411	hgnc_id
HGNC_27413	BCLAF3	HGNC:27413	hgnc_id
HGNC_27414	ARHGAP30	HGNC:27414	hgnc_id
HGNC_27416	LINC01366	HGNC:27416	hgnc_id
HGNC_27417	MOCS2_DT	HGNC:27417	hgnc_id
HGNC_27418	C2ORF72	HGNC:27418	hgnc_id
HGNC_2742	DDX19B	HGNC:2742	hgnc_id
HGNC_27421	C10ORF53	HGNC:27421	hgnc_id
HGNC_27422	LINC00700	HGNC:27422	hgnc_id
HGNC_27424	RBM20	HGNC:27424	hgnc_id
HGNC_27425	PDCD4_AS1	HGNC:27425	hgnc_id
HGNC_2743	DDX20	HGNC:2743	hgnc_id
HGNC_27430	LINC00841	HGNC:27430	hgnc_id
HGNC_27433	ZMIZ1_AS1	HGNC:27433	hgnc_id
HGNC_27436	LINC00837	HGNC:27436	hgnc_id
HGNC_27437	WDR11_DT	HGNC:27437	hgnc_id
HGNC_27438	SBF2_AS1	HGNC:27438	hgnc_id
HGNC_2744	DDX21	HGNC:2744	hgnc_id
HGNC_27441	MAJIN	HGNC:27441	hgnc_id
HGNC_27442	SLC25A45	HGNC:27442	hgnc_id
HGNC_27443	LINC02762	HGNC:27443	hgnc_id
HGNC_27444	LINC00900	HGNC:27444	hgnc_id
HGNC_27445	TBC1D3P1	HGNC:27445	hgnc_id
HGNC_27446	DRC12	HGNC:27446	hgnc_id
HGNC_27449	B3GAT1_DT	HGNC:27449	hgnc_id
HGNC_2745	DDX3X	HGNC:2745	hgnc_id
HGNC_27451	DGAT2_DT	HGNC:27451	hgnc_id
HGNC_27452	KCTD21	HGNC:27452	hgnc_id
HGNC_27453	TMEM80	HGNC:27453	hgnc_id
HGNC_27455	RCOR2	HGNC:27455	hgnc_id
HGNC_27456	LINC00294	HGNC:27456	hgnc_id
HGNC_2746	DDX5	HGNC:2746	hgnc_id
HGNC_27461	C1RL_AS1	HGNC:27461	hgnc_id
HGNC_27463	LINC02396	HGNC:27463	hgnc_id
HGNC_27464	TNS2_AS1	HGNC:27464	hgnc_id
HGNC_27465	ZNF740	HGNC:27465	hgnc_id
HGNC_27466	TMEM132D_AS1	HGNC:27466	hgnc_id
HGNC_27468	SPRYD4	HGNC:27468	hgnc_id
HGNC_2747	DDX6	HGNC:2747	hgnc_id
HGNC_27471	TRHDE_AS1	HGNC:27471	hgnc_id
HGNC_27473	LINC02874	HGNC:27473	hgnc_id
HGNC_27474	LINC00592	HGNC:27474	hgnc_id
HGNC_27475	GAS2L3	HGNC:27475	hgnc_id
HGNC_27476	LINC00485	HGNC:27476	hgnc_id
HGNC_27477	LINC02825	HGNC:27477	hgnc_id
HGNC_27482	GXYLT1	HGNC:27482	hgnc_id
HGNC_2749	DHX8	HGNC:2749	hgnc_id
HGNC_27492	PRECSIT	HGNC:27492	hgnc_id
HGNC_275	PARP1P1	HGNC:275	hgnc_id
HGNC_2750	DHX9	HGNC:2750	hgnc_id
HGNC_27501	SLC46A3	HGNC:27501	hgnc_id
HGNC_27502	LINC00639	HGNC:27502	hgnc_id
HGNC_27503	LINC01588	HGNC:27503	hgnc_id
HGNC_27505	LINC02288	HGNC:27505	hgnc_id
HGNC_27506	KLHL23	HGNC:27506	hgnc_id
HGNC_27507	LINC01148	HGNC:27507	hgnc_id
HGNC_2751	DHX9P1	HGNC:2751	hgnc_id
HGNC_27510	SNHG10	HGNC:27510	hgnc_id
HGNC_27511	LINC00641	HGNC:27511	hgnc_id
HGNC_27514	LINC00926	HGNC:27514	hgnc_id
HGNC_27515	ALDH1A2_AS1	HGNC:27515	hgnc_id
HGNC_27519	LINC01579	HGNC:27519	hgnc_id
HGNC_2752	PIAS1	HGNC:2752	hgnc_id
HGNC_27521	ST20_AS1	HGNC:27521	hgnc_id
HGNC_27522	LINC00927	HGNC:27522	hgnc_id
HGNC_27523	CPEB1_AS1	HGNC:27523	hgnc_id
HGNC_2753	DECR1	HGNC:2753	hgnc_id
HGNC_27530	ISLR2_AS1	HGNC:27530	hgnc_id
HGNC_27532	NTRK3_AS1	HGNC:27532	hgnc_id
HGNC_27535	LINC00928	HGNC:27535	hgnc_id
HGNC_27537	FBXL22	HGNC:27537	hgnc_id
HGNC_27538	OR8U8	HGNC:27538	hgnc_id
HGNC_2754	DECR2	HGNC:2754	hgnc_id
HGNC_27540	EXOC3L1	HGNC:27540	hgnc_id
HGNC_27543	GNAO1_DT	HGNC:27543	hgnc_id
HGNC_27545	LINC00922	HGNC:27545	hgnc_id
HGNC_27548	ERVK13_1	HGNC:27548	hgnc_id
HGNC_27549	GREP1	HGNC:27549	hgnc_id
HGNC_2755	DEDD	HGNC:2755	hgnc_id
HGNC_27550	LINC02175	HGNC:27550	hgnc_id
HGNC_27551	IL21R_AS1	HGNC:27551	hgnc_id
HGNC_27555	LINC01566	HGNC:27555	hgnc_id
HGNC_27556	PDPR2P	HGNC:27556	hgnc_id
HGNC_27557	FBXL19_AS1	HGNC:27557	hgnc_id
HGNC_27558	UQCC4	HGNC:27558	hgnc_id
HGNC_27559	PDXDC2P	HGNC:27559	hgnc_id
HGNC_27560	LINC00685	HGNC:27560	hgnc_id
HGNC_27561	TSEN54	HGNC:27561	hgnc_id
HGNC_27562	LINC00868	HGNC:27562	hgnc_id
HGNC_27563	TMEM235	HGNC:27563	hgnc_id
HGNC_27564	CCDC57	HGNC:27564	hgnc_id
HGNC_27568	C17ORF58	HGNC:27568	hgnc_id
HGNC_27570	MILR1	HGNC:27570	hgnc_id
HGNC_27571	RNF227	HGNC:27571	hgnc_id
HGNC_27576	PICART1	HGNC:27576	hgnc_id
HGNC_27578	CISD3	HGNC:27578	hgnc_id
HGNC_27581	KRT42P	HGNC:27581	hgnc_id
HGNC_27583	LINC03227	HGNC:27583	hgnc_id
HGNC_27584	METRNL	HGNC:27584	hgnc_id
HGNC_27586	DLGAP1_AS5	HGNC:27586	hgnc_id
HGNC_27596	SIGLEC15	HGNC:27596	hgnc_id
HGNC_27598	SMIM21	HGNC:27598	hgnc_id
HGNC_27599	LINC00908	HGNC:27599	hgnc_id
HGNC_276	PARP1P2	HGNC:276	hgnc_id
HGNC_2760	DEF6	HGNC:2760	hgnc_id
HGNC_27600	LINC01924	HGNC:27600	hgnc_id
HGNC_27603	ZNF780A	HGNC:27603	hgnc_id
HGNC_27606	ZNF575	HGNC:27606	hgnc_id
HGNC_27607	PPP1R37	HGNC:27607	hgnc_id
HGNC_27609	EMC10	HGNC:27609	hgnc_id
HGNC_2761	DEFA1	HGNC:2761	hgnc_id
HGNC_27610	RPL22L1	HGNC:27610	hgnc_id
HGNC_27611	ZNF841	HGNC:27611	hgnc_id
HGNC_27613	ZNF561_AS1	HGNC:27613	hgnc_id
HGNC_27614	ZNF763	HGNC:27614	hgnc_id
HGNC_27615	VSTM2B_DT	HGNC:27615	hgnc_id
HGNC_27616	SCGB2B2	HGNC:27616	hgnc_id
HGNC_27617	ZNF790_AS1	HGNC:27617	hgnc_id
HGNC_27619	NWD1	HGNC:27619	hgnc_id
HGNC_2762	DEFA3	HGNC:2762	hgnc_id
HGNC_27620	MIR23AHG	HGNC:27620	hgnc_id
HGNC_27622	FRRS1	HGNC:27622	hgnc_id
HGNC_27628	LINC02806	HGNC:27628	hgnc_id
HGNC_2763	DEFA4	HGNC:2763	hgnc_id
HGNC_27631	LEMD1_DT	HGNC:27631	hgnc_id
HGNC_27632	SLC60A1_AS1	HGNC:27632	hgnc_id
HGNC_27633	PM20D1_AS1	HGNC:27633	hgnc_id
HGNC_27635	FAM41C	HGNC:27635	hgnc_id
HGNC_27637	EEIG2	HGNC:27637	hgnc_id
HGNC_27638	SYPL2	HGNC:27638	hgnc_id
HGNC_27639	ANKRD34A	HGNC:27639	hgnc_id
HGNC_2764	DEFA5	HGNC:2764	hgnc_id
HGNC_27642	LINC02800	HGNC:27642	hgnc_id
HGNC_27643	LINC01686	HGNC:27643	hgnc_id
HGNC_27645	MIR449A	HGNC:27645	hgnc_id
HGNC_27647	SNHG28	HGNC:27647	hgnc_id
HGNC_27648	SPATA46	HGNC:27648	hgnc_id
HGNC_2765	DEFA6	HGNC:2765	hgnc_id
HGNC_27652	CPLX3	HGNC:27652	hgnc_id
HGNC_27653	SLC25A34	HGNC:27653	hgnc_id
HGNC_27655	C20ORF204	HGNC:27655	hgnc_id
HGNC_27657	LINC00494	HGNC:27657	hgnc_id
HGNC_27658	LINC01270	HGNC:27658	hgnc_id
HGNC_27659	MIR646HG	HGNC:27659	hgnc_id
HGNC_2766	DEFB1	HGNC:2766	hgnc_id
HGNC_27662	MIR663AHG	HGNC:27662	hgnc_id
HGNC_27669	MIF_AS1	HGNC:27669	hgnc_id
HGNC_2767	DEFB4A	HGNC:2767	hgnc_id
HGNC_27672	EPIC1	HGNC:27672	hgnc_id
HGNC_27673	TAFA5_AS1	HGNC:27673	hgnc_id
HGNC_27678	NT5DC4	HGNC:27678	hgnc_id
HGNC_2768	DEK	HGNC:2768	hgnc_id
HGNC_27680	LINC02946	HGNC:27680	hgnc_id
HGNC_27683	ALKAL2	HGNC:27683	hgnc_id
HGNC_2769	DENR	HGNC:2769	hgnc_id
HGNC_27690	LINC01305	HGNC:27690	hgnc_id
HGNC_27696	IAH1	HGNC:27696	hgnc_id
HGNC_277	ADRA1A	HGNC:277	hgnc_id
HGNC_2770	DES	HGNC:2770	hgnc_id
HGNC_27701	TUSC7	HGNC:27701	hgnc_id
HGNC_27702	LINC00636	HGNC:27702	hgnc_id
HGNC_27706	LINC00877	HGNC:27706	hgnc_id
HGNC_27708	LINC00692	HGNC:27708	hgnc_id
HGNC_27709	CCDC66	HGNC:27709	hgnc_id
HGNC_2771	CFD	HGNC:2771	hgnc_id
HGNC_27713	ZNF852	HGNC:27713	hgnc_id
HGNC_27717	DPH3	HGNC:27717	hgnc_id
HGNC_27718	LINC02028	HGNC:27718	hgnc_id
HGNC_2772	DFFA	HGNC:2772	hgnc_id
HGNC_27720	LINC00698	HGNC:27720	hgnc_id
HGNC_27721	LINC01091	HGNC:27721	hgnc_id
HGNC_27723	DCAF4L1	HGNC:27723	hgnc_id
HGNC_27725	F11_AS1	HGNC:27725	hgnc_id
HGNC_27728	JAKMIP1_DT	HGNC:27728	hgnc_id
HGNC_27729	RNF212	HGNC:27729	hgnc_id
HGNC_2773	DFFB	HGNC:2773	hgnc_id
HGNC_27730	AGA_DT	HGNC:27730	hgnc_id
HGNC_27731	LINC01098	HGNC:27731	hgnc_id
HGNC_27733	GPRIN3	HGNC:27733	hgnc_id
HGNC_27735	RNF175	HGNC:27735	hgnc_id
HGNC_27737	SEPSECS_DT	HGNC:27737	hgnc_id
HGNC_27738	LINC01097	HGNC:27738	hgnc_id
HGNC_27739	LINC01096	HGNC:27739	hgnc_id
HGNC_27740	ZBED11	HGNC:27740	hgnc_id
HGNC_27741	C4ORF54	HGNC:27741	hgnc_id
HGNC_27742	LINC01019	HGNC:27742	hgnc_id
HGNC_27744	LINC02995	HGNC:27744	hgnc_id
HGNC_27747	LINC01845	HGNC:27747	hgnc_id
HGNC_27749	LINC02159	HGNC:27749	hgnc_id
HGNC_27750	RIMOC1	HGNC:27750	hgnc_id
HGNC_27752	RNF180	HGNC:27752	hgnc_id
HGNC_27753	SPATA31J1	HGNC:27753	hgnc_id
HGNC_27756	LINC02112	HGNC:27756	hgnc_id
HGNC_27767	LINC03066	HGNC:27767	hgnc_id
HGNC_27768	LINC01622	HGNC:27768	hgnc_id
HGNC_27772	PACRG_AS1	HGNC:27772	hgnc_id
HGNC_27780	HCG22	HGNC:27780	hgnc_id
HGNC_27783	TBC1D3P2	HGNC:27783	hgnc_id
HGNC_27784	LINC02537	HGNC:27784	hgnc_id
HGNC_27786	CNPY1	HGNC:27786	hgnc_id
HGNC_27788	LINC00174	HGNC:27788	hgnc_id
HGNC_27797	SNHG15	HGNC:27797	hgnc_id
HGNC_27799	EPHA1_AS1	HGNC:27799	hgnc_id
HGNC_278	ADRA1B	HGNC:278	hgnc_id
HGNC_27800	LINC00996	HGNC:27800	hgnc_id
HGNC_27801	ZNF789	HGNC:27801	hgnc_id
HGNC_27806	XKR6	HGNC:27806	hgnc_id
HGNC_27809	TNFRSF10B_AS1	HGNC:27809	hgnc_id
HGNC_27814	MROH6	HGNC:27814	hgnc_id
HGNC_27815	ZNF707	HGNC:27815	hgnc_id
HGNC_27819	LINC01591	HGNC:27819	hgnc_id
HGNC_27820	MICU3	HGNC:27820	hgnc_id
HGNC_27821	ZNF252P_AS1	HGNC:27821	hgnc_id
HGNC_27823	LINC02153	HGNC:27823	hgnc_id
HGNC_27827	LINC02209	HGNC:27827	hgnc_id
HGNC_27828	TRIQK	HGNC:27828	hgnc_id
HGNC_27829	DPY19L4	HGNC:27829	hgnc_id
HGNC_27837	LINC03018	HGNC:27837	hgnc_id
HGNC_27839	LINC01299	HGNC:27839	hgnc_id
HGNC_27840	C8ORF34_AS1	HGNC:27840	hgnc_id
HGNC_27841	LACTB2_AS1	HGNC:27841	hgnc_id
HGNC_27843	CFAP157	HGNC:27843	hgnc_id
HGNC_27844	SLC25A25_AS1	HGNC:27844	hgnc_id
HGNC_27845	SOHLH1	HGNC:27845	hgnc_id
HGNC_27846	SPATA31C1	HGNC:27846	hgnc_id
HGNC_27847	LINC02843	HGNC:27847	hgnc_id
HGNC_27849	PAXX	HGNC:27849	hgnc_id
HGNC_27852	FGF7P6	HGNC:27852	hgnc_id
HGNC_27855	FAM225A	HGNC:27855	hgnc_id
HGNC_27858	ERCC6L2_AS1	HGNC:27858	hgnc_id
HGNC_27861	MIR4290HG	HGNC:27861	hgnc_id
HGNC_27862	LINC00484	HGNC:27862	hgnc_id
HGNC_27864	CXXC1P1	HGNC:27864	hgnc_id
HGNC_27865	LINC00632	HGNC:27865	hgnc_id
HGNC_27867	H2BW2	HGNC:27867	hgnc_id
HGNC_27873	ANKRD30BP3	HGNC:27873	hgnc_id
HGNC_27874	LINC00705	HGNC:27874	hgnc_id
HGNC_27877	KRTAP5_AS1	HGNC:27877	hgnc_id
HGNC_27879	VSIG10L2	HGNC:27879	hgnc_id
HGNC_27880	ANKRD13D	HGNC:27880	hgnc_id
HGNC_27882	CSTF3_DT	HGNC:27882	hgnc_id
HGNC_27883	ATP2B1_AS1	HGNC:27883	hgnc_id
HGNC_27884	TMEM119	HGNC:27884	hgnc_id
HGNC_27885	LINC02370	HGNC:27885	hgnc_id
HGNC_27886	LINC01089	HGNC:27886	hgnc_id
HGNC_27888	LINC01252	HGNC:27888	hgnc_id
HGNC_27890	LINC00347	HGNC:27890	hgnc_id
HGNC_27892	WHAMMP3	HGNC:27892	hgnc_id
HGNC_27893	NPIPA6	HGNC:27893	hgnc_id
HGNC_27898	TMEM95	HGNC:27898	hgnc_id
HGNC_27900	C17ORF67	HGNC:27900	hgnc_id
HGNC_27901	OXLD1	HGNC:27901	hgnc_id
HGNC_27902	ARL16	HGNC:27902	hgnc_id
HGNC_27904	LINC02693	HGNC:27904	hgnc_id
HGNC_27905	MSL1	HGNC:27905	hgnc_id
HGNC_27906	LINC00667	HGNC:27906	hgnc_id
HGNC_27912	ADAMTSL5	HGNC:27912	hgnc_id
HGNC_27915	C1ORF174	HGNC:27915	hgnc_id
HGNC_27916	TMEM52	HGNC:27916	hgnc_id
HGNC_27918	LINC02796	HGNC:27918	hgnc_id
HGNC_27919	ERVMER61_1	HGNC:27919	hgnc_id
HGNC_27920	MTMR9LP	HGNC:27920	hgnc_id
HGNC_27922	LINC01140	HGNC:27922	hgnc_id
HGNC_27923	LINC02774	HGNC:27923	hgnc_id
HGNC_27924	LINC01139	HGNC:27924	hgnc_id
HGNC_27927	LINC03163	HGNC:27927	hgnc_id
HGNC_27930	SMIM45	HGNC:27930	hgnc_id
HGNC_27933	FAM201B	HGNC:27933	hgnc_id
HGNC_27934	SPOPL	HGNC:27934	hgnc_id
HGNC_27935	MAP3K20_AS1	HGNC:27935	hgnc_id
HGNC_27936	MROH2A	HGNC:27936	hgnc_id
HGNC_27937	ESPNL	HGNC:27937	hgnc_id
HGNC_27938	CIMIP2C	HGNC:27938	hgnc_id
HGNC_27940	LINC00299	HGNC:27940	hgnc_id
HGNC_27942	LINC02579	HGNC:27942	hgnc_id
HGNC_27945	IHO1	HGNC:27945	hgnc_id
HGNC_27946	BALR6	HGNC:27946	hgnc_id
HGNC_27947	NUDT16_DT	HGNC:27947	hgnc_id
HGNC_27948	LINC00880	HGNC:27948	hgnc_id
HGNC_27949	GADL1	HGNC:27949	hgnc_id
HGNC_27952	LPP_AS2	HGNC:27952	hgnc_id
HGNC_27953	H1_10_AS1	HGNC:27953	hgnc_id
HGNC_27954	TMPRSS11A	HGNC:27954	hgnc_id
HGNC_27956	LINC02260	HGNC:27956	hgnc_id
HGNC_27958	LINC02481	HGNC:27958	hgnc_id
HGNC_27959	LINC02433	HGNC:27959	hgnc_id
HGNC_27960	SLC6A19	HGNC:27960	hgnc_id
HGNC_27961	PRR7_AS1	HGNC:27961	hgnc_id
HGNC_27962	STING1	HGNC:27962	hgnc_id
HGNC_27963	FAM170A	HGNC:27963	hgnc_id
HGNC_27964	LINC02900	HGNC:27964	hgnc_id
HGNC_27965	SLC25A48_AS1	HGNC:27965	hgnc_id
HGNC_27968	LINC01020	HGNC:27968	hgnc_id
HGNC_27969	LINC02239	HGNC:27969	hgnc_id
HGNC_27971	LINC02120	HGNC:27971	hgnc_id
HGNC_27972	MYLK4	HGNC:27972	hgnc_id
HGNC_27977	FAM221A	HGNC:27977	hgnc_id
HGNC_27981	AGBL3	HGNC:27981	hgnc_id
HGNC_27982	LINC03019	HGNC:27982	hgnc_id
HGNC_27984	ZNF517	HGNC:27984	hgnc_id
HGNC_27985	EXTL3_AS1	HGNC:27985	hgnc_id
HGNC_27986	GAS2L1P2	HGNC:27986	hgnc_id
HGNC_27988	LINC01501	HGNC:27988	hgnc_id
HGNC_27989	PABPC1L2A	HGNC:27989	hgnc_id
HGNC_2799	GRHL2	HGNC:2799	hgnc_id
HGNC_27990	BEX5	HGNC:27990	hgnc_id
HGNC_27991	MORF4L2_AS1	HGNC:27991	hgnc_id
HGNC_27992	SATL1	HGNC:27992	hgnc_id
HGNC_27994	ZNF850	HGNC:27994	hgnc_id
HGNC_27995	PRAMEF5	HGNC:27995	hgnc_id
HGNC_27996	PRAMEF9	HGNC:27996	hgnc_id
HGNC_27997	PRAMEF10	HGNC:27997	hgnc_id
HGNC_27998	GARIN1A	HGNC:27998	hgnc_id
HGNC_280	ADRA1D	HGNC:280	hgnc_id
HGNC_28002	ANKDD1A	HGNC:28002	hgnc_id
HGNC_28003	LINC01193	HGNC:28003	hgnc_id
HGNC_28005	CTU2	HGNC:28005	hgnc_id
HGNC_28006	SKA2	HGNC:28006	hgnc_id
HGNC_28007	MCRIP1	HGNC:28007	hgnc_id
HGNC_28008	MIR450A1	HGNC:28008	hgnc_id
HGNC_28010	MIR3667HG	HGNC:28010	hgnc_id
HGNC_28013	SPATA3_AS1	HGNC:28013	hgnc_id
HGNC_28014	LNP1	HGNC:28014	hgnc_id
HGNC_28016	ANKRD18DP	HGNC:28016	hgnc_id
HGNC_28017	FAM86EP	HGNC:28017	hgnc_id
HGNC_28018	NIPAL4	HGNC:28018	hgnc_id
HGNC_28019	LINC00265	HGNC:28019	hgnc_id
HGNC_28020	WDR86	HGNC:28020	hgnc_id
HGNC_28022	LINC00965	HGNC:28022	hgnc_id
HGNC_28026	SPATA21	HGNC:28026	hgnc_id
HGNC_28027	WDPCP	HGNC:28027	hgnc_id
HGNC_28028	ZNF691	HGNC:28028	hgnc_id
HGNC_28029	FAM135B	HGNC:28029	hgnc_id
HGNC_28030	TXNDC11	HGNC:28030	hgnc_id
HGNC_28031	DRICH1	HGNC:28031	hgnc_id
HGNC_28032	EMC4	HGNC:28032	hgnc_id
HGNC_28033	CCDC174	HGNC:28033	hgnc_id
HGNC_28034	PDZD11	HGNC:28034	hgnc_id
HGNC_28035	TMEM69	HGNC:28035	hgnc_id
HGNC_28036	FAM178B	HGNC:28036	hgnc_id
HGNC_28037	RNF181	HGNC:28037	hgnc_id
HGNC_28038	MARCHF2	HGNC:28038	hgnc_id
HGNC_28039	KRCC1	HGNC:28039	hgnc_id
HGNC_28040	MEX3C	HGNC:28040	hgnc_id
HGNC_28041	AMZ2	HGNC:28041	hgnc_id
HGNC_28042	GSAP	HGNC:28042	hgnc_id
HGNC_28043	ZNF821	HGNC:28043	hgnc_id
HGNC_28044	HIGD1C	HGNC:28044	hgnc_id
HGNC_28045	INKA2	HGNC:28045	hgnc_id
HGNC_28046	ZMAT5	HGNC:28046	hgnc_id
HGNC_28050	CIAPIN1	HGNC:28050	hgnc_id
HGNC_28051	CCDC181	HGNC:28051	hgnc_id
HGNC_28052	XPNPEP3	HGNC:28052	hgnc_id
HGNC_28053	ZFP69B	HGNC:28053	hgnc_id
HGNC_28054	ZNF628	HGNC:28054	hgnc_id
HGNC_28055	SAPCD2	HGNC:28055	hgnc_id
HGNC_28057	KRT8P12	HGNC:28057	hgnc_id
HGNC_28060	OLMALINC	HGNC:28060	hgnc_id
HGNC_28061	EFCAB12	HGNC:28061	hgnc_id
HGNC_28062	ZNF616	HGNC:28062	hgnc_id
HGNC_28063	ZNF766	HGNC:28063	hgnc_id
HGNC_28065	FER1L6	HGNC:28065	hgnc_id
HGNC_28068	ZNF605	HGNC:28068	hgnc_id
HGNC_28069	FAM95A	HGNC:28069	hgnc_id
HGNC_28070	STPG1	HGNC:28070	hgnc_id
HGNC_28071	ZNF799	HGNC:28071	hgnc_id
HGNC_28072	LYRM7	HGNC:28072	hgnc_id
HGNC_28073	ZFAND2A	HGNC:28073	hgnc_id
HGNC_28074	COX19	HGNC:28074	hgnc_id
HGNC_28076	TENM3_AS1	HGNC:28076	hgnc_id
HGNC_28078	CFAP119	HGNC:28078	hgnc_id
HGNC_28079	ZNF598	HGNC:28079	hgnc_id
HGNC_28081	RAPGEF4_AS1	HGNC:28081	hgnc_id
HGNC_28082	UAP1L1	HGNC:28082	hgnc_id
HGNC_28084	ISX	HGNC:28084	hgnc_id
HGNC_28085	NEK2_DT	HGNC:28085	hgnc_id
HGNC_28086	NDUFAF2	HGNC:28086	hgnc_id
HGNC_28087	ARRDC4	HGNC:28087	hgnc_id
HGNC_28088	LINC00923	HGNC:28088	hgnc_id
HGNC_28089	EOLA1	HGNC:28089	hgnc_id
HGNC_28090	LINC01278	HGNC:28090	hgnc_id
HGNC_28091	ATP6AP1L	HGNC:28091	hgnc_id
HGNC_28093	BBIP1	HGNC:28093	hgnc_id
HGNC_28095	BICDL1	HGNC:28095	hgnc_id
HGNC_28096	C1ORF185	HGNC:28096	hgnc_id
HGNC_28097	CCDC102A	HGNC:28097	hgnc_id
