Endpoint tier,Endpoint,Representation,Model,Primary metric,Selected feature-set label,Selected total features,Selected Bio MAF features,Selected Bio MAF blocks,Includes mutational signatures,Includes exact driver genes,Includes optional burden controls,Outer folds selected,Outer folds evaluated,Fold selection fraction,Mean inner-validation score,Mean outer-fold score,Selection interpretation
Main,HRD42 high/low,Signatures + Bio MAF v4,XGBoost,AUROC,Signatures only; no Bio MAF block,182,0,None,Yes,No,No,1,5,0.2,0.9584,0.8077956989247312,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,Elastic net,macro-AUROC,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,3,5,0.6,0.9288828135131579,0.9337056140603521,Selected in 3 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,Elastic net,macro-AUROC,Full strict Bio MAF core,943,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,No,Yes,No,2,5,0.4,0.9325627411671029,0.9311171378229364,Selected in 2 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,XGBoost,macro-AUROC,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,2,5,0.4,0.9594117364379617,0.9598253274047052,Selected in 2 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,XGBoost,macro-AUROC,Full strict Bio MAF core,943,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,No,Yes,No,3,5,0.6,0.9565596454702391,0.9593427568943896,Selected in 3 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,Elastic net,macro-AUROC,Signatures + Compact biology + evidence-confidence controls,319,137,Compact biological annotation core; external evidence-confidence controls,Yes,No,No,1,5,0.2,0.8695830119457494,0.8665154425672597,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,Elastic net,macro-AUROC,Signatures + Compact biology + hotspot summaries,307,125,Compact biological annotation core; cancer hotspot summaries,Yes,No,No,4,5,0.8,0.918774865637794,0.9197380672072806,Selected in 4 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,XGBoost,macro-AUROC,Signatures + Compact biology + exact driver genes,1105,923,Compact biological annotation core; exact consensus driver-gene identity,Yes,Yes,No,3,5,0.6,0.974972836015355,0.9755319337538911,Selected in 3 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,XGBoost,macro-AUROC,Signatures + Full core + optional burden/composition controls,1130,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,Yes,Yes,Yes,1,5,0.2,0.9730722714585474,0.9753353001969792,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,XGBoost,macro-AUROC,Signatures + Full strict Bio MAF core,1125,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,Yes,Yes,No,1,5,0.2,0.9719836059584596,0.9787177876845496,Selected in 1 of 5 outer folds.
Main,Overall survival,Bio MAF v4,Cox PH,Harrell C-index,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,3,5,0.6,0.6378892708656321,0.6280866854686528,Selected in 3 of 5 outer folds.
Main,Overall survival,Bio MAF v4,Cox PH,Harrell C-index,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,2,5,0.4,0.6466138308631892,0.614581881067064,Selected in 2 of 5 outer folds.
Main,Overall survival,Signatures + Bio MAF v4,Cox PH,Harrell C-index,Signatures + Compact biology + exact driver genes,1105,923,Compact biological annotation core; exact consensus driver-gene identity,Yes,Yes,No,1,5,0.2,0.6302058937628414,0.6146603285710555,Selected in 1 of 5 outer folds.
Main,Overall survival,Signatures + Bio MAF v4,Cox PH,Harrell C-index,Signatures + Full core + optional burden/composition controls,1130,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,Yes,Yes,Yes,3,5,0.6,0.6402307049459752,0.6425032298914112,Selected in 3 of 5 outer folds.
Main,Overall survival,Signatures + Bio MAF v4,Cox PH,Harrell C-index,Signatures + Full strict Bio MAF core,1125,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,Yes,Yes,No,1,5,0.2,0.650484503907012,0.6517077649271589,Selected in 1 of 5 outer folds.
Supplementary,HRD TAI,Bio MAF v4,Elastic net,Spearman r,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,4,5,0.8,0.7313629128684748,0.717250459361193,Selected in 4 of 5 outer folds.
Supplementary,HRD TAI,Bio MAF v4,Elastic net,Spearman r,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,1,5,0.2,0.8149997880370321,0.7151802048210549,Selected in 1 of 5 outer folds.
Supplementary,HRD TAI,Bio MAF v4,XGBoost,Spearman r,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,2,5,0.4,0.7872525456014094,0.7703786605295906,Selected in 2 of 5 outer folds.
Supplementary,HRD TAI,Bio MAF v4,XGBoost,Spearman r,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,2,5,0.4,0.7599574536703735,0.7137651677850938,Selected in 2 of 5 outer folds.
