sample,endpoint,muat_feature_1,muat_feature_2,muat_feature_3,muat_feature_4,muat_feature_5,muat_feature_6,muat_feature_7,muat_feature_8,muat_feature_9,muat_feature_10,muat_feature_11,muat_feature_12,muat_feature_13,muat_feature_14,muat_feature_15,muat_feature_16,muat_feature_17,muat_feature_18,muat_feature_19,muat_feature_20,muat_feature_21,muat_feature_22,muat_feature_23,muat_feature_24
TCGA-49-AARQ,cancer_type_top20,0.1965765058994293,0.238824725151062,0.0463549010455608,-0.130629301071167,-0.0692145228385925,-0.0223070420324802,-0.1132958605885505,-0.0219403579831123,0.1193447709083557,-0.4084179699420929,0.2055908739566803,0.1425237953662872,0.2599519789218902,-0.0081241717562079,-0.0869193077087402,0.1408882737159729,0.0881520360708236,-0.2602701783180237,0.0596424788236618,-0.0175750851631164,-0.0646702796220779,0.4763974249362945,0.3318652510643005,-0.2893232107162475
TCGA-66-2734,cancer_type_top20,0.2575933337211609,0.3016609251499176,-0.0240531153976917,-0.1922170221805572,-0.1244874373078346,0.0483887679874897,-0.1451776176691055,0.0546453222632408,0.1702031195163726,-0.3777258098125458,0.1701307296752929,0.0212138295173645,0.2294057607650756,0.0047140708193182,-0.1283461898565292,0.194951057434082,0.0819838792085647,-0.1951508820056915,0.0136169474571943,-0.0356729328632354,-0.0252961032092571,0.4221926629543304,0.2049347013235092,-0.3410209119319916
TCGA-66-2793,cancer_type_top20,-0.20120170712471,-0.2347908169031143,0.0195288974791765,-0.260960578918457,-0.099564179778099,-0.0213812757283449,-0.3702371716499328,-0.2548949420452118,0.3701035678386688,0.1928216218948364,0.1938709616661071,-0.0120303463190793,-0.0172938983887434,-0.0830150470137596,0.2082580029964447,-0.0903321206569671,-0.0624763146042823,0.0038706436753273,0.0158587656915187,0.206463485956192,0.3250458240509033,0.3308998942375183,-0.0489332936704158,-0.0502610318362712
TCGA-94-7033,cancer_type_top20,0.1722737848758697,0.1864556074142456,0.1416809111833572,-0.1427422761917114,-0.0108328480273485,-0.1377610564231872,-0.1472149640321731,-0.0697663649916648,0.1613367050886154,-0.3646873533725738,0.2956680953502655,0.2636950016021728,0.1491151750087738,-0.0566068142652511,-0.1654765158891677,0.0842838212847709,0.1447730958461761,-0.3010213375091553,0.0246123801916837,-0.0434428043663501,-0.1088811457157135,0.4363611340522766,0.274809181690216,-0.2798915207386017
TCGA-A6-2685,cancer_type_top20,-0.1601028442382812,-0.1109455376863479,0.0909099355340004,-0.3137206733226776,-0.0073284246027469,0.0692742317914962,-0.388310045003891,-0.3741516768932342,0.1972003281116485,0.170446828007698,0.1217696815729141,0.0206621009856462,0.0633818507194519,-0.0642730444669723,0.2346812337636947,-0.0972912907600402,-0.063492551445961,0.0818666294217109,0.1798548847436905,0.1642155051231384,0.3383397459983825,0.3881076872348785,-0.0804724842309951,-0.0128989620134234
TCGA-AR-A0TX,cancer_type_top20,0.1315222382545471,0.2851280868053436,0.1585208922624588,-0.1896559447050094,-0.0034313555806875,-0.2347520738840103,-0.061457835137844,-0.0892265737056732,0.2703593969345093,-0.4572760760784149,0.300190269947052,0.3743520975112915,0.2228375971317291,-0.1463160961866378,-0.2136176228523254,0.2204446494579315,0.1750938892364502,-0.2533637583255768,0.1294431090354919,0.1033785566687583,-0.2804681956768036,0.4736258685588836,0.3535463511943817,-0.0923931375145912
TCGA-AX-A2HD,cancer_type_top20,-0.0118337832391262,0.1733557134866714,-0.0421945340931415,-0.0187703669071197,-0.0919284746050834,0.0005709705874323,-0.3169611096382141,-0.0196010991930961,0.0950702428817749,-0.4693752825260162,0.2142773568630218,0.1354507207870483,0.2207618057727813,-0.1559785604476928,0.0199119038879871,-0.030703105032444,0.2196855545043945,-0.2493457496166229,0.004466189071536,0.0968453586101532,-0.00611437484622,0.4682039320468902,0.2342198491096496,-0.1908078789710998
TCGA-B4-5377,cancer_type_top20,-0.2635659873485565,-0.3066259622573852,0.0810514166951179,-0.1562116593122482,-0.0429446510970592,-0.001961650326848,-0.3534374237060547,-0.2902463674545288,0.4019028842449188,0.2340647727251052,0.2220051288604736,-0.0606637895107269,-0.2213945537805557,-0.0981950908899307,0.233047679066658,-0.1659244149923324,-0.1555694788694381,-0.1136807277798652,0.0756730660796165,0.3256786465644836,0.3485533595085144,0.3606200516223907,-0.0843188911676406,-0.0701977163553237
TCGA-B8-5546,cancer_type_top20,-0.0949482023715972,0.3378853797912597,0.0735502243041992,-0.1014101654291153,-0.1389308273792266,-0.1428516954183578,-0.1760466992855072,0.0871251001954078,0.262407124042511,-0.2531104981899261,0.018547423183918,0.3061991333961487,-0.0425058528780937,-0.0967558398842811,-0.0190159119665622,-0.1696819365024566,0.3393081724643707,-0.1619378924369812,-0.0087449569255113,0.1811254322528839,-0.128433495759964,0.4874065816402435,0.2950973212718963,-0.3215890824794769
TCGA-BC-A10X,cancer_type_top20,0.3302933275699615,-0.4469431042671203,-0.1437436938285827,0.0124027021229267,-0.192949116230011,0.1887633949518203,-0.3464125990867615,-0.2258210182189941,0.1854319125413894,0.2388249188661575,0.3331272602081299,-0.2860004007816314,-0.1958684772253036,0.1271278858184814,0.4130008518695831,-0.2667508721351623,-0.4157421588897705,0.1770575940608978,0.3683356046676636,0.2775912284851074,0.5200188755989075,0.4647590517997741,0.2614803910255432,-0.2169103771448135
TCGA-BH-A42V,cancer_type_top20,0.197936326265335,0.3477140963077545,0.0577601976692676,-0.2185032367706298,-0.1429886519908905,-0.0175356119871139,-0.0389969795942306,-0.0974082201719284,0.1867653280496597,-0.4417944848537445,0.2009956240653991,0.2331533879041671,0.2147017121315002,-0.1977021992206573,-0.1372246742248535,0.1871935725212097,0.1540282070636749,-0.271392285823822,0.1525986790657043,0.0593177191913127,-0.1247642934322357,0.4283611476421356,0.4014469385147095,-0.0156686548143625
