endpoint,fold,outer_train_n,outer_test_n,epochs,batch_size,train_loss_last,accuracy,model_settings_json
tcga_20_type,1,30,30,1,1,3.0315584977467855,0.06666666666666667,"{""attention_heads"": 1, ""batch_size"": 1, ""dropout"": 0.1, ""embed_dim"": 32, ""epochs"": 1, ""feature_dim"": 24, ""lr"": 0.0006, ""momentum"": 0.9, ""weight_decay"": 0.0}"
tcga_20_type,2,30,30,1,1,3.022823770840963,0.03333333333333333,"{""attention_heads"": 1, ""batch_size"": 1, ""dropout"": 0.1, ""embed_dim"": 32, ""epochs"": 1, ""feature_dim"": 24, ""lr"": 0.0006, ""momentum"": 0.9, ""weight_decay"": 0.0}"
