endpoint,reference,candidate,delta,ci_low,ci_high,p_two_sided
OS,cancer_type,bio_maf,-0.10391715952913083,-0.11531712928264504,-0.09229431222482114,0.0
OS,cancer_type,cancer_type_plus_bio_maf,0.0013162451661593577,-0.0028474913986976853,0.005399804751840312,0.512
OS,bio_maf,cancer_type_plus_bio_maf,0.10523340469529019,0.09520882892574815,0.11502164934090896,0.0
