endpoint,task,n_samples,n_folds,primary_metric,primary_score,spearman,mae,r2,representation,candidate_feature_set_count,profile
HRD_TAI,regression,772,2,spearman,0.6386956610895587,0.6386956610895587,4.668723888347803,0.3222478056424877,bio_v4_nested_fs_linear,6,tiny
