feature,mean_abs_shap
driver_gene_role_matched_event_log_count__ATM,0.0
driver_gene_functional_event_log_count__ATP1A1,0.0
driver_gene_role_matched_event_log_count__ATP1A1,0.0
driver_gene_functional_event_log_count__ATR,0.0
driver_gene_role_matched_event_log_count__ATR,0.0
driver_gene_functional_event_log_count__ATRX,0.0
driver_gene_role_matched_event_log_count__ATRX,0.0
driver_gene_functional_event_log_count__AXIN1,0.0
driver_gene_role_matched_event_log_count__AXIN1,0.0
driver_gene_functional_event_log_count__BCL2L11,0.0
driver_gene_role_matched_event_log_count__AXL,0.0
driver_gene_functional_event_log_count__B2M,0.0
driver_gene_role_matched_event_log_count__B2M,0.0
driver_gene_functional_event_log_count__BAP1,0.0
driver_gene_role_matched_event_log_count__BAP1,0.0
driver_gene_functional_event_log_count__BARD1,0.0
driver_gene_role_matched_event_log_count__BARD1,0.0
driver_gene_functional_event_log_count__BCL10,0.0
driver_gene_role_matched_event_log_count__BCL10,0.0
driver_gene_functional_event_log_count__BCL11B,0.0
driver_gene_role_matched_event_log_count__BCL11B,0.0
driver_gene_functional_event_log_count__BCL2,0.0
driver_gene_role_matched_event_log_count__BCL2,0.0
driver_gene_functional_event_log_count__AXL,0.0
driver_gene_role_matched_event_log_count__CD274,0.0
driver_gene_functional_event_log_count__CD79B,0.0
driver_gene_role_matched_event_log_count__CD79B,0.0
driver_gene_functional_event_log_count__CDC73,0.0
driver_gene_role_matched_event_log_count__CDC73,0.0
driver_gene_functional_event_log_count__CDH1,0.0
driver_gene_role_matched_event_log_count__CDH1,0.0
driver_gene_functional_event_log_count__CDH11,0.0
driver_gene_role_matched_event_log_count__CDH11,0.0
driver_gene_functional_event_log_count__CDK12,0.0
driver_gene_role_matched_event_log_count__CDK12,0.0
driver_gene_functional_event_log_count__CDK4,0.0
driver_gene_role_matched_event_log_count__BRD4,0.0
driver_gene_functional_event_log_count__CDK6,0.0
driver_gene_role_matched_event_log_count__CDK6,0.0
driver_gene_functional_event_log_count__CDKN1A,0.0
driver_gene_role_matched_event_log_count__CDKN1A,0.0
driver_gene_functional_event_log_count__CDKN1B,0.0
driver_gene_role_matched_event_log_count__CDKN1B,0.0
driver_gene_functional_event_log_count__CDKN2A,0.0
driver_gene_role_matched_event_log_count__CDKN2A,0.0
driver_gene_functional_event_log_count__CDKN2C,0.0
driver_gene_role_matched_event_log_count__CDKN2C,0.0
driver_gene_functional_event_log_count__CEBPA,0.0
driver_gene_role_matched_event_log_count__CEBPA,0.0
driver_gene_functional_event_log_count__CHD4,0.0
driver_gene_role_matched_event_log_count__CDK4,0.0
driver_gene_functional_event_log_count__BTG1,0.0
driver_gene_role_matched_event_log_count__BTG1,0.0
driver_gene_functional_event_log_count__BTK,0.0
driver_gene_role_matched_event_log_count__BTK,0.0
driver_gene_functional_event_log_count__CACNA1D,0.0
driver_gene_role_matched_event_log_count__CACNA1D,0.0
driver_gene_functional_event_log_count__CAMTA1,0.0
driver_gene_role_matched_event_log_count__CAMTA1,0.0
driver_gene_functional_event_log_count__CANT1,0.0
driver_gene_role_matched_event_log_count__CANT1,0.0
driver_gene_functional_event_log_count__CARD11,0.0
driver_gene_role_matched_event_log_count__CARD11,0.0
driver_gene_functional_event_log_count__CD274,0.0
driver_gene_role_matched_event_log_count__CASP8,0.0
driver_gene_functional_event_log_count__CBFB,0.0
driver_gene_role_matched_event_log_count__CBFB,0.0
driver_gene_functional_event_log_count__CBL,0.0
driver_gene_role_matched_event_log_count__CBL,0.0
driver_gene_functional_event_log_count__CBLB,0.0
driver_gene_role_matched_event_log_count__CBLB,0.0
driver_gene_functional_event_log_count__CCND1,0.0
driver_gene_role_matched_event_log_count__CCND1,0.0
driver_gene_functional_event_log_count__CCND2,0.0
driver_gene_role_matched_event_log_count__CCND2,0.0
driver_gene_functional_event_log_count__CCND3,0.0
driver_gene_role_matched_event_log_count__CCND3,0.0
driver_gene_functional_event_log_count__CASP8,0.0
vep_consequence_fraction__mature_mirna_variant,0.0
vep_consequence_count__incomplete_terminal_codon_variant,0.0
vep_consequence_fraction__incomplete_terminal_codon_variant,0.0
vep_consequence_count__other,0.0
vep_consequence_fraction__other,0.0
vep_consequence_count__unknown,0.0
vep_consequence_fraction__unknown,0.0
vep_canonical_fraction__yes,0.0
vep_canonical_count__no,0.0
vep_canonical_fraction__no,0.0
vep_canonical_count__unknown,0.0
vep_canonical_fraction__unknown,0.0
driver_gene_role_matched_event_log_count__ASXL1,0.0
vep_biotype_fraction__lncrna,0.0
vep_biotype_count__nmd,0.0
vep_biotype_fraction__nmd,0.0
vep_biotype_count__retained_intron,0.0
vep_biotype_fraction__retained_intron,0.0
vep_biotype_fraction__processed_transcript,0.0
vep_biotype_fraction__other,0.0
vep_biotype_count__unknown,0.0
vep_biotype_fraction__unknown,0.0
vep_sift_fraction__deleterious_low_confidence,0.0
vep_sift_count__tolerated,0.0
vep_sift_count__tolerated_low_confidence,0.0
vep_polyphen_count__possibly_damaging,0.0
vep_biotype_count__lncrna,0.0
driver_gene_role_matched_event_log_count__TSC2,0.0
vep_impact_count__high,0.0
vep_impact_fraction__low,0.0
vep_impact_count__modifier,0.0
vep_impact_count__unknown,0.0
vep_impact_fraction__unknown,0.0
vep_consequence_count__missense_variant,0.0
vep_consequence_count__frameshift_variant,0.0
driver_gene_functional_event_log_count__WWTR1,0.0
vep_consequence_count__splice_donor_variant,0.0
vep_consequence_count__inframe_insertion,0.0
vep_consequence_fraction__inframe_insertion,0.0
vep_consequence_count__mature_mirna_variant,0.0
vep_consequence_fraction__start_lost,0.0
vep_consequence_fraction__stop_lost,0.0
vep_consequence_count__stop_retained_variant,0.0
vep_consequence_count__protein_altering_variant,0.0
vep_consequence_fraction__protein_altering_variant,0.0
vep_consequence_count__coding_sequence_variant,0.0
vep_consequence_fraction__coding_sequence_variant,0.0
vep_consequence_count__transcript_ablation,0.0
vep_consequence_fraction__transcript_ablation,0.0
vep_consequence_count__intron_variant,0.0
vep_consequence_count__upstream_gene_variant,0.0
vep_consequence_count__non_coding_transcript_variant,0.0
vep_consequence_fraction__non_coding_transcript_variant,0.0
vep_consequence_count__start_lost,0.0
driver_gene_role_matched_event_log_count__AKT1,0.0
driver_gene_functional_event_log_count__AKT2,0.0
driver_gene_role_matched_event_log_count__AKT2,0.0
driver_gene_functional_event_log_count__AKT3,0.0
driver_gene_role_matched_event_log_count__AKT3,0.0
driver_gene_functional_event_log_count__ALK,0.0
driver_gene_role_matched_event_log_count__ALK,0.0
driver_gene_functional_event_log_count__AMER1,0.0
driver_gene_role_matched_event_log_count__AMER1,0.0
driver_gene_functional_event_log_count__ANKRD11,0.0
driver_gene_role_matched_event_log_count__ANKRD11,0.0
driver_gene_functional_event_log_count__AR,0.0
oncokb_role_vep_high_impact_log_count__oncogene,0.0
driver_gene_functional_event_log_count__ARAF,0.0
driver_gene_role_matched_event_log_count__ARAF,0.0
driver_gene_functional_event_log_count__ARHGAP35,0.0
driver_gene_role_matched_event_log_count__ARHGAP35,0.0
driver_gene_functional_event_log_count__ARHGEF12,0.0
driver_gene_role_matched_event_log_count__ARHGEF12,0.0
driver_gene_functional_event_log_count__ARID1A,0.0
driver_gene_role_matched_event_log_count__ARID1A,0.0
driver_gene_functional_event_log_count__ARID1B,0.0
driver_gene_role_matched_event_log_count__ARID1B,0.0
driver_gene_functional_event_log_count__ARID2,0.0
driver_gene_role_matched_event_log_count__ARID2,0.0
driver_gene_functional_event_log_count__ASXL1,0.0
driver_gene_role_matched_event_log_count__AR,0.0
oncokb_role_vep_high_or_moderate_impact_log_count__oncogene_and_tumor_suppressor,0.0
oncokb_role_vep_high_impact_log_count__oncogene_and_tumor_suppressor,0.0
oncokb_role_unique_high_or_moderate_impact_genes_log_count__oncogene_and_tumor_suppressor,0.0
residual_non_oncokb_positive_role_vep_high_impact_log_count,0.0
driver_evidence_high_impact_log_count__source_count_1,0.0
driver_evidence_unique_high_or_moderate_genes_log_count__source_count_1,0.0
driver_evidence_high_or_moderate_impact_log_count__source_count_2,0.0
driver_evidence_high_impact_log_count__source_count_2,0.0
driver_evidence_high_impact_log_count__source_count_3,0.0
driver_evidence_unique_high_or_moderate_genes_log_count__source_count_3,0.0
driver_evidence_high_impact_log_count__source_count_4,0.0
driver_gene_functional_event_log_count__ABL1,0.0
driver_gene_role_matched_event_log_count__ABL1,0.0
driver_gene_functional_event_log_count__AKT1,0.0
driver_gene_role_matched_event_log_count__ABL2,0.0
driver_gene_functional_event_log_count__ACKR3,0.0
driver_gene_role_matched_event_log_count__ACKR3,0.0
driver_gene_functional_event_log_count__ACVR1,0.0
driver_gene_role_matched_event_log_count__ACVR1,0.0
driver_gene_functional_event_log_count__ACVR1B,0.0
driver_gene_role_matched_event_log_count__ACVR1B,0.0
driver_gene_functional_event_log_count__ACVR2A,0.0
driver_gene_role_matched_event_log_count__ACVR2A,0.0
driver_gene_functional_event_log_count__AFDN,0.0
driver_gene_role_matched_event_log_count__AFDN,0.0
driver_gene_functional_event_log_count__AFF4,0.0
driver_gene_role_matched_event_log_count__AFF4,0.0
driver_gene_functional_event_log_count__ABL2,0.0
driver_gene_role_matched_event_log_count__FH,0.0
driver_gene_functional_event_log_count__FHIT,0.0
driver_gene_role_matched_event_log_count__FHIT,0.0
driver_gene_functional_event_log_count__FLCN,0.0
driver_gene_role_matched_event_log_count__FLCN,0.0
driver_gene_functional_event_log_count__FLT3,0.0
driver_gene_role_matched_event_log_count__FLT3,0.0
driver_gene_functional_event_log_count__FLT4,0.0
driver_gene_role_matched_event_log_count__FLT4,0.0
driver_gene_functional_event_log_count__FOXA1,0.0
driver_gene_role_matched_event_log_count__FOXA1,0.0
driver_gene_functional_event_log_count__FOXL2,0.0
driver_gene_role_matched_event_log_count__CHD4,0.0
driver_gene_functional_event_log_count__FOXO1,0.0
driver_gene_role_matched_event_log_count__FOXO1,0.0
driver_gene_functional_event_log_count__FOXO3,0.0
driver_gene_role_matched_event_log_count__FOXO3,0.0
driver_gene_functional_event_log_count__FOXP1,0.0
driver_gene_role_matched_event_log_count__FOXP1,0.0
driver_gene_functional_event_log_count__FUBP1,0.0
driver_gene_role_matched_event_log_count__FUBP1,0.0
driver_gene_functional_event_log_count__FUS,0.0
driver_gene_role_matched_event_log_count__FUS,0.0
driver_gene_functional_event_log_count__GATA1,0.0
driver_gene_role_matched_event_log_count__GATA1,0.0
driver_gene_functional_event_log_count__GATA2,0.0
driver_gene_role_matched_event_log_count__FOXL2,0.0
driver_gene_functional_event_log_count__ETV6,0.0
driver_gene_role_matched_event_log_count__ETV6,0.0
driver_gene_functional_event_log_count__EWSR1,0.0
driver_gene_role_matched_event_log_count__EWSR1,0.0
driver_gene_functional_event_log_count__EZH2,0.0
driver_gene_role_matched_event_log_count__EZH2,0.0
driver_gene_functional_event_log_count__FANCA,0.0
driver_gene_role_matched_event_log_count__FANCA,0.0
driver_gene_functional_event_log_count__FAS,0.0
driver_gene_role_matched_event_log_count__FAS,0.0
driver_gene_functional_event_log_count__FAT1,0.0
driver_gene_role_matched_event_log_count__FAT1,0.0
driver_gene_functional_event_log_count__FH,0.0
driver_gene_role_matched_event_log_count__FBXO11,0.0
driver_gene_functional_event_log_count__FBXW7,0.0
driver_gene_role_matched_event_log_count__FBXW7,0.0
driver_gene_functional_event_log_count__FCGR2B,0.0
driver_gene_role_matched_event_log_count__FCGR2B,0.0
driver_gene_functional_event_log_count__FGFR1,0.0
driver_gene_role_matched_event_log_count__FGFR1,0.0
driver_gene_functional_event_log_count__FGFR2,0.0
driver_gene_role_matched_event_log_count__FGFR2,0.0
driver_gene_functional_event_log_count__FGFR3,0.0
driver_gene_role_matched_event_log_count__FGFR3,0.0
driver_gene_functional_event_log_count__FGFR4,0.0
driver_gene_role_matched_event_log_count__FGFR4,0.0
driver_gene_functional_event_log_count__FBXO11,0.0
driver_gene_functional_event_log_count__HIP1,0.0
driver_gene_role_matched_event_log_count__HIP1,0.0
driver_gene_functional_event_log_count__HLA_A,0.0
driver_gene_role_matched_event_log_count__HLA_A,0.0
driver_gene_functional_event_log_count__HLA_B,0.0
driver_gene_role_matched_event_log_count__HLA_B,0.0
driver_gene_functional_event_log_count__HNF1A,0.0
driver_gene_role_matched_event_log_count__HNF1A,0.0
driver_gene_functional_event_log_count__HRAS,0.0
driver_gene_role_matched_event_log_count__HRAS,0.0
driver_gene_functional_event_log_count__HSP90AA1,0.0
driver_gene_role_matched_event_log_count__HSP90AA1,0.0
driver_gene_role_matched_event_log_count__GATA2,0.0
driver_gene_role_matched_event_log_count__IDH2,0.0
driver_gene_functional_event_log_count__IGF1R,0.0
driver_gene_role_matched_event_log_count__IGF1R,0.0
driver_gene_functional_event_log_count__IKZF1,0.0
driver_gene_role_matched_event_log_count__IKZF1,0.0
driver_gene_functional_event_log_count__IKZF3,0.0
driver_gene_role_matched_event_log_count__IKZF3,0.0
driver_gene_functional_event_log_count__IL6ST,0.0
driver_gene_role_matched_event_log_count__IL6ST,0.0
driver_gene_functional_event_log_count__IL7R,0.0
driver_gene_role_matched_event_log_count__IL7R,0.0
driver_gene_functional_event_log_count__INPPL1,0.0
driver_gene_role_matched_event_log_count__INPPL1,0.0
driver_gene_functional_event_log_count__IDH2,0.0
driver_gene_functional_event_log_count__GATA3,0.0
driver_gene_role_matched_event_log_count__GATA3,0.0
driver_gene_functional_event_log_count__GLI1,0.0
driver_gene_role_matched_event_log_count__GLI1,0.0
driver_gene_functional_event_log_count__GNA11,0.0
driver_gene_role_matched_event_log_count__GNA11,0.0
driver_gene_functional_event_log_count__GNAQ,0.0
driver_gene_role_matched_event_log_count__GNAQ,0.0
driver_gene_functional_event_log_count__GNAS,0.0
driver_gene_role_matched_event_log_count__GNAS,0.0
driver_gene_functional_event_log_count__GPS2,0.0
driver_gene_role_matched_event_log_count__GPS2,0.0
driver_gene_functional_event_log_count__GRIN2A,0.0
driver_gene_role_matched_event_log_count__HIF1A,0.0
driver_gene_functional_event_log_count__GSK3B,0.0
driver_gene_role_matched_event_log_count__GSK3B,0.0
driver_gene_functional_event_log_count__GTF2I,0.0
driver_gene_role_matched_event_log_count__GTF2I,0.0
driver_gene_functional_event_log_count__H3C2,0.0
driver_gene_role_matched_event_log_count__H3C2,0.0
driver_gene_functional_event_log_count__H3_3A,0.0
driver_gene_role_matched_event_log_count__H3_3A,0.0
driver_gene_functional_event_log_count__H4C9,0.0
driver_gene_role_matched_event_log_count__H4C9,0.0
driver_gene_functional_event_log_count__HGF,0.0
driver_gene_role_matched_event_log_count__HGF,0.0
driver_gene_functional_event_log_count__HIF1A,0.0
driver_gene_role_matched_event_log_count__GRIN2A,0.0
driver_gene_functional_event_log_count__CTLA4,0.0
driver_gene_role_matched_event_log_count__CTLA4,0.0
driver_gene_functional_event_log_count__CTNNB1,0.0
driver_gene_role_matched_event_log_count__CTNNB1,0.0
driver_gene_functional_event_log_count__CUL3,0.0
driver_gene_role_matched_event_log_count__CUL3,0.0
driver_gene_functional_event_log_count__CUX1,0.0
driver_gene_role_matched_event_log_count__CUX1,0.0
driver_gene_functional_event_log_count__CXCR4,0.0
driver_gene_role_matched_event_log_count__CXCR4,0.0
driver_gene_functional_event_log_count__CYLD,0.0
driver_gene_role_matched_event_log_count__CYLD,0.0
driver_gene_role_matched_event_log_count__ETV5,0.0
driver_gene_role_matched_event_log_count__CYSLTR2,0.0
driver_gene_functional_event_log_count__DAXX,0.0
driver_gene_role_matched_event_log_count__DAXX,0.0
driver_gene_functional_event_log_count__DDB2,0.0
driver_gene_role_matched_event_log_count__DDB2,0.0
driver_gene_functional_event_log_count__DDR2,0.0
driver_gene_role_matched_event_log_count__DDR2,0.0
driver_gene_functional_event_log_count__DDX3X,0.0
driver_gene_role_matched_event_log_count__DDX3X,0.0
driver_gene_functional_event_log_count__DICER1,0.0
driver_gene_role_matched_event_log_count__DICER1,0.0
driver_gene_functional_event_log_count__DIS3,0.0
driver_gene_role_matched_event_log_count__DIS3,0.0
driver_gene_functional_event_log_count__CYSLTR2,0.0
driver_gene_functional_event_log_count__CHEK2,0.0
driver_gene_role_matched_event_log_count__CHEK2,0.0
driver_gene_functional_event_log_count__CIC,0.0
driver_gene_role_matched_event_log_count__CIC,0.0
driver_gene_functional_event_log_count__CIITA,0.0
driver_gene_role_matched_event_log_count__CIITA,0.0
driver_gene_functional_event_log_count__CLIP1,0.0
driver_gene_role_matched_event_log_count__CLIP1,0.0
driver_gene_functional_event_log_count__CLTCL1,0.0
driver_gene_role_matched_event_log_count__CLTCL1,0.0
driver_gene_functional_event_log_count__CNTRL,0.0
driver_gene_role_matched_event_log_count__CNTRL,0.0
driver_gene_role_matched_event_log_count__CTCF,0.0
driver_gene_role_matched_event_log_count__COL1A1,0.0
driver_gene_functional_event_log_count__COL2A1,0.0
driver_gene_role_matched_event_log_count__COL2A1,0.0
driver_gene_role_matched_event_log_count__CREBBP,0.0
driver_gene_functional_event_log_count__CRLF2,0.0
driver_gene_role_matched_event_log_count__CRLF2,0.0
driver_gene_functional_event_log_count__CRTC1,0.0
driver_gene_role_matched_event_log_count__CRTC1,0.0
driver_gene_functional_event_log_count__CSF1R,0.0
driver_gene_role_matched_event_log_count__CSF1R,0.0
driver_gene_functional_event_log_count__CSF3R,0.0
driver_gene_role_matched_event_log_count__CSF3R,0.0
driver_gene_functional_event_log_count__CTCF,0.0
driver_gene_functional_event_log_count__COL1A1,0.0
driver_gene_role_matched_event_log_count__EPHA3,0.0
driver_gene_functional_event_log_count__EPHA7,0.0
driver_gene_role_matched_event_log_count__EPHA7,0.0
driver_gene_functional_event_log_count__EPHB1,0.0
driver_gene_role_matched_event_log_count__EPHB1,0.0
driver_gene_functional_event_log_count__ERBB2,0.0
driver_gene_role_matched_event_log_count__ERBB2,0.0
driver_gene_functional_event_log_count__ERBB3,0.0
driver_gene_role_matched_event_log_count__ERBB3,0.0
driver_gene_functional_event_log_count__ERBB4,0.0
driver_gene_role_matched_event_log_count__ERBB4,0.0
driver_gene_functional_event_log_count__ERCC2,0.0
driver_gene_functional_event_log_count__DNAJB1,0.0
driver_gene_functional_event_log_count__ERCC3,0.0
driver_gene_role_matched_event_log_count__ERCC3,0.0
driver_gene_functional_event_log_count__ERG,0.0
driver_gene_role_matched_event_log_count__ERG,0.0
driver_gene_functional_event_log_count__ERRFI1,0.0
driver_gene_role_matched_event_log_count__ERRFI1,0.0
driver_gene_functional_event_log_count__ESR1,0.0
driver_gene_role_matched_event_log_count__ESR1,0.0
driver_gene_functional_event_log_count__ETV1,0.0
driver_gene_role_matched_event_log_count__ETV1,0.0
driver_gene_functional_event_log_count__ETV4,0.0
driver_gene_role_matched_event_log_count__ETV4,0.0
driver_gene_functional_event_log_count__ETV5,0.0
driver_gene_role_matched_event_log_count__ERCC2,0.0
driver_gene_role_matched_event_log_count__DNAJB1,0.0
driver_gene_functional_event_log_count__DNMT1,0.0
driver_gene_role_matched_event_log_count__DNMT1,0.0
driver_gene_functional_event_log_count__DNMT3A,0.0
driver_gene_role_matched_event_log_count__DNMT3A,0.0
driver_gene_functional_event_log_count__DNMT3B,0.0
driver_gene_role_matched_event_log_count__DNMT3B,0.0
driver_gene_functional_event_log_count__DROSHA,0.0
driver_gene_role_matched_event_log_count__DROSHA,0.0
driver_gene_functional_event_log_count__EBF1,0.0
driver_gene_role_matched_event_log_count__EBF1,0.0
driver_gene_functional_event_log_count__EIF1AX,0.0
driver_gene_role_matched_event_log_count__EIF1AX,0.0
driver_gene_functional_event_log_count__EPHA3,0.0
driver_gene_role_matched_event_log_count__EIF3E,0.0
driver_gene_functional_event_log_count__EIF4A2,0.0
driver_gene_role_matched_event_log_count__EIF4A2,0.0
driver_gene_functional_event_log_count__ELF4,0.0
driver_gene_role_matched_event_log_count__ELF4,0.0
driver_gene_functional_event_log_count__ELK4,0.0
driver_gene_role_matched_event_log_count__ELK4,0.0
driver_gene_functional_event_log_count__ELL,0.0
driver_gene_role_matched_event_log_count__ELL,0.0
driver_gene_functional_event_log_count__EP300,0.0
driver_gene_role_matched_event_log_count__EP300,0.0
driver_gene_functional_event_log_count__EPAS1,0.0
driver_gene_role_matched_event_log_count__EPAS1,0.0
driver_gene_functional_event_log_count__EIF3E,0.0
