elapsed_seconds,experiment_id,n_events,n_patients,official_cli_status,primary_endpoint,secondary_endpoints,smoke_run,status
95389.915,muat_style_tcga_comparator,3416147,8800,not_available,cancer_type_top20,,False,completed
