endpoint,sample,muat_feature_1,muat_feature_2,muat_feature_3,muat_feature_4,muat_feature_5,muat_feature_6,muat_feature_7,muat_feature_8,muat_feature_9,muat_feature_10,muat_feature_11,muat_feature_12,muat_feature_13,muat_feature_14,muat_feature_15,muat_feature_16,muat_feature_17,muat_feature_18,muat_feature_19,muat_feature_20,muat_feature_21,muat_feature_22,muat_feature_23,muat_feature_24
tcga_20_type,TCGA-DX-A8BK,-0.36437737941741943,-0.11722360551357269,-0.22580042481422424,0.175840824842453,-0.5294129252433777,-0.6163243651390076,0.17617622017860413,-0.0928625762462616,-0.12106186151504517,0.00012040743604302406,0.11637818813323975,-0.16953012347221375,-0.019155118614435196,-0.06065917760133743,-0.1774977147579193,-0.204390749335289,-0.46340659260749817,-0.35436999797821045,0.15231278538703918,-0.534035325050354,0.29459643363952637,-0.012392997741699219,-0.22387096285820007,-0.11001801490783691
tcga_20_type,TCGA-DX-AB2P,-0.27553319931030273,-0.21229124069213867,-0.3456859886646271,0.09928964823484421,-0.5391954183578491,-0.9051656126976013,0.19068729877471924,0.29757586121559143,-0.066492959856987,-0.06641647219657898,0.22262293100357056,-0.12887142598628998,0.062396105378866196,0.005936071276664734,-0.008198697119951248,-0.44231975078582764,-0.5003178715705872,-0.06905831396579742,-0.009663805365562439,-0.6065523028373718,0.25068873167037964,0.08085699379444122,-0.27344629168510437,0.05568820238113403
tcga_20_type,TCGA-E3-A3E0,-0.1893252432346344,0.13646411895751953,-0.09984509646892548,0.18112784624099731,-0.6307154297828674,-0.6251032948493958,0.5374801754951477,-0.14760400354862213,-0.13640190660953522,0.0912235751748085,0.40009206533432007,-0.02157345786690712,0.18115004897117615,-0.06521695107221603,-0.09688568115234375,-0.22941888868808746,-0.4030424654483795,-0.2684629559516907,0.06529340893030167,-0.5383530855178833,0.12455882132053375,-0.14491674304008484,-0.32846999168395996,-0.1511358916759491
tcga_20_type,TCGA-EJ-5512,-0.08592905104160309,0.3866170644760132,0.036001257598400116,-0.09792069345712662,-0.11008685827255249,-0.13171900808811188,0.39872458577156067,-0.23274347186088562,-0.42594262957572937,-0.31665247678756714,0.21702057123184204,0.5395838618278503,0.33133742213249207,0.2447221875190735,-0.27169859409332275,-0.2540438771247864,-0.5611431002616882,0.05870513617992401,-0.2344064563512802,-0.004777681082487106,0.2151096761226654,-0.07966348528862,0.02785668894648552,0.3396289646625519
tcga_20_type,TCGA-EK-A2RD,-0.28342992067337036,-0.07962942868471146,-0.27827686071395874,0.12199687212705612,-0.5239852070808411,-0.7056801915168762,0.1595762073993683,0.028051823377609253,0.04749275743961334,0.01829288713634014,0.28422021865844727,-0.060031477361917496,0.18302021920681,-0.05373898893594742,-0.15592068433761597,-0.3100735545158386,-0.4234110713005066,-0.30375951528549194,-0.0372348427772522,-0.7041025757789612,0.11613842844963074,-0.006801679730415344,-0.1374705284833908,-0.1700650006532669
tcga_20_type,TCGA-ER-A3ES,-0.19748157262802124,0.25648033618927,0.32729247212409973,-0.1996839940547943,0.03692248463630676,-0.048159170895814896,0.250354140996933,-0.05669313669204712,-0.22064417600631714,-0.3532467782497406,0.06282663345336914,0.2083040475845337,0.32957231998443604,0.1720942258834839,-0.10653054714202881,-0.055232882499694824,-0.4740768074989319,-0.197687029838562,0.07417535781860352,-0.016648638993501663,0.3009585738182068,-0.07682851701974869,-0.10321931540966034,0.1713785082101822
tcga_20_type,TCGA-EY-A2OQ,-0.012147217988967896,0.28004783391952515,0.1931018829345703,-0.035603754222393036,-0.09194789826869965,0.08755897730588913,0.3553709089756012,-0.01510155200958252,-0.49225783348083496,-0.33110567927360535,0.03813270106911659,0.37871354818344116,0.33504974842071533,0.3796573281288147,-0.07205502688884735,-0.1686447262763977,-0.5012011528015137,-0.3557431101799011,0.12736749649047852,-0.14923298358917236,0.3840142786502838,-0.043198488652706146,0.13607633113861084,0.2376546561717987
tcga_20_type,TCGA-HQ-A2OF,-0.048336803913116455,0.3762964606285095,0.14539101719856262,0.007839955389499664,-0.050650469958782196,0.023384928703308105,0.3031976521015167,-0.13844144344329834,-0.37683841586112976,-0.3670879304409027,0.11209768056869507,0.38039064407348633,0.2550208568572998,0.3239853084087372,-0.0689820796251297,-0.24147441983222961,-0.4920058846473694,-0.34287604689598083,0.08154608309268951,-0.0654979795217514,0.3991210460662842,0.02061428129673004,0.1470186710357666,0.30665841698646545
tcga_20_type,TCGA-HT-7690,-0.23402711749076843,0.2091214805841446,0.016405310481786728,-0.05238575488328934,-0.21825075149536133,-0.05971130356192589,0.29845818877220154,-0.16919896006584167,0.12954643368721008,-0.37318381667137146,0.19986024498939514,0.171579971909523,0.4432222247123718,-0.06630200892686844,-0.2168715000152588,-0.38752317428588867,-0.47651970386505127,-0.04123638570308685,-0.10778152942657471,0.0533827506005764,0.2891787588596344,-0.00983888003975153,0.03432744741439819,0.1259230375289917
tcga_20_type,TCGA-HT-8104,-0.21237552165985107,-0.026607967913150787,-0.15901122987270355,0.21808093786239624,-0.47112351655960083,-0.5610330700874329,0.17824602127075195,0.13992851972579956,0.07230845093727112,0.002907788846641779,0.395007461309433,0.018455930054187775,0.08913369476795197,-0.09367307275533676,-0.08827687799930573,-0.5092757940292358,-0.33431631326675415,-0.2542438507080078,-0.014401420950889587,-0.5801610946655273,0.3567137122154236,-0.04483865574002266,-0.26813945174217224,-0.019957587122917175
tcga_20_type,TCGA-J4-A67N,-0.03929083049297333,0.39484870433807373,0.10017800331115723,0.1027318611741066,-0.15968447923660278,-0.026184789836406708,0.3136233985424042,0.039315372705459595,-0.22273403406143188,-0.5380191802978516,0.03379281237721443,0.40259820222854614,0.24350115656852722,0.263321191072464,-0.2628939151763916,-0.21473853290081024,-0.4781435430049896,-0.3381268382072449,0.034520044922828674,-0.15595091879367828,0.2674243450164795,0.024214953184127808,0.10435996949672699,0.11356610059738159
tcga_20_type,TCGA-J9-A8CP,-0.5036455392837524,-0.11401917040348053,-0.21188592910766602,0.11592786759138107,-0.4412694275379181,-0.620804488658905,0.26378241181373596,-0.04300053417682648,-0.12937913835048676,0.20625931024551392,0.23943942785263062,-0.26541125774383545,-0.037613045424222946,0.1424555629491806,-0.11124011874198914,-0.24234949052333832,-0.43304410576820374,-0.2504921555519104,0.278042197227478,-0.5575951337814331,0.3628596067428589,0.06130911409854889,-0.3174477219581604,-0.03176482766866684
tcga_20_type,TCGA-JY-A6FH,-0.15223225951194763,0.10037226974964142,0.22384339570999146,0.09124141186475754,-0.06480347365140915,0.029859811067581177,0.1657032072544098,0.11906225979328156,-0.32293757796287537,-0.25393030047416687,0.03308246657252312,0.3753851652145386,0.3979647159576416,0.24699196219444275,-0.18575918674468994,-0.06577587127685547,-0.5428523421287537,-0.25860321521759033,0.11944906413555145,-0.1687367856502533,0.31041496992111206,-0.08364107459783554,0.15795740485191345,0.22154933214187622
