experiment_id,benchmark,endpoint,task,representation,learner,model_family,metric,score,accuracy,balanced_accuracy,top3_accuracy,top5_accuracy,macro_f1,macro_auroc,micro_auroc,cohen_kappa,spearman,c_index,n_samples,n_classes,primary_metric_scope,validation_protocol,official_muat,n_folds,checkpoint_fingerprint,checkpoint_dir,amp,dataloader_workers,trim_to_observed_events,preload_tensors_to_device,canonical_split_source,canonical_split_signature,dictionary_mode,dictionary_sizes_json,calibration_ece,calibration_mean_confidence,calibration_accuracy,calibration_n_bins_used,embed_dim,attention_heads,feature_dim,dropout,count_feature_mode,lr,momentum,weight_decay,epochs,batch_size
muat_style_tcga_comparator,kucab_wgs,damage_class,multiclass,MuAt-compatible reimplementation,muat_compatible_qkv_attention,MuAt-compatible reimplementation,macro_auroc,0.5808197115582621,0.2972972972972973,0.19355042806271266,0.5328185328185329,0.7297297297297297,0.17928138855674677,0.5808197115582621,0.6493599422446636,0.14097751211867182,,,259,8,pooled_global_oof,outer_train_inner_validation_epoch_selection,False,5,0df856cb9d54045824efa618b7d6f4d3f45fe7a4aba4f4607d8758e594c3121b,${BUNDLE_ROOT}\results\cache\features\muat_style_tcga_comparator\fold_checkpoints\full,True,0,True,True,,,fixed_hash,"{""annotation"": 258, ""motif"": 1026, ""position"": 2050}",0.25127349028716217,0.5485707875844594,0.2972972972972973,9,128,1,24,0.1,log_count,0.0006,0.9,0.0,150,4
