experiment_id,benchmark,endpoint,task,representation,learner,model_family,metric,score,accuracy,top3_accuracy,top5_accuracy,macro_f1,macro_auroc,n_samples,n_classes,primary_metric_scope,official_muat,n_folds,calibration_ece,calibration_mean_confidence,calibration_accuracy,calibration_n_bins_used,embed_dim,attention_heads,feature_dim,dropout,lr,momentum,weight_decay,epochs,batch_size
muat_style_tcga_comparator,tcga_mc3_wes,tcga_20_type,multiclass,MuAt-compatible reimplementation,muat_compatible_qkv_attention,MuAt-compatible reimplementation,accuracy,0.05,0.05,0.13333333333333333,0.3,0.009696969696969697,0.48157894736842105,60,20,smoke_oof,False,2,0.023466683675845465,0.07346668367584547,0.05,1,32,1,24,0.1,0.0006,0.9,0.0,1,1
