run_id,endpoint,endpoint_display,endpoint_tier,endpoint_tier_display,endpoint_family,task,task_display,representation,representation_display,representation_family,representation_family_display,atlas_status,atlas_status_display,model_family,model_display,model_label,model_label_display,metric,metric_display,primary_score,auroc,auprc,accuracy,f1,balanced_accuracy,delta_vs_signatures,ci_low,ci_high,p_value,q_value,n_samples,n_features,folds,repeats,xgb_estimators,optuna_trials_completed,kme_version,kme_config_id,landmark_mode,sigma_multiplier,sigma_strategy,modality_strategy,landmark_sampling,kernel_weighting,cache_key,oof_prediction_file,fold_metrics_file,na_reason,split_strategy,experiment_id,source_file,bundle_table,source_priority,analysis_family,analysis_family_display,display_model,display_model_display,status,selection_policy
20260524T194601Z,HRD_TAI,HRD TAI,supplement,Supplement,tcga_brca_hrd,regression,Regression,standard_sbs_exposure,SBS exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,spearman,Spearman r,0.6696168465646548,,,,,,,,,,,772.0,100.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,PARPi7,PARPi7,supplement,Supplement,tcga_brca_hrd,regression,Regression,standard_sbs_exposure,SBS exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,spearman,Spearman r,0.2251481168032955,,,,,,,,,,,772.0,100.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,brca_gene_mutated,BRCA-pathway mutated,supplement,Supplement,tcga_mc3,binary,Binary classification,burden_only,Mutational burden,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.8178235273557065,0.8178235273557065,0.4001450174634157,,,0.6022908473817001,,,,,,10224.0,3.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,eCARD,eCARD,supplement,Supplement,tcga_brca_hrd,regression,Regression,burden_only,Mutational burden,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,spearman,Spearman r,0.3255581055897624,,,,,,,,,,,772.0,3.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,high_purity,High tumor purity,supplement,Supplement,tcga_mc3,binary,Binary classification,standard_sbs_id_exposure,SBS + ID exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.640820305211275,0.640820305211275,0.6175086409860694,,,0.599832576659691,,,,,,9591.0,125.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,high_stage,High stage,supplement,Supplement,tcga_mc3,binary,Binary classification,standard_sbs_exposure,SBS exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.6297503548723297,0.6297503548723297,0.4971389127084379,,,0.558223148548626,,,,,,6404.0,100.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,hrd_binary_24,HRD24 high/low,supplement,Supplement,tcga_brca_hrd,binary,Binary classification,standard_sbs_id_exposure,SBS + ID exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.8395140189443366,0.8395140189443366,0.842792247466852,,,0.7710115139919003,,,,,,772.0,125.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,hrd_binary_42,HRD42 high/low,supplement,Supplement,tcga_brca_hrd,binary,Binary classification,standard_sbs_id_exposure,SBS + ID exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.910032154340836,0.910032154340836,0.7694984996479498,,,0.8290460878885316,,,,,,772.0,125.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,mmr_gene_mutated,MMR-pathway mutated,supplement,Supplement,tcga_mc3,binary,Binary classification,burden_only,Mutational burden,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.8597411468177276,0.8597411468177276,0.4570250565356127,,,0.6190195707705346,,,,,,10224.0,3.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,parpi7_binary,PARPi7 binary,supplement,Supplement,tcga_brca_hrd,binary,Binary classification,standard_sbs_id_exposure,SBS + ID exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.6684827472346047,0.6684827472346047,0.250835379422911,,,0.6187731700361716,,,,,,772.0,125.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,pole_pold1_mutated,POLE/POLD1 mutated,supplement,Supplement,tcga_mc3,binary,Binary classification,burden_only,Mutational burden,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.8543858697678517,0.8543858697678517,0.4759443121246427,,,0.607178495527528,,,,,,10224.0,3.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,smoking_ever,Ever smoker,supplement,Supplement,tcga_mc3,binary,Binary classification,standard_sbs_exposure,SBS exposures,COSMIC_NNLS_exposures,COSMIC NNLS exposures,uses COSMIC reference signatures; no UGA atlas for standard exposures,COSMIC reference signatures,unspecified,Source model,unified_locked,Unified locked model,auroc,AUROC,0.7783352023827036,0.7783352023827036,0.904531630959776,,,0.7054285854384815,,,,,,2798.0,100.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\tcga_signature_endpoints\signature_exposure_endpoint_metrics.csv,unified_locked_endpoint_results.csv,25,COSMIC/NNLS exposure checks,COSMIC/NNLS exposure checks,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,Low-burden downsample,Low-burden Kucab,supplement,Supplement,,,,UGA_unified_d10dp5_IDpayload_unweighted_frac_C0p1,Unified UGA geometry,mechanistic_control,Mechanistic controls,not applicable,Not applicable,unspecified,Source model,unified_locked,Unified locked model,balanced_accuracy,Balanced accuracy,0.2547072044046128,,,0.2742616033755274,0.2482369448268065,0.2547072044046128,,,,,,237.0,143.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\kucab\processed\downsampled_fold_metrics.csv,unified_locked_endpoint_results.csv,25,Mechanistic controls,Mechanistic controls,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
20260524T194601Z,Original data,Original Kucab,supplement,Supplement,,,,UGA_unified_d10dp5_IDpayload_unweighted_frac_C0p1,Unified UGA geometry,mechanistic_control,Mechanistic controls,not applicable,Not applicable,unspecified,Source model,unified_locked,Unified locked model,balanced_accuracy,Balanced accuracy,0.3034885248189278,,,0.3088803088803089,0.2868767608123309,0.3034885248189278,,,,,,259.0,143.0,5.0,1.0,,,,,,,,,,,,,,,5-fold OOF CV where available,unified_locked,data\kucab\processed\downsampled_fold_metrics.csv,unified_locked_endpoint_results.csv,25,Mechanistic controls,Mechanistic controls,unified_locked,Unified locked model,measured,best measured supplementary row for endpoint and representation family; selected model shown
