endpoint_display,endpoint_tier_display,task_display,representation_family_display,representation_display,atlas_status_display,model_display,metric_display,primary_score,auroc,auprc,accuracy,f1,balanced_accuracy,p_value,q_value,delta_vs_signatures,ci_low,ci_high,n_samples,n_features,folds,repeats,xgb_estimators,optuna_trials_completed,na_reason,split_strategy,endpoint,endpoint_tier,task,representation_family,representation,atlas_status,model_family,metric,run_id,cache_key,oof_prediction_file,fold_metrics_file,experiment_id,source_file
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.6144689517324727,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.6524318816595825,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.5357856095244624,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.6125731341606788,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.5645100243630379,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.6467296144816191,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.7062597409120052,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.7493503747266037,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.6822280875952594,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.5962877894815365,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.5626617805957127,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.6213183933992967,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6672915766356838,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.7016085867241635,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6398100613404794,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6705244396161348,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6911796362412571,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.7366446711958711,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.6108277548833424,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.6576865576098166,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.7070690570763852,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD LST,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.6756996417210378,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_LST,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.5545875071157198,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.6338454567444093,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.6369309027524251,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.6614182321038433,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.5068187812400929,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.6808533392290893,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.5770442897842623,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.7209211852831688,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.6892373840991058,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.6582361964363399,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.6740529535391409,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.7129389745725541,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.6256336184197854,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.6312983332597242,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.6007241707921721,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.6407684831350062,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.6053716925589148,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.641103046953914,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.6045972916909389,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.7056270495378475,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6435093782358858,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6802315844361007,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6742144522201491,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6350437356072968,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS spectra,No UGA atlas,Source model,Spearman r,0.6575458012761101,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.6473560633794111,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.633335626195853,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.7468680494492947,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.6788452505162751,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
HRD TAI,Supplement,Regression,Mutational signatures,SBS + ID spectra,No UGA atlas,Source model,Spearman r,0.7115709551622347,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,HRD_TAI,supplement,regression,signatures_only,standard_sbs_id,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.2729622358346151,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.1897475189619214,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.1630051374489703,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.0694572341951011,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,Mutational burden,Mutational burden,No UGA atlas,Source model,Spearman r,0.0604098571430936,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,burden_only,burden_only,no UGA atlas,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.2857667679650299,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.2262463634950965,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.1870513879977174,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.2054517704629093,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS,UGA channel atlas,Source model,Spearman r,0.1820950841348129,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.2069705050702426,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.2079448419467614,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.280795687730832,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.0810964665493362,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID pooled,UGA channel atlas,Source model,Spearman r,0.1951460736935954,,,,,,,,,,,154.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_pooled,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.2738321107628754,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
PARPi7,Supplement,Regression,UGA geometry,Locked UGA SBS+ID separate,UGA channel atlas,Source model,Spearman r,0.282798514386046,,,,,,,,,,,155.0,,5.0,1.0,,,,5-fold OOF CV where available,PARPi7,supplement,regression,UGA_geometry,locked_uga_sbs_id_separate,uses UGA channel atlas for SBS/DBS; ID payload encoder for ID83,unspecified,spearman,20260524T162414Z,,,,unified_locked,data\hrd\all_fold_metrics.tsv
